              t           Rate
         0.0001      0.0133988
         0.0049     0.00809794
         0.0097     0.00723185
         0.0145     0.00673922
         0.0193     0.00640373
         0.0241     0.00614899
         0.0289     0.00594433
         0.0337     0.00577506
         0.0385     0.00563078
         0.0433     0.00550538
         0.0481      0.0053947
         0.0529     0.00529581
         0.0577     0.00520657
         0.0625     0.00512536
         0.0673     0.00505093
         0.0721     0.00498229
         0.0769     0.00491866
         0.0817      0.0048594
         0.0865     0.00552855
         0.0913     0.00475196
         0.0961     0.00470298
         0.1009     0.00465672
         0.1057     0.00461337
         0.1105     0.00457179
         0.1153     0.00453223
         0.1201     0.00449452
         0.1249      0.0044585
         0.1297     0.00442403
         0.1345     0.00439101
         0.1393     0.00435931
         0.1441     0.00432885
         0.1489     0.00429954
         0.1537     0.00427129
         0.1585     0.00424405
         0.1633     0.00421774
         0.1681     0.00419247
         0.1729     0.00416787
         0.1777     0.00414405
         0.1825     0.00412096
         0.1873     0.00409857
         0.1921     0.00407682
         0.1969      0.0040557
         0.2017     0.00403517
         0.2065      0.0040152
         0.2113     0.00399576
         0.2161     0.00397682
         0.2209     0.00395837
         0.2257     0.00394037
         0.2305     0.00392282
         0.2353     0.00390568
         0.2401     0.00388895
         0.2449      0.0038726
         0.2497     0.00385662
         0.2545     0.00384305
         0.2593     0.00382776
         0.2641      0.0038128
         0.2689     0.00379815
         0.2737      0.0037838
         0.2785     0.00376974
         0.2833     0.00375596
         0.2881     0.00374245
         0.2929     0.00372921
         0.2977     0.00371621
         0.3025     0.00370345
         0.3073     0.00369093
         0.3121     0.00367863
         0.3169     0.00366655
         0.3217     0.00365469
         0.3265     0.00364303
         0.3313     0.00363156
         0.3361     0.00362029
         0.3409     0.00360921
         0.3457     0.00359787
         0.3505     0.00358714
         0.3553     0.00357658
         0.3601     0.00356619
         0.3649     0.00355596
         0.3697     0.00354589
         0.3745     0.00353596
         0.3793     0.00352619
         0.3841     0.00351655
         0.3889     0.00350706
         0.3937     0.00349771
         0.3985     0.00348848
         0.4033     0.00347939
         0.4081     0.00347042
         0.4129     0.00346157
         0.4177     0.00345285
         0.4225     0.00344441
         0.4273     0.00343591
         0.4321     0.00342753
         0.4369     0.00341925
         0.4417     0.00341108
         0.4465     0.00340301
         0.4513     0.00339504
         0.4561     0.00338717
         0.4609      0.0033794
         0.4657     0.00337172
         0.4705     0.00336413
         0.4753     0.00335663
         0.4801     0.00334923
         0.4849      0.0033419
         0.4897     0.00333467
         0.4945     0.00332751
         0.4993     0.00332044
         0.5041     0.00331344
         0.5089     0.00330653
         0.5137     0.00329969
         0.5185     0.00329292
         0.5233     0.00328623
         0.5281      0.0032796
         0.5329     0.00327305
         0.5377     0.00326657
         0.5425     0.00326016
         0.5473     0.00325381
