            EDP         lambda
          0.001      0.0323418
     0.00102353      0.0311069
     0.00104762      0.0299588
     0.00107227      0.0288277
      0.0010975      0.0277394
     0.00112332      0.0266928
     0.00114976      0.0256911
     0.00117681       0.024719
      0.0012045      0.0237906
     0.00123285      0.0228995
     0.00126186      0.0220456
     0.00129155      0.0212231
     0.00132194      0.0204367
     0.00135305      0.0196796
     0.00138489      0.0189291
     0.00141747      0.0182724
     0.00145083      0.0175996
     0.00148497      0.0169598
     0.00151991      0.0163462
     0.00155568      0.0157578
     0.00159228      0.0151945
     0.00162975      0.0146655
      0.0016681       0.014145
     0.00170735      0.0137344
     0.00174753      0.0131641
     0.00178865      0.0127015
     0.00183074      0.0122561
     0.00187382      0.0118268
     0.00191791      0.0114128
     0.00196304      0.0110143
     0.00200923      0.0106282
     0.00205651      0.0102581
      0.0021049     0.00989492
     0.00215443      0.0095463
     0.00220513     0.00920789
     0.00225702     0.00888044
     0.00231013     0.00856351
     0.00236449     0.00825672
     0.00242013     0.00795978
     0.00247708     0.00767242
     0.00253536     0.00739444
     0.00259502     0.00712158
     0.00265609     0.00686186
     0.00271859     0.00660713
     0.00278256     0.00636425
     0.00284804     0.00613108
     0.00291505     0.00590657
     0.00298365     0.00569062
     0.00305386     0.00548202
     0.00312572     0.00528046
     0.00319927     0.00508539
     0.00327455     0.00490952
      0.0033516     0.00473489
     0.00343047     0.00456811
     0.00351119     0.00440946
     0.00359381     0.00425784
     0.00367838     0.00411351
     0.00376494     0.00397625
     0.00385353     0.00384591
     0.00394421     0.00372411
     0.00403702     0.00360694
     0.00413201     0.00349543
     0.00422924     0.00338972
     0.00432876     0.00328953
     0.00443062     0.00319434
     0.00453488     0.00310423
     0.00464159     0.00301879
     0.00475081     0.00293773
      0.0048626     0.00286077
     0.00497702     0.00278613
     0.00509414     0.00271673
     0.00521401     0.00265062
      0.0053367     0.00258754
     0.00546228     0.00252728
     0.00559081     0.00246959
     0.00572237     0.00241557
     0.00585702     0.00236164
     0.00599484     0.00231084
     0.00613591     0.00226093
     0.00628029     0.00221393
     0.00642807      0.0021677
     0.00657933     0.00212289
     0.00673415     0.00207406
     0.00689261     0.00203713
      0.0070548     0.00199596
     0.00722081     0.00195583
     0.00739072     0.00191665
     0.00756463     0.00187835
     0.00774264     0.00184088
     0.00792483     0.00180418
     0.00811131     0.00176821
     0.00830218     0.00173293
     0.00849753     0.00169829
     0.00869749     0.00166428
     0.00890215      0.0016199
     0.00911163     0.00159799
     0.00932603     0.00156567
     0.00954548     0.00153388
      0.0097701      0.0015026
           0.01     0.00147188
      0.0102353     0.00144154
      0.0104762     0.00141166
      0.0107227     0.00130509
       0.010975      0.0013533
      0.0112332     0.00132478
      0.0114976      0.0012967
      0.0117681     0.00126905
       0.012045     0.00124183
      0.0123285     0.00121502
      0.0126186     0.00118862
      0.0129155     0.00116262
      0.0132194     0.00113703
      0.0135305     0.00111184
      0.0138489     0.00108705
      0.0141747     0.00106265
      0.0145083     0.00103079
      0.0148497     0.00100743
      0.0151991    0.000984446
      0.0155568    0.000961851
      0.0159228    0.000939639
      0.0162975     0.00092441
       0.016681    0.000903042
      0.0170735    0.000881723
      0.0174753    0.000860789
      0.0178865    0.000840241
      0.0183074    0.000820078
      0.0187382    0.000800301
      0.0191791    0.000780911
      0.0196304    0.000761908
      0.0200923    0.000743292
      0.0205651    0.000724891
       0.021049    0.000707053
      0.0215443    0.000689603
      0.0220513    0.000676955
      0.0225702    0.000660247
      0.0231013    0.000643927
      0.0236449    0.000627993
      0.0242013    0.000612445
      0.0247708    0.000597281
      0.0253536    0.000582501
      0.0259502    0.000568103
      0.0265609    0.000553039
      0.0271859    0.000539448
      0.0278256    0.000526231
      0.0284804    0.000513385
      0.0291505    0.000500908
      0.0298365    0.000488935
      0.0305386    0.000477185
      0.0312572    0.000465794
      0.0319927    0.000454759
      0.0327455    0.000444075
       0.033516    0.000433738
      0.0343047    0.000423744
      0.0351119    0.000410336
      0.0359381    0.000404765
      0.0367838    0.000395769
      0.0376494    0.000387096
      0.0385353    0.000378739
      0.0394421    0.000370693
      0.0403702    0.000362951
      0.0413201    0.000355508
      0.0422924    0.000348357
      0.0432876    0.000341375
      0.0443062     0.00033479
      0.0453488    0.000328347
      0.0464159    0.000318371
      0.0475081    0.000316357
       0.048626    0.000310893
      0.0497702      0.0003056
      0.0509414    0.000300544
      0.0521401    0.000295719
       0.053367    0.000291117
      0.0546228    0.000286731
      0.0559081    0.000282555
      0.0572237    0.000278581
      0.0585702    0.000274802
      0.0599484    0.000271212
      0.0613591    0.000267803
      0.0628029    0.000264569
      0.0642807    0.000261377
      0.0657933    0.000258478
      0.0673415    0.000255734
      0.0689261    0.000253137
       0.070548    0.000250682
      0.0722081    0.000248363
      0.0739072    0.000246249
      0.0756463    0.000244185
      0.0774264    0.000242239
      0.0792483    0.000240408
      0.0811131    0.000238684
      0.0830218    0.000237065
      0.0849753    0.000235543
      0.0869749    0.000234114
      0.0890215    0.000232775
      0.0911163    0.000231519
      0.0932603    0.000230343
      0.0954548    0.000229243
       0.097701    0.000228214
            0.1    0.000227252
