           IM.1            DS1          E(DS)
           0.01    2.07258e-08    2.07258e-08
       0.025101    7.14466e-07    7.14466e-07
       0.040202    3.83757e-06    3.83757e-06
       0.055303    1.15788e-05    1.15788e-05
       0.070404    2.64952e-05    2.64952e-05
      0.0855051    5.16689e-05    5.16689e-05
       0.100606    9.03113e-05    9.03113e-05
       0.115707    0.000128874    0.000128874
       0.130808    0.000176287    0.000176287
       0.145909    0.000233179    0.000233179
        0.16101    0.000300186    0.000300186
       0.176111    0.000377689    0.000377689
       0.191212    0.000466356    0.000466356
       0.206313    0.000572568    0.000572568
       0.221414    0.000699049    0.000699049
       0.236515    0.000837467    0.000837467
       0.251616    0.000987479    0.000987479
       0.266717     0.00114873     0.00114873
       0.281818     0.00132085     0.00132085
       0.296919     0.00150349     0.00150349
        0.31202     0.00165045     0.00165045
       0.327121     0.00179069     0.00179069
       0.342222     0.00193533     0.00193533
       0.357323     0.00208423     0.00208423
       0.372424     0.00223743     0.00223743
       0.387525     0.00239464     0.00239464
       0.402626     0.00255277     0.00255277
       0.417727      0.0026973      0.0026973
       0.432828     0.00285272     0.00285272
       0.447929     0.00300952     0.00300952
        0.46303     0.00317087     0.00317087
       0.478131     0.00333679     0.00333679
       0.493232     0.00350732     0.00350732
       0.508333     0.00360909     0.00360909
       0.523434     0.00365249     0.00365249
       0.538535      0.0036961      0.0036961
       0.553636      0.0037399      0.0037399
       0.568737     0.00378391     0.00378391
       0.583838     0.00382811     0.00382811
       0.598939     0.00387252     0.00387252
        0.61404     0.00410486     0.00410486
       0.629141     0.00435692     0.00435692
       0.644242     0.00461464     0.00461464
       0.659343      0.0048777      0.0048777
       0.674444     0.00514647     0.00514647
       0.689545     0.00541994     0.00541994
       0.704646      0.0055597      0.0055597
       0.719747     0.00539408     0.00539408
       0.734848     0.00523585     0.00523585
       0.749949     0.00508496     0.00508496
       0.765051     0.00494165     0.00494165
       0.780152     0.00480477     0.00480477
       0.795253     0.00467453     0.00467453
       0.810354     0.00465715     0.00465715
       0.825455      0.0046923      0.0046923
       0.840556     0.00473041     0.00473041
       0.855657     0.00477221     0.00477221
       0.870758     0.00481732     0.00481732
       0.885859     0.00486576     0.00486576
        0.90096     0.00491665     0.00491665
       0.916061     0.00495675     0.00495675
       0.931162      0.0049989      0.0049989
       0.946263     0.00504321     0.00504321
       0.961364      0.0050902      0.0050902
       0.976465     0.00513916     0.00513916
       0.991566     0.00519099     0.00519099
        1.00667     0.00525545     0.00525545
        1.02177     0.00533543     0.00533543
        1.03687     0.00541604     0.00541604
        1.05197     0.00549725     0.00549725
        1.06707     0.00557907     0.00557907
        1.08217      0.0056615      0.0056615
        1.09727     0.00574453     0.00574453
        1.11237      0.0058167      0.0058167
        1.12747     0.00588754     0.00588754
        1.14258     0.00595963     0.00595963
        1.15768     0.00603333     0.00603333
        1.17278     0.00610766     0.00610766
        1.18788     0.00618321     0.00618321
        1.20298     0.00623655     0.00623655
        1.21808     0.00619751     0.00619751
        1.23318     0.00616402     0.00616402
        1.24828     0.00613744     0.00613744
        1.26338     0.00611744     0.00611744
        1.27848     0.00610407     0.00610407
        1.29359     0.00609775     0.00609775
        1.30869     0.00607182     0.00607182
        1.32379     0.00602824     0.00602824
        1.33889     0.00598492     0.00598492
        1.35399     0.00594176     0.00594176
        1.36909     0.00589867     0.00589867
        1.38419     0.00585571     0.00585571
        1.39929     0.00581286     0.00581286
        1.41439     0.00581465     0.00581465
        1.42949     0.00581897     0.00581897
         1.4446     0.00582422     0.00582422
         1.4597     0.00582918     0.00582918
         1.4748     0.00583449     0.00583449
         1.4899     0.00584015     0.00584015
          1.505     0.00584414     0.00584414
         1.5201     0.00584414     0.00584414
         1.5352     0.00584414     0.00584414
         1.5503     0.00584414     0.00584414
         1.5654     0.00584414     0.00584414
        1.58051     0.00584414     0.00584414
        1.59561     0.00584414     0.00584414
        1.61071     0.00584414     0.00584414
        1.62581     0.00584414     0.00584414
        1.64091     0.00584414     0.00584414
        1.65601     0.00584414     0.00584414
        1.67111     0.00584414     0.00584414
        1.68621     0.00584414     0.00584414
        1.70131     0.00584414     0.00584414
        1.71641     0.00584414     0.00584414
        1.73152     0.00584414     0.00584414
        1.74662     0.00584414     0.00584414
        1.76172     0.00584414     0.00584414
        1.77682     0.00584414     0.00584414
        1.79192     0.00584414     0.00584414
        1.80702     0.00584414     0.00584414
        1.82212     0.00584414     0.00584414
        1.83722     0.00584414     0.00584414
        1.85232     0.00584414     0.00584414
        1.86742     0.00584414     0.00584414
        1.88253     0.00584414     0.00584414
        1.89763     0.00584414     0.00584414
        1.91273     0.00584414     0.00584414
        1.92783     0.00584414     0.00584414
        1.94293     0.00584414     0.00584414
        1.95803     0.00584414     0.00584414
        1.97313     0.00584414     0.00584414
        1.98823     0.00584414     0.00584414
        2.00333     0.00584414     0.00584414
        2.01843     0.00584414     0.00584414
        2.03354     0.00584414     0.00584414
        2.04864     0.00584414     0.00584414
