           IM.1            DS1            DS2          E(DS)
           0.01    8.10486e-71    6.71791e-62    6.71791e-62
       0.025101    9.60336e-32     2.7462e-34    9.63082e-32
       0.040202    8.18777e-17    3.86517e-22     8.1878e-17
       0.055303    1.42777e-09    4.90964e-15    1.42778e-09
       0.070404    7.69972e-06     1.4509e-10    7.69986e-06
      0.0855051    0.000768246    1.14008e-07     0.00076836
       0.100606     0.00975165    8.78151e-06     0.00976043
       0.115707      0.0307959    5.75075e-05      0.0308534
       0.130808      0.0711103    0.000254537      0.0713648
       0.145909       0.132039    0.000844092       0.132883
        0.16101       0.209801     0.00225152       0.212053
       0.176111       0.297699     0.00507472       0.302774
       0.191212        0.38851       0.010012       0.398522
       0.206313       0.538413      0.0326895       0.571102
       0.221414       0.691768       0.114015       0.805783
       0.236515       0.770518       0.219203       0.989722
       0.251616       0.812171       0.324185        1.13636
       0.266717       0.835063       0.408659        1.24372
       0.281818       0.847816       0.474279        1.32209
       0.296919       0.854747       0.524241        1.37899
        0.31202       0.881192       0.578546        1.45974
       0.327121       0.906263       0.629392        1.53565
       0.342222       0.925493       0.673736        1.59923
       0.357323       0.940364       0.712815        1.65318
       0.372424       0.951937       0.746157        1.69809
       0.387525       0.961065       0.775565        1.73663
       0.402626       0.967558       0.798373        1.76593
       0.417727       0.969678       0.805892        1.77557
       0.432828       0.971658       0.813139         1.7848
       0.447929       0.973509       0.820145        1.79365
        0.46303       0.975238       0.826876        1.80211
       0.478131       0.977048       0.833363        1.81041
       0.493232       0.978551       0.839616        1.81817
       0.508333       0.977899       0.839004         1.8169
       0.523434       0.975261       0.832995        1.80826
       0.538535       0.972682        0.82705        1.79973
       0.553636       0.969986       0.821171        1.79116
       0.568737       0.967175        0.81534        1.78252
       0.583838       0.964244       0.809602        1.77385
       0.598939       0.961224       0.803939        1.76516
        0.61404       0.959694       0.799578        1.75927
       0.629141       0.958228       0.795216        1.75344
       0.644242       0.956704       0.790752        1.74746
       0.659343        0.95512       0.786183         1.7413
       0.674444       0.953473       0.781507        1.73498
       0.689545       0.951761        0.77672        1.72848
       0.704646       0.949628       0.772027        1.72166
       0.719747       0.946646       0.767779        1.71442
       0.734848        0.94362       0.763944        1.70756
       0.749949       0.940555       0.759886        1.70044
       0.765051       0.937446       0.755904        1.69335
       0.780152       0.934313       0.751996        1.68631
       0.795253       0.931149       0.748162        1.67931
       0.810354       0.937712       0.761433        1.69914
       0.825455       0.947672       0.781481        1.72915
       0.840556       0.956449        0.80095         1.7574
       0.855657       0.964134       0.819502        1.78364
       0.870758       0.970822       0.837192        1.80801
       0.885859       0.976566       0.853972        1.83054
        0.90096       0.981118       0.868592        1.84971
       0.916061       0.980332       0.863927        1.84426
       0.931162       0.979476       0.858953        1.83843
       0.946263       0.978544        0.85365        1.83219
       0.961364       0.977525       0.847979         1.8255
       0.976465       0.976415       0.841915        1.81833
       0.991566       0.975192       0.835426        1.81062
        1.00667       0.977268       0.839245        1.81651
        1.02177       0.983098       0.856471        1.83957
        1.03687        0.98779       0.873483        1.86127
        1.05197       0.991558       0.890137        1.88169
        1.06707       0.994459       0.906263        1.90072
        1.08217       0.996587       0.921667        1.91825
        1.09727       0.998053       0.936135        1.93419
        1.11237       0.998272       0.937724          1.936
        1.12747       0.998288       0.936551        1.93484
        1.14258       0.998302       0.935299         1.9336
        1.15768       0.998315       0.933964        1.93228
        1.17278       0.998326       0.932539        1.93087
        1.18788       0.998335       0.931018        1.92935
        1.20298       0.998512       0.932828        1.93134
        1.21808       0.999168       0.947167        1.94634
        1.23318       0.999561       0.959273        1.95883
        1.24828       0.999788       0.969305        1.96909
        1.26338       0.999851       0.977443        1.97729
        1.27848       0.999629       0.983885        1.98351
        1.29359       0.999765       0.988615        1.98838
        1.30869       0.999748       0.990559        1.99031
        1.32379       0.999745       0.990985        1.99073
        1.33889        1.00021       0.991861        1.99207
        1.35399        1.00025       0.992306        1.99256
        1.36909        1.00031       0.992794         1.9931
        1.38419        1.00037       0.993217        1.99359
        1.39929        1.00057       0.993752        1.99432
        1.41439        1.00011       0.995007        1.99512
        1.42949         1.0001       0.996397         1.9965
         1.4446        1.00008       0.997461        1.99755
         1.4597        1.00006       0.998254        1.99832
         1.4748         1.0001       0.998887        1.99899
         1.4899        1.00008         0.9993        1.99938
          1.505        1.00005       0.999478        1.99953
         1.5201        1.00005       0.999478        1.99953
         1.5352        1.00005       0.999478        1.99953
         1.5503        1.00005       0.999478        1.99953
         1.5654        1.00005       0.999478        1.99953
        1.58051        1.00005       0.999478        1.99953
        1.59561        1.00005       0.999478        1.99953
        1.61071        1.00005       0.999478        1.99953
        1.62581        1.00005       0.999478        1.99953
        1.64091        1.00005       0.999478        1.99953
        1.65601        1.00005       0.999478        1.99953
        1.67111        1.00005       0.999478        1.99953
        1.68621        1.00005       0.999478        1.99953
        1.70131        1.00005       0.999478        1.99953
        1.71641        1.00005       0.999478        1.99953
        1.73152        1.00005       0.999478        1.99953
        1.74662        1.00005       0.999478        1.99953
        1.76172        1.00005       0.999478        1.99953
        1.77682        1.00005       0.999478        1.99953
        1.79192        1.00005       0.999478        1.99953
        1.80702        1.00005       0.999478        1.99953
        1.82212        1.00005       0.999478        1.99953
        1.83722        1.00005       0.999478        1.99953
        1.85232        1.00005       0.999478        1.99953
        1.86742        1.00005       0.999478        1.99953
        1.88253        1.00005       0.999478        1.99953
        1.89763        1.00005       0.999478        1.99953
        1.91273        1.00005       0.999478        1.99953
        1.92783        1.00005       0.999478        1.99953
        1.94293        1.00005       0.999478        1.99953
        1.95803        1.00005       0.999478        1.99953
        1.97313        1.00005       0.999478        1.99953
        1.98823        1.00005       0.999478        1.99953
        2.00333        1.00005       0.999478        1.99953
        2.01843        1.00005       0.999478        1.99953
        2.03354        1.00005       0.999478        1.99953
        2.04864        1.00005       0.999478        1.99953
        2.06374        1.00005       0.999478        1.99953
        2.07884        1.00005       0.999478        1.99953
        2.09394        1.00005       0.999478        1.99953
        2.10904        1.00005       0.999478        1.99953
        2.12414        1.00005       0.999478        1.99953
        2.13924        1.00005       0.999478        1.99953
        2.15434        1.00005       0.999478        1.99953
