            EDP         mean_x        sd_ln_x
           0.05       0.009397        4.26575
          0.075       0.703583        3.72569
            0.1        10.2338        3.34717
          0.125        65.6462        3.05695
           0.15        260.515        2.82251
          0.175        757.927        2.62653
            0.2         1779.6        2.45867
          0.225        3577.59        2.31231
           0.25        6400.79         2.1829
          0.275        10465.7        2.06721
            0.3        15936.7        1.96287
          0.325        22916.0        1.86806
           0.35        31442.6        1.78138
          0.375        41497.1        1.70172
            0.4        53010.3        1.62818
          0.425        65873.6        1.56004
           0.45        79950.1        1.49668
          0.475        95083.7        1.43761
            0.5    1.11108e+05        1.38238
          0.525    1.27856e+05        1.33063
           0.55     1.4516e+05        1.28204
          0.575    1.62862e+05        1.23635
            0.6    1.80814e+05        1.19331
          0.625    1.98881e+05        1.15272
           0.65     2.1694e+05        1.11438
          0.675    2.34883e+05        1.07814
            0.7    2.52615e+05        1.04384
          0.725    2.70055e+05        1.01136
           0.75    2.87135e+05       0.980569
          0.775    3.03799e+05       0.951369
            0.8        3.2e+05        0.92366
          0.825    3.35704e+05       0.897352
           0.85    3.50882e+05       0.872363
          0.875    3.65516e+05       0.848621
            0.9    3.79594e+05       0.826055
          0.925    3.93108e+05       0.804602
           0.95    4.06057e+05       0.784203
          0.975    4.18444e+05       0.764804
            1.0    4.30275e+05       0.746353
          1.025     4.4156e+05       0.728804
           1.05     4.5231e+05       0.712111
          1.075    4.62538e+05       0.696232
            1.1    4.72261e+05       0.681129
          1.125    4.81494e+05       0.666764
           1.15    4.90255e+05       0.653103
          1.175    4.98561e+05       0.640112
            1.2     5.0643e+05       0.627759
          1.225    5.13881e+05       0.616016
           1.25    5.20933e+05       0.604853
          1.275    5.27602e+05       0.594244
            1.3    5.33907e+05       0.584163
          1.325    5.39865e+05       0.574586
           1.35    5.45494e+05       0.565488
          1.375    5.50809e+05       0.556848
            1.4    5.55827e+05       0.548645
          1.425    5.60563e+05       0.540858
           1.45    5.65031e+05       0.533467
          1.475    5.69247e+05       0.526453
            1.5    5.73224e+05         0.5198
          1.525    5.76974e+05       0.513488
           1.55    5.80511e+05       0.507503
          1.575    5.83846e+05       0.501828
            1.6     5.8699e+05       0.496448
          1.625    5.89954e+05       0.491349
           1.65    5.92748e+05       0.486517
          1.675    5.95382e+05       0.481939
            1.7    5.97865e+05       0.477601
          1.725    6.00206e+05       0.473493
           1.75    6.02412e+05       0.469602
          1.775    6.04492e+05       0.465917
            1.8    6.06453e+05       0.462429
          1.825    6.08302e+05       0.459126
           1.85    6.10045e+05       0.455999
          1.875    6.11688e+05        0.45304
            1.9    6.13238e+05       0.450239
          1.925    6.14699e+05       0.447588
           1.95    6.16077e+05       0.445079
          1.975    6.17377e+05       0.442705
            2.0    6.18603e+05       0.440459
          2.025     6.1976e+05       0.438333
           2.05    6.20851e+05       0.436322
          2.075    6.21881e+05       0.434419
            2.1    6.22852e+05       0.432619
          2.125    6.23769e+05       0.430915
           2.15    6.24635e+05       0.429303
          2.175    6.25452e+05       0.427778
            2.2    6.26223e+05       0.426335
          2.225    6.26952e+05       0.424969
           2.25     6.2764e+05       0.423677
          2.275    6.28289e+05       0.422454
            2.3    6.28903e+05       0.421297
          2.325    6.29483e+05       0.420201
           2.35    6.30031e+05       0.419165
          2.375    6.30549e+05       0.418183
            2.4    6.31039e+05       0.417254
          2.425    6.31501e+05       0.416375
           2.45    6.31939e+05       0.415542
          2.475    6.32353e+05       0.414754
            2.5    6.32744e+05       0.414007
          2.525    6.33114e+05       0.413301
           2.55    6.33464e+05       0.412631
          2.575    6.33796e+05       0.411997
            2.6    6.34109e+05       0.411396
          2.625    6.34406e+05       0.410827
           2.65    6.34687e+05       0.410287
          2.675    6.34953e+05       0.409776
            2.7    6.35205e+05       0.409292
          2.725    6.35444e+05       0.408833
           2.75     6.3567e+05       0.408397
          2.775    6.35884e+05       0.407985
            2.8    6.36087e+05       0.407593
          2.825     6.3628e+05       0.407222
           2.85    6.36462e+05        0.40687
          2.875    6.36635e+05       0.406536
            2.9    6.36799e+05        0.40622
          2.925    6.36954e+05       0.405919
           2.95    6.37102e+05       0.405634
          2.975    6.37242e+05       0.405363
            3.0    6.37374e+05       0.405106
          3.025      6.375e+05       0.404862
           3.05     6.3762e+05       0.404631
          3.075    6.37733e+05       0.404411
            3.1    6.37841e+05       0.404202
          3.125    6.37943e+05       0.404003
           3.15     6.3804e+05       0.403815
          3.175    6.38133e+05       0.403636
            3.2     6.3822e+05       0.403466
          3.225    6.38304e+05       0.403304
           3.25    6.38383e+05        0.40315
          3.275    6.38458e+05       0.403004
            3.3     6.3853e+05       0.402865
          3.325    6.38598e+05       0.402733
           3.35    6.38662e+05       0.402607
          3.375    6.38724e+05       0.402488
            3.4    6.38782e+05       0.402374
          3.425    6.38838e+05       0.402266
           3.45    6.38891e+05       0.402163
          3.475    6.38941e+05       0.402064
            3.5    6.38989e+05       0.401971
          3.525    6.39035e+05       0.401882
           3.55    6.39078e+05       0.401798
          3.575     6.3912e+05       0.401717
            3.6    6.39159e+05        0.40164
          3.625    6.39196e+05       0.401567
           3.65    6.39232e+05       0.401498
          3.675    6.39266e+05       0.401431
            3.7    6.39299e+05       0.401368
          3.725     6.3933e+05       0.401308
           3.75    6.39359e+05        0.40125
          3.775    6.39387e+05       0.401196
            3.8    6.39414e+05       0.401144
          3.825    6.39439e+05       0.401094
           3.85    6.39464e+05       0.401046
          3.875    6.39487e+05       0.401001
            3.9    6.39509e+05       0.400958
          3.925     6.3953e+05       0.400917
           3.95    6.39551e+05       0.400877
          3.975     6.3957e+05        0.40084
            4.0    6.39588e+05       0.400804
          4.025    6.39606e+05        0.40077
           4.05    6.39622e+05       0.400737
          4.075    6.39638e+05       0.400706
            4.1    6.39654e+05       0.400676
          4.125    6.39668e+05       0.400647
           4.15    6.39682e+05        0.40062
          4.175    6.39696e+05       0.400594
            4.2    6.39708e+05        0.40057
          4.225     6.3972e+05       0.400546
           4.25    6.39732e+05       0.400523
          4.275    6.39743e+05       0.400501
            4.3    6.39754e+05       0.400481
          4.325    6.39764e+05       0.400461
           4.35    6.39774e+05       0.400442
          4.375    6.39783e+05       0.400424
            4.4    6.39792e+05       0.400407
          4.425      6.398e+05        0.40039
           4.45    6.39808e+05       0.400374
          4.475    6.39816e+05       0.400359
            4.5    6.39824e+05       0.400345
          4.525    6.39831e+05       0.400331
           4.55    6.39837e+05       0.400317
          4.575    6.39844e+05       0.400305
            4.6     6.3985e+05       0.400292
          4.625    6.39856e+05       0.400281
           4.65    6.39862e+05        0.40027
          4.675    6.39867e+05       0.400259
            4.7    6.39873e+05       0.400249
          4.725    6.39878e+05       0.400239
           4.75    6.39882e+05       0.400229
          4.775    6.39887e+05        0.40022
            4.8    6.39892e+05       0.400212
          4.825    6.39896e+05       0.400204
           4.85      6.399e+05       0.400196
          4.875    6.39904e+05       0.400188
            4.9    6.39907e+05       0.400181
          4.925    6.39911e+05       0.400174
           4.95    6.39914e+05       0.400167
          4.975    6.39918e+05       0.400161
            5.0    6.39921e+05       0.400154
