           IM.1            DS1            DS2          E(DS)
           0.01     1.8269e-61    4.70219e-76     1.8269e-61
       0.025101    7.16057e-44    1.93379e-54    7.16057e-44
       0.040202    1.85556e-35    6.23147e-44    1.85556e-35
       0.055303    8.03014e-30    8.60306e-37    8.03014e-30
       0.070404    1.53498e-25    2.56527e-31    1.53499e-25
      0.0855051    4.31877e-22    6.87134e-27    4.31884e-22
       0.100606     2.6294e-19    2.54748e-23    2.62966e-19
       0.115707    1.24578e-18    1.58688e-22    1.24594e-18
       0.130808    5.19444e-18    8.41193e-22    5.19528e-18
       0.145909    1.91429e-17    3.88398e-21    1.91468e-17
        0.16101    6.36943e-17    1.59158e-20    6.37102e-17
       0.176111    1.93873e-16    5.87752e-20    1.93932e-16
       0.191212    5.45706e-16    1.98089e-19    5.45904e-16
       0.206313    2.37385e-15    1.29594e-18    2.37514e-15
       0.221414    1.93195e-14    2.12051e-17    1.93407e-14
       0.236515    1.42902e-13     3.0281e-16    1.43205e-13
       0.251616    9.52775e-13    3.61458e-15    9.56389e-13
       0.266717    5.69467e-12    3.69669e-14    5.73164e-12
       0.281818     3.0461e-11    3.20989e-13     3.0782e-11
       0.296919    1.45824e-10    2.37422e-12    1.48198e-10
        0.31202    4.98648e-10    1.11542e-11    5.09802e-10
       0.327121    1.49402e-09    4.38908e-11    1.53792e-09
       0.342222    4.18778e-09    1.57946e-10    4.34572e-09
       0.357323     1.1023e-08      5.226e-10    1.15456e-08
       0.372424    2.73932e-08    1.59899e-09    2.89922e-08
       0.387525    6.41393e-08    4.54518e-09    6.86844e-08
       0.402626    1.73783e-07    1.54462e-08    1.89229e-07
       0.417727    9.96295e-07    1.32446e-07    1.12874e-06
       0.432828     4.4455e-06    8.13479e-07    5.25898e-06
       0.447929    1.59949e-05    3.77782e-06    1.97727e-05
        0.46303    4.79362e-05    1.39037e-05    6.18399e-05
       0.478131    0.000123137     4.2193e-05     0.00016533
       0.493232    0.000277774    0.000109107     0.00038688
       0.508333    0.000294318    0.000116442    0.000410761
       0.523434    0.000173335    6.25166e-05    0.000235852
       0.538535    9.64649e-05    3.12737e-05    0.000127739
       0.553636    5.03552e-05    1.44339e-05    6.47892e-05
       0.568737    2.44612e-05    6.07764e-06    3.05389e-05
       0.583838    1.09589e-05      2.305e-06    1.32639e-05
       0.598939     4.4866e-06    7.76245e-07    5.26284e-06
        0.61404    7.74848e-06    1.49692e-06     9.2454e-06
       0.629141    1.43016e-05    3.14542e-06    1.74471e-05
       0.644242    2.52573e-05     6.2173e-06    3.14746e-05
       0.659343    4.28154e-05    1.16658e-05    5.44812e-05
       0.674444    6.98971e-05    2.08696e-05    9.07667e-05
       0.689545    0.000110222    3.57497e-05    0.000145972
       0.704646    0.000175234    6.15337e-05    0.000236768
       0.719747    0.000291902    0.000111246    0.000403149
       0.734848     0.00046652     0.00019073     0.00065725
       0.749949    0.000715293    0.000311877     0.00102717
       0.765051     0.00105811     0.00048883     0.00154694
       0.780152      0.0015156    0.000737668     0.00225327
       0.795253     0.00210882     0.00107593     0.00318474
       0.810354     0.00230252     0.00118536     0.00348789
       0.825455     0.00226627     0.00115822     0.00342449
       0.840556     0.00222886     0.00113061     0.00335948
       0.855657     0.00219035     0.00110259     0.00329294
       0.870758     0.00215079     0.00107422     0.00322501
       0.885859     0.00211031     0.00104554     0.00315585
        0.90096      0.0020288    0.000993697      0.0030225
       0.916061     0.00143601     0.00066054     0.00209655
       0.931162    0.000982061    0.000420595     0.00140266
       0.946263    0.000646165    0.000255067    0.000901232
       0.961364    0.000406389     0.00014636    0.000552748
       0.976465    0.000244372    7.88699e-05    0.000323242
       0.991566    0.000138897    3.95814e-05    0.000178478
        1.00667    0.000159953    4.65678e-05     0.00020652
        1.02177    0.000419174    0.000147882    0.000567056
        1.03687    0.000947173    0.000388106     0.00133528
        1.05197     0.00188563    0.000872751     0.00275838
        1.06707     0.00338763     0.00173111     0.00511874
        1.08217     0.00559194     0.00309949     0.00869143
        1.09727     0.00860597     0.00510237      0.0137083
        1.11237      0.0107729      0.0065135      0.0172863
        1.12747      0.0127788     0.00780143      0.0205802
        1.14258      0.0149286     0.00919394      0.0241225
        1.15768      0.0172138      0.0106863      0.0279001
        1.17278      0.0196264      0.0122735      0.0318998
        1.18788      0.0221587        0.01395      0.0361086
        1.20298      0.0232135      0.0145966      0.0378101
        1.21808      0.0182451      0.0110881      0.0293333
        1.23318      0.0139569     0.00816504      0.0221219
        1.24828      0.0103488     0.00580115      0.0161499
        1.26338     0.00740181     0.00395509      0.0113569
        1.27848     0.00507681     0.00256945     0.00764625
        1.29359     0.00331564     0.00157779     0.00489344
        1.30869     0.00390987     0.00189878     0.00580864
        1.32379     0.00677367     0.00354409      0.0103178
        1.33889      0.0107859     0.00601139      0.0167973
        1.35399      0.0160492     0.00944363      0.0254928
        1.36909      0.0225987      0.0139347      0.0365334
        1.38419      0.0304074      0.0195263      0.0499337
        1.39929      0.0393978       0.026214      0.0656118
        1.41439      0.0245105      0.0149463      0.0394567
        1.42949      0.0125938     0.00674962      0.0193434
         1.4446     0.00517048     0.00230209     0.00747257
         1.4597     0.00154386    0.000521163     0.00206502
         1.4748    0.000294219      6.545e-05    0.000359669
         1.4899    3.04243e-05     3.5357e-06      3.396e-05
          1.505    4.39062e-06    2.74654e-07    4.66527e-06
         1.5201    4.39062e-06    2.74654e-07    4.66527e-06
         1.5352    4.39062e-06    2.74654e-07    4.66527e-06
         1.5503    4.39062e-06    2.74654e-07    4.66527e-06
         1.5654    4.39062e-06    2.74654e-07    4.66527e-06
        1.58051    4.39062e-06    2.74654e-07    4.66527e-06
        1.59561    4.39062e-06    2.74654e-07    4.66527e-06
        1.61071    4.39062e-06    2.74654e-07    4.66527e-06
        1.62581    4.39062e-06    2.74654e-07    4.66527e-06
        1.64091    4.39062e-06    2.74654e-07    4.66527e-06
        1.65601    4.39062e-06    2.74654e-07    4.66527e-06
        1.67111    4.39062e-06    2.74654e-07    4.66527e-06
        1.68621    4.39062e-06    2.74654e-07    4.66527e-06
        1.70131    4.39062e-06    2.74654e-07    4.66527e-06
        1.71641    4.39062e-06    2.74654e-07    4.66527e-06
        1.73152    4.39062e-06    2.74654e-07    4.66527e-06
        1.74662    4.39062e-06    2.74654e-07    4.66527e-06
        1.76172    4.39062e-06    2.74654e-07    4.66527e-06
        1.77682    4.39062e-06    2.74654e-07    4.66527e-06
        1.79192    4.39062e-06    2.74654e-07    4.66527e-06
        1.80702    4.39062e-06    2.74654e-07    4.66527e-06
        1.82212    4.39062e-06    2.74654e-07    4.66527e-06
        1.83722    4.39062e-06    2.74654e-07    4.66527e-06
        1.85232    4.39062e-06    2.74654e-07    4.66527e-06
        1.86742    4.39062e-06    2.74654e-07    4.66527e-06
        1.88253    4.39062e-06    2.74654e-07    4.66527e-06
        1.89763    4.39062e-06    2.74654e-07    4.66527e-06
        1.91273    4.39062e-06    2.74654e-07    4.66527e-06
        1.92783    4.39062e-06    2.74654e-07    4.66527e-06
