           IM.1         mean_x        sd_ln_x
           0.01        0.01519      0.0221402
       0.025101      0.0381781      0.0555741
       0.040202      0.0612944       0.089008
       0.055303      0.0846169       0.122442
       0.070404       0.108225       0.155876
      0.0855051       0.132199        0.18931
       0.100606       0.156134       0.221265
       0.115707       0.168651       0.217852
       0.130808       0.181152       0.214439
       0.145909       0.193636       0.211026
        0.16101       0.206105       0.207612
       0.176111       0.218558       0.204199
       0.191212       0.230996       0.200786
       0.206313       0.245576       0.210254
       0.221414       0.263428       0.237651
       0.236515       0.281702       0.265048
       0.251616       0.300442       0.292445
       0.266717       0.319692       0.319843
       0.281818         0.3395        0.34724
       0.296919       0.359914       0.374637
        0.31202       0.368196       0.366022
       0.327121       0.373301       0.348176
       0.342222       0.378446        0.33033
       0.357323       0.383638       0.312484
       0.372424       0.388883       0.294639
       0.387525       0.394184       0.276793
       0.402626       0.399998        0.26254
       0.417727       0.407981       0.265353
       0.432828       0.415978       0.268165
       0.447929        0.42399       0.270978
        0.46303       0.432018       0.273791
       0.478131       0.440062       0.276603
       0.493232       0.448121       0.279416
       0.508333       0.453618       0.279946
       0.523434       0.457024       0.278623
       0.538535       0.460429       0.277299
       0.553636       0.463832       0.275976
       0.568737       0.467232       0.274652
       0.583838       0.470632       0.273329
       0.598939       0.474029       0.272005
        0.61404       0.476613       0.274134
       0.629141       0.479142       0.276523
       0.644242       0.481676       0.278912
       0.659343       0.484216       0.281302
       0.674444       0.486762       0.283691
       0.689545       0.489314        0.28608
       0.704646       0.490959       0.287287
       0.719747       0.490553       0.285831
       0.734848       0.490147       0.284376
       0.749949       0.489744       0.282921
       0.765051       0.489341       0.281466
       0.780152        0.48894        0.28001
       0.795253        0.48854       0.278555
       0.810354       0.495482       0.271155
       0.825455       0.505783       0.261028
       0.840556       0.516078       0.250902
       0.855657       0.526371       0.240775
       0.870758       0.536664       0.230649
       0.885859       0.546961       0.220522
        0.90096        0.55584       0.210758
       0.916061       0.543738       0.206332
       0.931162       0.531668       0.201906
       0.946263        0.51963       0.197479
       0.961364       0.507623       0.193053
       0.976465       0.495646       0.188627
       0.991566       0.483698       0.184201
        1.00667       0.480341       0.187127
        1.02177       0.487898       0.199356
        1.03687       0.495563       0.211584
        1.05197       0.503338       0.223813
        1.06707       0.511228       0.236041
        1.08217       0.519236        0.24827
