           IM.1            DS1          E(DS)
           0.01    1.92815e-08    1.92815e-08
       0.025101    6.63593e-07    6.63593e-07
       0.040202    3.52934e-06    3.52934e-06
       0.055303    1.04933e-05    1.04933e-05
       0.070404    2.35694e-05    2.35694e-05
      0.0855051    4.50086e-05    4.50086e-05
       0.100606    7.67795e-05    7.67795e-05
       0.115707    0.000103485    0.000103485
       0.130808    0.000135057    0.000135057
       0.145909    0.000171678    0.000171678
        0.16101    0.000213487    0.000213487
       0.176111     0.00026075     0.00026075
       0.191212    0.000313439    0.000313439
       0.206313    0.000379433    0.000379433
       0.221414    0.000464819    0.000464819
       0.236515    0.000559849    0.000559849
       0.251616    0.000655968    0.000655968
       0.266717    0.000778815    0.000778815
       0.281818    0.000903198    0.000903198
       0.296919     0.00103748     0.00103748
        0.31202     0.00115977     0.00115977
       0.327121     0.00128282     0.00128282
       0.342222     0.00141167     0.00141167
       0.357323     0.00154641     0.00154641
       0.372424     0.00168687     0.00168687
       0.387525     0.00183308     0.00183308
       0.402626     0.00197922     0.00197922
       0.417727     0.00210304     0.00210304
       0.432828     0.00222976     0.00222976
       0.447929     0.00235941     0.00235941
        0.46303     0.00249192     0.00249192
       0.478131     0.00262729     0.00262729
       0.493232      0.0027654      0.0027654
       0.508333     0.00282783     0.00282783
       0.523434     0.00282735     0.00282735
       0.538535     0.00282706     0.00282706
       0.553636     0.00282698     0.00282698
       0.568737      0.0028271      0.0028271
       0.583838     0.00282742     0.00282742
       0.598939     0.00282794     0.00282794
        0.61404     0.00298433     0.00298433
       0.629141     0.00315683     0.00315683
       0.644242     0.00333771     0.00333771
       0.659343     0.00351519     0.00351519
       0.674444     0.00370095     0.00370095
       0.689545     0.00389105     0.00389105
       0.704646     0.00399577     0.00399577
       0.719747     0.00390201     0.00390201
       0.734848     0.00381092     0.00381092
       0.749949     0.00372244     0.00372244
       0.765051     0.00363719     0.00363719
       0.780152     0.00355367     0.00355367
       0.795253     0.00347254     0.00347254
       0.810354     0.00348446     0.00348446
       0.825455     0.00353865     0.00353865
       0.840556     0.00359324     0.00359324
       0.855657     0.00364822     0.00364822
       0.870758      0.0037036      0.0037036
       0.885859     0.00375939     0.00375939
        0.90096     0.00382649     0.00382649
       0.916061     0.00405716     0.00405716
       0.931162     0.00429492     0.00429492
       0.946263     0.00453784     0.00453784
       0.961364     0.00478644     0.00478644
       0.976465     0.00504062     0.00504062
       0.991566     0.00530032     0.00530032
        1.00667     0.00532884     0.00532884
        1.02177     0.00506487     0.00506487
        1.03687     0.00480833     0.00480833
        1.05197     0.00455901     0.00455901
        1.06707      0.0043169      0.0043169
        1.08217     0.00408198     0.00408198
        1.09727      0.0038542      0.0038542
        1.11237     0.00377091     0.00377091
        1.12747     0.00372047     0.00372047
        1.14258     0.00367031     0.00367031
        1.15768     0.00362042     0.00362042
        1.17278     0.00356929     0.00356929
        1.18788     0.00352006     0.00352006
        1.20298     0.00353773     0.00353773
        1.21808     0.00383626     0.00383626
        1.23318     0.00414988     0.00414988
        1.24828     0.00447997     0.00447997
        1.26338     0.00482716     0.00482716
        1.27848      0.0051922      0.0051922
        1.29359     0.00557561     0.00557561
        1.30869     0.00556113     0.00556113
        1.32379     0.00526871     0.00526871
        1.33889     0.00500543     0.00500543
        1.35399     0.00477026     0.00477026
        1.36909     0.00456114     0.00456114
        1.38419     0.00437657     0.00437657
        1.39929     0.00421546     0.00421546
        1.41439     0.00426051     0.00426051
        1.42949     0.00431921     0.00431921
         1.4446      0.0043809      0.0043809
         1.4597     0.00444663     0.00444663
         1.4748     0.00451594     0.00451594
         1.4899     0.00458879     0.00458879
          1.505     0.00463964     0.00463964
         1.5201     0.00463964     0.00463964
         1.5352     0.00463964     0.00463964
         1.5503     0.00463964     0.00463964
         1.5654     0.00463964     0.00463964
        1.58051     0.00463964     0.00463964
        1.59561     0.00463964     0.00463964
        1.61071     0.00463964     0.00463964
        1.62581     0.00463964     0.00463964
        1.64091     0.00463964     0.00463964
        1.65601     0.00463964     0.00463964
        1.67111     0.00463964     0.00463964
        1.68621     0.00463964     0.00463964
        1.70131     0.00463964     0.00463964
        1.71641     0.00463964     0.00463964
        1.73152     0.00463964     0.00463964
        1.74662     0.00463964     0.00463964
        1.76172     0.00463964     0.00463964
        1.77682     0.00463964     0.00463964
        1.79192     0.00463964     0.00463964
        1.80702     0.00463964     0.00463964
        1.82212     0.00463964     0.00463964
        1.83722     0.00463964     0.00463964
        1.85232     0.00463964     0.00463964
        1.86742     0.00463964     0.00463964
        1.88253     0.00463964     0.00463964
        1.89763     0.00463964     0.00463964
        1.91273     0.00463964     0.00463964
        1.92783     0.00463964     0.00463964
        1.94293     0.00463964     0.00463964
        1.95803     0.00463964     0.00463964
        1.97313     0.00463964     0.00463964
        1.98823     0.00463964     0.00463964
        2.00333     0.00463964     0.00463964
        2.01843     0.00463964     0.00463964
        2.03354     0.00463964     0.00463964
        2.04864     0.00463964     0.00463964
        2.06374     0.00463964     0.00463964
        2.07884     0.00463964     0.00463964
        2.09394     0.00463964     0.00463964
        2.10904     0.00463964     0.00463964
        2.12414     0.00463964     0.00463964
        2.13924     0.00463964     0.00463964
        2.15434     0.00463964     0.00463964
        2.16944     0.00463964     0.00463964
        2.18455     0.00463964     0.00463964
        2.19965     0.00463964     0.00463964
        2.21475     0.00463964     0.00463964
        2.22985     0.00463964     0.00463964
        2.24495     0.00463964     0.00463964
        2.26005     0.00463964     0.00463964
        2.27515     0.00463964     0.00463964
        2.29025     0.00463964     0.00463964
        2.30535     0.00463964     0.00463964
        2.32045     0.00463964     0.00463964
        2.33556     0.00463964     0.00463964
        2.35066     0.00463964     0.00463964
        2.36576     0.00463964     0.00463964
        2.38086     0.00463964     0.00463964
        2.39596     0.00463964     0.00463964
        2.41106     0.00463964     0.00463964
        2.42616     0.00463964     0.00463964
        2.44126     0.00463964     0.00463964
        2.45636     0.00463964     0.00463964
        2.47146     0.00463964     0.00463964
        2.48657     0.00463964     0.00463964
        2.50167     0.00463964     0.00463964
        2.51677     0.00463964     0.00463964
        2.53187     0.00463964     0.00463964
        2.54697     0.00463964     0.00463964
        2.56207     0.00463964     0.00463964
        2.57717     0.00463964     0.00463964
        2.59227     0.00463964     0.00463964
        2.60737     0.00463964     0.00463964
        2.62247     0.00463964     0.00463964
        2.63758     0.00463964     0.00463964
        2.65268     0.00463964     0.00463964
        2.66778     0.00463964     0.00463964
        2.68288     0.00463964     0.00463964
        2.69798     0.00463964     0.00463964
        2.71308     0.00463964     0.00463964
        2.72818     0.00463964     0.00463964
        2.74328     0.00463964     0.00463964
        2.75838     0.00463964     0.00463964
        2.77348     0.00463964     0.00463964
        2.78859     0.00463964     0.00463964
        2.80369     0.00463964     0.00463964
        2.81879     0.00463964     0.00463964
        2.83389     0.00463964     0.00463964
        2.84899     0.00463964     0.00463964
        2.86409     0.00463964     0.00463964
