           IM.1            DS1            DS2          E(DS)
           0.01    2.31461e-19    1.07572e-25    2.31461e-19
       0.025101     2.3634e-11    3.74653e-16    2.36344e-11
       0.040202    4.49176e-08      4.836e-12    4.49225e-08
       0.055303    3.61234e-06    1.53914e-09    3.61388e-06
       0.070404    6.62514e-05    8.42378e-08    6.63356e-05
      0.0855051    0.000521822    1.64231e-06    0.000523464
       0.100606     0.00231539    1.53739e-05     0.00233077
       0.115707     0.00388868    3.15891e-05     0.00392027
       0.130808     0.00614662    6.01757e-05      0.0062068
       0.145909     0.00923541    0.000107484     0.00934289
        0.16101      0.0132985    0.000181861      0.0134804
       0.176111      0.0184404    0.000293595       0.018734
       0.191212      0.0247842    0.000455319      0.0252395
       0.206313      0.0338051    0.000763415      0.0345685
       0.221414      0.0471131     0.00142297      0.0485361
       0.236515      0.0631659     0.00250372      0.0656697
       0.251616      0.0817897     0.00417317      0.0859629
       0.266717       0.102674     0.00661046       0.109285
       0.281818       0.125365     0.00999693       0.135362
       0.296919       0.149424      0.0144894       0.163914
        0.31202       0.160912      0.0163056       0.177218
       0.327121       0.169217      0.0172837         0.1865
       0.342222       0.177737         0.0183       0.196037
       0.357323       0.186472      0.0193561       0.205828
       0.372424       0.195422      0.0204539       0.215876
       0.387525       0.204588       0.021595       0.226183
       0.402626       0.215663      0.0232867        0.23895
       0.417727       0.235646      0.0276759       0.263322
       0.432828       0.255667      0.0325394       0.288206
       0.447929       0.275718      0.0378842       0.313602
        0.46303       0.295703      0.0437046       0.339408
       0.478131        0.31554      0.0499959       0.365536
       0.493232       0.335153      0.0567458       0.391899
       0.508333       0.342537      0.0592678       0.401805
       0.523434       0.340144      0.0581031       0.398248
       0.538535        0.33774      0.0569504       0.394691
       0.553636       0.335325      0.0558143        0.39114
       0.568737       0.332901      0.0546867       0.387587
       0.583838       0.330464      0.0535714       0.384036
       0.598939       0.328018      0.0524622        0.38048
        0.61404        0.33094      0.0530902        0.38403
       0.629141       0.334277      0.0538553       0.388132
       0.644242       0.337621      0.0546272       0.392248
       0.659343       0.340973      0.0554062       0.396379
       0.674444       0.344332      0.0561922       0.400524
       0.689545       0.347699      0.0569853       0.404684
       0.704646       0.350441      0.0579356       0.408377
       0.719747        0.35176      0.0592122       0.410972
       0.734848       0.353073      0.0605023       0.413575
       0.749949       0.354379      0.0618156       0.416195
       0.765051        0.35568      0.0631458       0.418826
       0.780152       0.356974      0.0644926       0.421467
       0.795253       0.358261      0.0658555       0.424117
       0.810354       0.362046      0.0665966       0.428643
       0.825455       0.367036      0.0670584       0.434095
       0.840556       0.372097      0.0675337       0.439631
       0.855657       0.377228      0.0680237       0.445252
       0.870758        0.38243      0.0685295       0.450959
       0.885859       0.387703      0.0690544       0.456757
        0.90096       0.392163       0.069316       0.461479
       0.916061       0.383595      0.0655272       0.449122
       0.931162       0.374912      0.0618229       0.436735
       0.946263       0.366119       0.058241        0.42436
       0.961364       0.357223      0.0547727       0.411995
       0.976465       0.348228      0.0514204       0.399648
       0.991566       0.339141       0.048186       0.387327
        1.00667       0.337172      0.0467709       0.383943
        1.02177       0.344385      0.0475632       0.391948
        1.03687       0.351725      0.0483915       0.400117
        1.05197       0.359191      0.0492585        0.40845
        1.06707        0.36678      0.0501672       0.416947
        1.08217       0.374493      0.0511208       0.425614
        1.09727        0.38241      0.0521249       0.434535
        1.11237       0.383751      0.0534954       0.437246
        1.12747       0.383781      0.0550028       0.438783
        1.14258        0.38385      0.0565735       0.440423
        1.15768        0.38395      0.0582057       0.442155
        1.17278       0.384081      0.0598971       0.443978
        1.18788       0.384242      0.0616451       0.445887
        1.20298       0.384894      0.0627665        0.44766
        1.21808       0.387515      0.0611878       0.448703
        1.23318       0.390268      0.0596956       0.449964
        1.24828       0.393152      0.0582969       0.451449
        1.26338       0.396178      0.0570054       0.453184
        1.27848       0.399429       0.055818       0.455247
        1.29359       0.402827      0.0547433        0.45757
        1.30869       0.408913      0.0557945       0.464708
        1.32379        0.41702      0.0584049       0.475424
        1.33889       0.425079      0.0611054       0.486184
        1.35399       0.432857      0.0638473       0.496705
        1.36909       0.440751      0.0666567       0.507408
        1.38419       0.448581      0.0695253       0.518107
        1.39929       0.456188      0.0724624        0.52865
        1.41439       0.445026      0.0732956       0.518321
        1.42949        0.43356      0.0744506       0.508011
         1.4446        0.42279      0.0759664       0.498757
         1.4597       0.412624      0.0777278       0.490352
         1.4748       0.403124      0.0797305       0.482854
         1.4899        0.39423      0.0819015       0.476131
          1.505         0.3886      0.0834213       0.472022
         1.5201         0.3886      0.0834213       0.472022
         1.5352         0.3886      0.0834213       0.472022
         1.5503         0.3886      0.0834213       0.472022
         1.5654         0.3886      0.0834213       0.472022
        1.58051         0.3886      0.0834213       0.472022
        1.59561         0.3886      0.0834213       0.472022
        1.61071         0.3886      0.0834213       0.472022
        1.62581         0.3886      0.0834213       0.472022
        1.64091         0.3886      0.0834213       0.472022
        1.65601         0.3886      0.0834213       0.472022
        1.67111         0.3886      0.0834213       0.472022
        1.68621         0.3886      0.0834213       0.472022
        1.70131         0.3886      0.0834213       0.472022
        1.71641         0.3886      0.0834213       0.472022
        1.73152         0.3886      0.0834213       0.472022
        1.74662         0.3886      0.0834213       0.472022
        1.76172         0.3886      0.0834213       0.472022
        1.77682         0.3886      0.0834213       0.472022
        1.79192         0.3886      0.0834213       0.472022
        1.80702         0.3886      0.0834213       0.472022
        1.82212         0.3886      0.0834213       0.472022
        1.83722         0.3886      0.0834213       0.472022
        1.85232         0.3886      0.0834213       0.472022
        1.86742         0.3886      0.0834213       0.472022
        1.88253         0.3886      0.0834213       0.472022
        1.89763         0.3886      0.0834213       0.472022
        1.91273         0.3886      0.0834213       0.472022
        1.92783         0.3886      0.0834213       0.472022
        1.94293         0.3886      0.0834213       0.472022
        1.95803         0.3886      0.0834213       0.472022
        1.97313         0.3886      0.0834213       0.472022
        1.98823         0.3886      0.0834213       0.472022
        2.00333         0.3886      0.0834213       0.472022
        2.01843         0.3886      0.0834213       0.472022
        2.03354         0.3886      0.0834213       0.472022
        2.04864         0.3886      0.0834213       0.472022
        2.06374         0.3886      0.0834213       0.472022
        2.07884         0.3886      0.0834213       0.472022
        2.09394         0.3886      0.0834213       0.472022
        2.10904         0.3886      0.0834213       0.472022
        2.12414         0.3886      0.0834213       0.472022
        2.13924         0.3886      0.0834213       0.472022
        2.15434         0.3886      0.0834213       0.472022
        2.16944         0.3886      0.0834213       0.472022
        2.18455         0.3886      0.0834213       0.472022
        2.19965         0.3886      0.0834213       0.472022
        2.21475         0.3886      0.0834213       0.472022
        2.22985         0.3886      0.0834213       0.472022
        2.24495         0.3886      0.0834213       0.472022
        2.26005         0.3886      0.0834213       0.472022
        2.27515         0.3886      0.0834213       0.472022
        2.29025         0.3886      0.0834213       0.472022
        2.30535         0.3886      0.0834213       0.472022
        2.32045         0.3886      0.0834213       0.472022
        2.33556         0.3886      0.0834213       0.472022
        2.35066         0.3886      0.0834213       0.472022
        2.36576         0.3886      0.0834213       0.472022
        2.38086         0.3886      0.0834213       0.472022
        2.39596         0.3886      0.0834213       0.472022
        2.41106         0.3886      0.0834213       0.472022
        2.42616         0.3886      0.0834213       0.472022
        2.44126         0.3886      0.0834213       0.472022
        2.45636         0.3886      0.0834213       0.472022
        2.47146         0.3886      0.0834213       0.472022
        2.48657         0.3886      0.0834213       0.472022
        2.50167         0.3886      0.0834213       0.472022
        2.51677         0.3886      0.0834213       0.472022
        2.53187         0.3886      0.0834213       0.472022
        2.54697         0.3886      0.0834213       0.472022
        2.56207         0.3886      0.0834213       0.472022
        2.57717         0.3886      0.0834213       0.472022
        2.59227         0.3886      0.0834213       0.472022
        2.60737         0.3886      0.0834213       0.472022
        2.62247         0.3886      0.0834213       0.472022
        2.63758         0.3886      0.0834213       0.472022
        2.65268         0.3886      0.0834213       0.472022
        2.66778         0.3886      0.0834213       0.472022
        2.68288         0.3886      0.0834213       0.472022
        2.69798         0.3886      0.0834213       0.472022
        2.71308         0.3886      0.0834213       0.472022
        2.72818         0.3886      0.0834213       0.472022
        2.74328         0.3886      0.0834213       0.472022
        2.75838         0.3886      0.0834213       0.472022
        2.77348         0.3886      0.0834213       0.472022
        2.78859         0.3886      0.0834213       0.472022
        2.80369         0.3886      0.0834213       0.472022
        2.81879         0.3886      0.0834213       0.472022
        2.83389         0.3886      0.0834213       0.472022
        2.84899         0.3886      0.0834213       0.472022
        2.86409         0.3886      0.0834213       0.472022
        2.87919         0.3886      0.0834213       0.472022
        2.89429         0.3886      0.0834213       0.472022
        2.90939         0.3886      0.0834213       0.472022
        2.92449         0.3886      0.0834213       0.472022
         2.9396         0.3886      0.0834213       0.472022
         2.9547         0.3886      0.0834213       0.472022
         2.9698         0.3886      0.0834213       0.472022
         2.9849         0.3886      0.0834213       0.472022
            3.0         0.3886      0.0834213       0.472022
