            EDP         mean_x        sd_ln_x
          0.032    7.25758e-05        4.59863
      0.0320025     7.2635e-05        4.59854
      0.0320051    7.26942e-05        4.59845
      0.0320076    7.27535e-05        4.59837
      0.0320101    7.28128e-05        4.59828
      0.0320126    7.28721e-05        4.59819
      0.0320152    7.29315e-05         4.5981
      0.0320177     7.2991e-05        4.59801
      0.0320202    7.30504e-05        4.59792
      0.0320227      7.311e-05        4.59783
      0.0320253    7.31695e-05        4.59775
      0.0320278    7.32291e-05        4.59766
      0.0320303    7.32888e-05        4.59757
      0.0320328    7.33485e-05        4.59748
      0.0320354    7.34082e-05        4.59739
      0.0320379     7.3468e-05         4.5973
      0.0320404    7.35278e-05        4.59721
      0.0320429    7.35877e-05        4.59713
      0.0320455    7.36476e-05        4.59704
       0.032048    7.37075e-05        4.59695
      0.0320505    7.37675e-05        4.59686
       0.032053    7.38276e-05        4.59677
      0.0320556    7.38877e-05        4.59668
      0.0320581    7.39478e-05        4.59659
      0.0320606    7.40079e-05        4.59651
      0.0320631    7.40682e-05        4.59642
      0.0320657    7.41284e-05        4.59633
      0.0320682    7.41887e-05        4.59624
      0.0320707     7.4249e-05        4.59615
      0.0320732    7.43094e-05        4.59606
      0.0320758    7.43698e-05        4.59598
      0.0320783    7.44303e-05        4.59589
      0.0320808    7.44908e-05         4.5958
      0.0320833    7.45514e-05        4.59571
      0.0320859     7.4612e-05        4.59562
      0.0320884    7.46726e-05        4.59553
      0.0320909    7.47333e-05        4.59545
      0.0320934     7.4794e-05        4.59536
       0.032096    7.48548e-05        4.59527
      0.0320985    7.49156e-05        4.59518
       0.032101    7.49765e-05        4.59509
      0.0321035    7.50374e-05          4.595
      0.0321061    7.50983e-05        4.59492
      0.0321086    7.51593e-05        4.59483
      0.0321111    7.52203e-05        4.59474
      0.0321136    7.52814e-05        4.59465
      0.0321162    7.53425e-05        4.59456
      0.0321187    7.54037e-05        4.59447
      0.0321212    7.54649e-05        4.59439
      0.0321237    7.55261e-05         4.5943
      0.0321263    7.55874e-05        4.59421
      0.0321288    7.56487e-05        4.59412
      0.0321313    7.57101e-05        4.59403
      0.0321338    7.57715e-05        4.59394
      0.0321364     7.5833e-05        4.59386
      0.0321389    7.58945e-05        4.59377
      0.0321414    7.59561e-05        4.59368
      0.0321439    7.60177e-05        4.59359
      0.0321465    7.60793e-05         4.5935
       0.032149     7.6141e-05        4.59341
      0.0321515    7.62027e-05        4.59333
       0.032154    7.62645e-05        4.59324
      0.0321566    7.63263e-05        4.59315
      0.0321591    7.63882e-05        4.59306
      0.0321616    7.64501e-05        4.59297
      0.0321641     7.6512e-05        4.59289
      0.0321667     7.6574e-05         4.5928
      0.0321692     7.6636e-05        4.59271
      0.0321717    7.66981e-05        4.59262
      0.0321742    7.67603e-05        4.59253
      0.0321768    7.68224e-05        4.59244
      0.0321793    7.68846e-05        4.59236
      0.0321818    7.69469e-05        4.59227
      0.0321843    7.70092e-05        4.59218
      0.0321869    7.70715e-05        4.59209
      0.0321894    7.71339e-05          4.592
      0.0321919    7.71964e-05        4.59192
      0.0321944    7.72588e-05        4.59183
       0.032197    7.73214e-05        4.59174
      0.0321995    7.73839e-05        4.59165
       0.032202    7.74465e-05        4.59156
      0.0322045    7.75092e-05        4.59148
      0.0322071    7.75719e-05        4.59139
      0.0322096    7.76347e-05         4.5913
      0.0322121    7.76974e-05        4.59121
      0.0322146    7.77603e-05        4.59112
      0.0322172    7.78232e-05        4.59104
      0.0322197    7.78861e-05        4.59095
      0.0322222     7.7949e-05        4.59086
      0.0322247    7.80121e-05        4.59077
      0.0322273    7.80751e-05        4.59068
      0.0322298    7.81382e-05         4.5906
      0.0322323    7.82014e-05        4.59051
      0.0322348    7.82646e-05        4.59042
      0.0322374    7.83278e-05        4.59033
      0.0322399    7.83911e-05        4.59024
      0.0322424    7.84544e-05        4.59016
      0.0322449    7.85178e-05        4.59007
      0.0322475    7.85812e-05        4.58998
        0.03225    7.86447e-05        4.58989
      0.0322525    7.87082e-05         4.5898
      0.0322551    7.87717e-05        4.58972
      0.0322576    7.88353e-05        4.58963
      0.0322601    7.88989e-05        4.58954
      0.0322626    7.89626e-05        4.58945
