           IM.1            DS1            DS2          E(DS)
           0.01    5.39248e-66    1.53532e-58    1.53532e-58
       0.025101    8.79016e-29    6.46684e-32    8.79662e-29
       0.040202    6.42716e-15    2.23903e-20    6.42718e-15
       0.055303    2.37808e-08     1.0209e-13    2.37809e-08
       0.070404     4.8531e-05    1.41534e-09    4.85324e-05
      0.0855051     0.00263991    6.39035e-07     0.00264055
       0.100606      0.0229595    3.31086e-05      0.0229926
       0.115707      0.0619569    0.000186316      0.0621432
       0.130808        0.12616    0.000726355       0.126886
       0.145909       0.211536      0.0021639         0.2137
        0.16101       0.309304      0.0052625       0.314566
       0.176111       0.409858      0.0109385       0.420796
       0.191212       0.505613      0.0201166        0.52573
       0.206313       0.642032      0.0548069       0.696839
       0.221414       0.765924       0.155606        0.92153
       0.236515       0.826075       0.272775        1.09885
       0.251616       0.857142       0.376766        1.23391
       0.266717       0.873518       0.459146        1.33266
       0.281818       0.882242        0.52157        1.40381
       0.296919        0.88651       0.568293         1.4548
        0.31202       0.899767       0.608445        1.50821
       0.327121       0.912614       0.643757        1.55637
       0.342222       0.922756       0.674179        1.59694
       0.357323       0.930862       0.700845        1.63171
       0.372424         0.9374       0.723522        1.66092
       0.387525       0.942699       0.743182        1.68588
       0.402626       0.948398       0.761902         1.7103
       0.417727       0.958894       0.787883        1.74678
       0.432828       0.967643       0.811997        1.77964
       0.447929        0.97485       0.834345        1.80919
        0.46303       0.980894       0.854956        1.83585
       0.478131        1.03317        0.87391        1.90708
       0.493232       0.989341       0.891243        1.88058
       0.508333       0.990516       0.898575        1.88909
       0.523434       0.990092       0.898651        1.88874
       0.538535       0.989658       0.898672        1.88833
       0.553636       0.989211       0.898641        1.88785
       0.568737       0.988754       0.898561        1.88732
       0.583838       0.988285       0.898438        1.88672
       0.598939       0.987804       0.898272        1.88608
        0.61404       0.989343       0.903591        1.89293
       0.629141       0.990896       0.909316        1.90021
       0.644242       0.992305       0.915018        1.90732
       0.659343        0.99357       0.920682        1.91425
       0.674444       0.994694       0.926293        1.92099
       0.689545       0.995663       0.931833         1.9275
       0.704646       0.996559       0.938121        1.93468
       0.719747       0.997359       0.945779        1.94314
       0.734848       0.997994       0.952736        1.95073
       0.749949       0.998542       0.959075        1.95762
       0.765051       0.998934       0.964742        1.96368
       0.780152       0.999236       0.969818        1.96905
       0.795253       0.999465       0.974339         1.9738
       0.810354       0.999514       0.975004        1.97452
       0.825455       0.999496       0.973993        1.97349
       0.840556       0.999476       0.972899        1.97237
       0.855657       0.999454       0.971711        1.97117
       0.870758        0.99943       0.970422        1.96985
       0.885859       0.999403        0.96902        1.96842
        0.90096       0.999385       0.967781        1.96717
       0.916061       0.999517        0.97065        1.97017
       0.931162       0.999626       0.973372          1.973
       0.946263       0.999715       0.975947        1.97566
       0.961364       0.999856       0.978371        1.97823
       0.976465        0.99988       0.980645        1.98053
       0.991566        0.99995       0.982769        1.98272
        1.00667       0.999958       0.983248        1.98321
        1.02177       0.999884       0.981627        1.98151
        1.03687       0.999865       0.979735         1.9796
        1.05197       0.999676       0.977346        1.97702
        1.06707       0.999665       0.974726        1.97439
        1.08217       0.999807       0.971788         1.9716
        1.09727       0.999777       0.968083        1.96786
        1.11237         0.9998       0.971381        1.97118
        1.12747       0.999921       0.975958        1.97588
        1.14258       0.999927       0.980121        1.98005
        1.15768       0.999951       0.983849         1.9838
        1.17278        1.00008       0.987189        1.98727
        1.18788        1.00008       0.990041        1.99012
        1.20298        1.00009       0.992627        1.99271
        1.21808        1.00011       0.995009        1.99512
        1.23318        0.99851       0.996537        1.99505
        1.24828        1.00002         0.9977        1.99772
        1.26338        1.00002       0.998478         1.9985
        1.27848        1.00003       0.999005        1.99904
        1.29359        1.00001       0.999359        1.99937
        1.30869        1.00001       0.999431        1.99944
        1.32379        1.00001        0.99936        1.99938
        1.33889        1.00002       0.999283         1.9993
        1.35399        1.00002       0.999197        1.99922
        1.36909        1.00002       0.999103        1.99912
        1.38419        1.00002       0.998989        1.99901
        1.39929        1.00002       0.998879         1.9989
        1.41439        1.00002       0.999271        1.99929
        1.42949        1.00001       0.999552        1.99956
         1.4446            1.0       0.999735        1.99974
         1.4597            1.0       0.999856        1.99986
         1.4748        1.00015        1.00008        2.00023
         1.4899        1.00007        1.00003         2.0001
          1.505        1.00004        1.00002        2.00005
         1.5201        1.00004        1.00002        2.00005
         1.5352        1.00004        1.00002        2.00005
         1.5503        1.00004        1.00002        2.00005
         1.5654        1.00004        1.00002        2.00005
        1.58051        1.00004        1.00002        2.00005
        1.59561        1.00004        1.00002        2.00005
        1.61071        1.00004        1.00002        2.00005
        1.62581        1.00004        1.00002        2.00005
        1.64091        1.00004        1.00002        2.00005
        1.65601        1.00004        1.00002        2.00005
        1.67111        1.00004        1.00002        2.00005
        1.68621        1.00004        1.00002        2.00005
        1.70131        1.00004        1.00002        2.00005
        1.71641        1.00004        1.00002        2.00005
        1.73152        1.00004        1.00002        2.00005
        1.74662        1.00004        1.00002        2.00005
        1.76172        1.00004        1.00002        2.00005
        1.77682        1.00004        1.00002        2.00005
        1.79192        1.00004        1.00002        2.00005
        1.80702        1.00004        1.00002        2.00005
        1.82212        1.00004        1.00002        2.00005
        1.83722        1.00004        1.00002        2.00005
        1.85232        1.00004        1.00002        2.00005
        1.86742        1.00004        1.00002        2.00005
        1.88253        1.00004        1.00002        2.00005
        1.89763        1.00004        1.00002        2.00005
        1.91273        1.00004        1.00002        2.00005
        1.92783        1.00004        1.00002        2.00005
