            EDP         mean_x        sd_ln_x
           0.05        27.7828        2.51499
          0.075        184.867        2.17057
            0.1        576.735        1.95651
          0.125        1255.67        1.80835
           0.15         2232.4        1.69845
          0.175        3495.45          1.613
            0.2        5023.45        1.54435
          0.225        6791.65        1.48788
           0.25        8775.21        1.44061
          0.275        10950.8        1.40048
            0.3        13297.3          1.366
          0.325        15795.8        1.33607
           0.35        18429.8        1.30984
          0.375        21184.9        1.28663
            0.4        24048.4        1.26593
          0.425        27009.3        1.24729
           0.45        30057.8        1.23037
          0.475        33185.3        1.21488
            0.5        36384.0         1.2006
          0.525        39647.1        1.18734
           0.55        42968.0        1.17493
          0.575        46341.0        1.16324
            0.6        49760.7        1.15217
          0.625        53221.9        1.14164
           0.65        56719.9        1.13156
          0.675        60250.3        1.12188
            0.7        63808.6        1.11254
          0.725        67390.8        1.10351
           0.75        70993.0        1.09475
          0.775        74611.5        1.08623
            0.8        78242.5        1.07793
          0.825        81882.8        1.06983
           0.85        85529.0        1.06191
          0.875        89178.0        1.05415
            0.9        92826.6        1.04655
          0.925        96472.0         1.0391
           0.95    1.00111e+05        1.03179
          0.975    1.03742e+05        1.02461
            1.0    1.07362e+05        1.01756
          1.025    1.10968e+05        1.01062
           1.05    1.14559e+05        1.00381
          1.075    1.18131e+05        0.99711
            1.1    1.21684e+05       0.990521
          1.125    1.25215e+05       0.984041
           1.15    1.28722e+05       0.977667
          1.175    1.32204e+05       0.971398
            1.2    1.35659e+05       0.965231
          1.225    1.39085e+05       0.959166
           1.25    1.42482e+05         0.9532
          1.275    1.45848e+05       0.947332
            1.3    1.49182e+05       0.941561
          1.325    1.52483e+05       0.935885
           1.35     1.5575e+05       0.930304
          1.375    1.58981e+05       0.924816
            1.4    1.62177e+05        0.91942
          1.425    1.65337e+05       0.914115
           1.45    1.68459e+05       0.908901
          1.475    1.71544e+05       0.903774
            1.5     1.7459e+05       0.898736
          1.525    1.77598e+05       0.893785
           1.55    1.80566e+05       0.888918
          1.575    1.83496e+05       0.884137
            1.6    1.86385e+05       0.879439
          1.625    1.89235e+05       0.874823
