           IM.1            DS1          E(DS)
           0.01    2.07024e-13    2.07024e-13
       0.025101    5.95478e-09    5.95478e-09
       0.040202    4.98889e-07    4.98889e-07
       0.055303    7.41719e-06    7.41719e-06
       0.070404    4.89262e-05    4.89262e-05
      0.0855051    0.000202583    0.000202583
       0.100606      0.0006061      0.0006061
       0.115707    0.000919666    0.000919666
       0.130808     0.00133737     0.00133737
       0.145909     0.00187627     0.00187627
        0.16101     0.00255308     0.00255308
       0.176111      0.0033834      0.0033834
       0.191212     0.00438284     0.00438284
       0.206313     0.00576021     0.00576021
       0.221414     0.00784054     0.00784054
       0.236515      0.0104312      0.0104312
       0.251616      0.0136102      0.0136102
       0.266717      0.0174395      0.0174395
       0.281818      0.0219494      0.0219494
       0.296919      0.0271884      0.0271884
        0.31202      0.0295405      0.0295405
       0.327121      0.0310773      0.0310773
       0.342222      0.0326574      0.0326574
       0.357323      0.0342817      0.0342817
       0.372424      0.0359511      0.0359511
       0.387525      0.0376663      0.0376663
       0.402626      0.0398936      0.0398936
       0.417727      0.0445599      0.0445599
       0.432828      0.0494988      0.0494988
       0.447929      0.0546826      0.0546826
        0.46303      0.0601114      0.0601114
       0.478131      0.0657749      0.0657749
       0.493232      0.0716621      0.0716621
       0.508333      0.0738701      0.0738701
       0.523434      0.0729688      0.0729688
       0.538535      0.0720733      0.0720733
       0.553636      0.0711837      0.0711837
       0.568737         0.0703         0.0703
       0.583838      0.0694224      0.0694224
       0.598939      0.0685508      0.0685508
        0.61404      0.0692271      0.0692271
       0.629141      0.0700243      0.0700243
       0.644242      0.0708258      0.0708258
       0.659343      0.0716318      0.0716318
       0.674444      0.0724421      0.0724421
       0.689545      0.0732568      0.0732568
       0.704646      0.0740775      0.0740775
       0.719747      0.0749105      0.0749105
       0.734848      0.0757541      0.0757541
       0.749949      0.0766079      0.0766079
       0.765051      0.0774726      0.0774726
       0.780152      0.0783473      0.0783473
       0.795253      0.0792321      0.0792321
       0.810354      0.0800667      0.0800667
       0.825455       0.080888       0.080888
       0.840556      0.0817225      0.0817225
       0.855657      0.0825745      0.0825745
       0.870758      0.0834434      0.0834434
       0.885859      0.0843296      0.0843296
        0.90096      0.0849827      0.0849827
       0.916061      0.0819662      0.0819662
       0.931162      0.0790019      0.0790019
       0.946263      0.0760815      0.0760815
       0.961364      0.0732139      0.0732139
       0.976465      0.0703979      0.0703979
       0.991566      0.0676363      0.0676363
        1.00667      0.0666692      0.0666692
        1.02177      0.0679418      0.0679418
        1.03687      0.0692473      0.0692473
        1.05197       0.070587       0.070587
        1.06707      0.0719624      0.0719624
        1.08217      0.0733741      0.0733741
        1.09727      0.0748248      0.0748248
        1.11237      0.0757012      0.0757012
        1.12747      0.0765006      0.0765006
        1.14258      0.0773184      0.0773184
        1.15768      0.0781634      0.0781634
        1.17278      0.0790619      0.0790619
        1.18788      0.0799975      0.0799975
        1.20298      0.0806639      0.0806639
        1.21808      0.0801415      0.0801415
        1.23318      0.0796855      0.0796855
        1.24828       0.079301       0.079301
        1.26338      0.0789879      0.0789879
        1.27848      0.0787513      0.0787513
        1.29359      0.0786108      0.0786108
        1.30869      0.0798776      0.0798776
        1.32379      0.0821833      0.0821833
        1.33889      0.0845177      0.0845177
        1.35399      0.0868497      0.0868497
        1.36909      0.0892326      0.0892326
        1.38419      0.0916415      0.0916415
        1.39929      0.0940761      0.0940761
        1.41439      0.0932102      0.0932102
        1.42949      0.0924862      0.0924862
         1.4446      0.0920408      0.0920408
         1.4597      0.0918404      0.0918404
         1.4748      0.0918666      0.0918666
         1.4899      0.0920762      0.0920762
          1.505      0.0923098      0.0923098
         1.5201      0.0923098      0.0923098
         1.5352      0.0923098      0.0923098
         1.5503      0.0923098      0.0923098
         1.5654      0.0923098      0.0923098
        1.58051      0.0923098      0.0923098
        1.59561      0.0923098      0.0923098
        1.61071      0.0923098      0.0923098
        1.62581      0.0923098      0.0923098
        1.64091      0.0923098      0.0923098
        1.65601      0.0923098      0.0923098
        1.67111      0.0923098      0.0923098
        1.68621      0.0923098      0.0923098
        1.70131      0.0923098      0.0923098
        1.71641      0.0923098      0.0923098
        1.73152      0.0923098      0.0923098
        1.74662      0.0923098      0.0923098
        1.76172      0.0923098      0.0923098
        1.77682      0.0923098      0.0923098
        1.79192      0.0923098      0.0923098
        1.80702      0.0923098      0.0923098
        1.82212      0.0923098      0.0923098
        1.83722      0.0923098      0.0923098
        1.85232      0.0923098      0.0923098
        1.86742      0.0923098      0.0923098
        1.88253      0.0923098      0.0923098
        1.89763      0.0923098      0.0923098
        1.91273      0.0923098      0.0923098
        1.92783      0.0923098      0.0923098
        1.94293      0.0923098      0.0923098
        1.95803      0.0923098      0.0923098
        1.97313      0.0923098      0.0923098
        1.98823      0.0923098      0.0923098
        2.00333      0.0923098      0.0923098
        2.01843      0.0923098      0.0923098
        2.03354      0.0923098      0.0923098
        2.04864      0.0923098      0.0923098
        2.06374      0.0923098      0.0923098
        2.07884      0.0923098      0.0923098
        2.09394      0.0923098      0.0923098
        2.10904      0.0923098      0.0923098
        2.12414      0.0923098      0.0923098
        2.13924      0.0923098      0.0923098
        2.15434      0.0923098      0.0923098
        2.16944      0.0923098      0.0923098
        2.18455      0.0923098      0.0923098
        2.19965      0.0923098      0.0923098
        2.21475      0.0923098      0.0923098
        2.22985      0.0923098      0.0923098
        2.24495      0.0923098      0.0923098
        2.26005      0.0923098      0.0923098
        2.27515      0.0923098      0.0923098
        2.29025      0.0923098      0.0923098
        2.30535      0.0923098      0.0923098
        2.32045      0.0923098      0.0923098
        2.33556      0.0923098      0.0923098
        2.35066      0.0923098      0.0923098
        2.36576      0.0923098      0.0923098
        2.38086      0.0923098      0.0923098
        2.39596      0.0923098      0.0923098
        2.41106      0.0923098      0.0923098
        2.42616      0.0923098      0.0923098
        2.44126      0.0923098      0.0923098
        2.45636      0.0923098      0.0923098
        2.47146      0.0923098      0.0923098
        2.48657      0.0923098      0.0923098
        2.50167      0.0923098      0.0923098
        2.51677      0.0923098      0.0923098
        2.53187      0.0923098      0.0923098
        2.54697      0.0923098      0.0923098
        2.56207      0.0923098      0.0923098
        2.57717      0.0923098      0.0923098
        2.59227      0.0923098      0.0923098
        2.60737      0.0923098      0.0923098
        2.62247      0.0923098      0.0923098
        2.63758      0.0923098      0.0923098
        2.65268      0.0923098      0.0923098
        2.66778      0.0923098      0.0923098
        2.68288      0.0923098      0.0923098
        2.69798      0.0923098      0.0923098
        2.71308      0.0923098      0.0923098
        2.72818      0.0923098      0.0923098
        2.74328      0.0923098      0.0923098
        2.75838      0.0923098      0.0923098
        2.77348      0.0923098      0.0923098
        2.78859      0.0923098      0.0923098
        2.80369      0.0923098      0.0923098
        2.81879      0.0923098      0.0923098
        2.83389      0.0923098      0.0923098
        2.84899      0.0923098      0.0923098
        2.86409      0.0923098      0.0923098
        2.87919      0.0923098      0.0923098
        2.89429      0.0923098      0.0923098
        2.90939      0.0923098      0.0923098
        2.92449      0.0923098      0.0923098
         2.9396      0.0923098      0.0923098
         2.9547      0.0923098      0.0923098
         2.9698      0.0923098      0.0923098
         2.9849      0.0923098      0.0923098
            3.0      0.0923098      0.0923098
