            EDP         mean_x        sd_ln_x
           0.05    1.63817e-06        5.22087
          0.075    0.000366814        4.67399
            0.1      0.0115505        4.28912
          0.125       0.134382        3.99282
           0.15        0.86482        3.75244
          0.175        3.77681        3.55059
            0.2        12.5791        3.37691
          0.225         34.353        3.22473
           0.25        80.6901        3.08949
          0.275        168.482        2.96795
            0.3        320.216        2.85772
          0.325         563.75        2.75698
           0.35        931.618        2.66433
          0.375        1459.99        2.57864
            0.4        2187.42        2.49902
          0.425        3153.48        2.42473
           0.45        4397.46        2.35516
          0.475        5957.11        2.28981
            0.5        7867.64        2.22824
          0.525        10160.8        2.17009
           0.55        12864.1        2.11503
          0.575        16000.8        2.06281
            0.6        19588.9        2.01317
          0.625        23641.7        1.96591
           0.65        28167.6        1.92084
          0.675        33170.1        1.87781
            0.7        38648.2        1.83666
          0.725        44596.8        1.79726
           0.75        51006.8         1.7595
          0.775        57865.9        1.72328
            0.8        65158.4        1.68849
          0.825        72866.5        1.65505
           0.85        80969.7        1.62288
          0.875        89446.0        1.59191
            0.9        98272.0        1.56207
          0.925    1.07423e+05        1.53331
           0.95    1.16874e+05        1.50556
          0.975    1.26598e+05        1.47878
            1.0    1.36571e+05        1.45291
          1.025    1.46765e+05        1.42793
           1.05    1.57156e+05        1.40377
          1.075    1.67718e+05        1.38041
            1.1    1.78425e+05         1.3578
          1.125    1.89256e+05        1.33593
           1.15    2.00185e+05        1.31475
          1.175     2.1119e+05        1.29424
            1.2    2.22251e+05        1.27436
          1.225    2.33347e+05         1.2551
           1.25    2.44458e+05        1.23643
          1.275    2.55567e+05        1.21833
            1.3    2.66656e+05        1.20077
          1.325    2.77708e+05        1.18374
           1.35     2.8871e+05        1.16721
          1.375    2.99647e+05        1.15117
            1.4    3.10506e+05        1.13561
          1.425    3.21274e+05         1.1205
           1.45    3.31942e+05        1.10582
          1.475      3.425e+05        1.09157
            1.5    3.52937e+05        1.07774
          1.525    3.63246e+05         1.0643
           1.55    3.73419e+05        1.05124
          1.575     3.8345e+05        1.03855
            1.6    3.93333e+05        1.02623
          1.625    4.03063e+05        1.01425
           1.65    4.12636e+05        1.00262
          1.675    4.22046e+05       0.991307
            1.7    4.31293e+05       0.980315
          1.725    4.40371e+05       0.969632
           1.75     4.4928e+05       0.959248
          1.775    4.58018e+05       0.949155
            1.8    4.66584e+05       0.939344
          1.825    4.74976e+05       0.929806
           1.85    4.83195e+05       0.920535
          1.875     4.9124e+05       0.911521
            1.9    4.99112e+05       0.902759
          1.925    5.06811e+05       0.894241
           1.95    5.14338e+05        0.88596
          1.975    5.21694e+05       0.877909
            2.0     5.2888e+05       0.870082
          2.025    5.35898e+05       0.862473
           2.05    5.42751e+05       0.855076
          2.075    5.49438e+05       0.847884
            2.1    5.55964e+05       0.840893
          2.125    5.62329e+05       0.834097
           2.15    5.68536e+05        0.82749
          2.175    5.74588e+05       0.821067
            2.2    5.80487e+05       0.814823
          2.225    5.86236e+05       0.808754
           2.25    5.91836e+05       0.802854
          2.275    5.97292e+05       0.797119
            2.3    6.02605e+05       0.791545
          2.325    6.07778e+05       0.786127
           2.35    6.12814e+05        0.78086
          2.375    6.17716e+05       0.775742
            2.4    6.22487e+05       0.770767
          2.425    6.27129e+05       0.765932
           2.45    6.31646e+05       0.761233
          2.475     6.3604e+05       0.756666
            2.5    6.40313e+05       0.752228
          2.525    6.44469e+05       0.747915
           2.55    6.48511e+05       0.743724
          2.575     6.5244e+05       0.739652
            2.6    6.56261e+05       0.735695
          2.625    6.59975e+05       0.731849
           2.65    6.63584e+05       0.728113
          2.675    6.67093e+05       0.724483
            2.7    6.70503e+05       0.720955
          2.725    6.73816e+05       0.717528
           2.75    6.77036e+05       0.714199
          2.775    6.80164e+05       0.710964
            2.8    6.83204e+05       0.707822
          2.825    6.86156e+05       0.704769
           2.85    6.89025e+05       0.701803
          2.875    6.91811e+05       0.698922
            2.9    6.94518e+05       0.696123
          2.925    6.97147e+05       0.693404
           2.95      6.997e+05       0.690763
          2.975     7.0218e+05       0.688197
            3.0    7.04588e+05       0.685705
          3.025    7.06927e+05       0.683285
           3.05    7.09198e+05       0.680933
          3.075    7.11403e+05        0.67865
            3.1    7.13545e+05       0.676431
          3.125    7.15624e+05       0.674277
           3.15    7.17644e+05       0.672184
          3.175    7.19604e+05       0.670151
            3.2    7.21508e+05       0.668177
          3.225    7.23357e+05        0.66626
           3.25    7.25152e+05       0.664397
          3.275    7.26894e+05       0.662589
            3.3    7.28586e+05       0.660832
          3.325    7.30229e+05       0.659126
           3.35    7.31824e+05       0.657468
          3.375    7.33372e+05       0.655859
            3.4    7.34876e+05       0.654296
          3.425    7.36336e+05       0.652778
           3.45    7.37753e+05       0.651303
          3.475    7.39129e+05       0.649871
            3.5    7.40465e+05        0.64848
          3.525    7.41762e+05       0.647129
           3.55    7.43022e+05       0.645817
          3.575    7.44245e+05       0.644542
            3.6    7.45432e+05       0.643304
          3.625    7.46585e+05       0.642102
           3.65    7.47705e+05       0.640934
          3.675    7.48792e+05         0.6398
            3.7    7.49847e+05       0.638698
          3.725    7.50872e+05       0.637628
           3.75    7.51867e+05       0.636589
          3.775    7.52833e+05       0.635579
            3.8    7.53772e+05       0.634598
          3.825    7.54683e+05       0.633646
           3.85    7.55568e+05        0.63272
          3.875    7.56427e+05       0.631821
            3.9    7.57262e+05       0.630948
          3.925    7.58072e+05         0.6301
           3.95    7.58859e+05       0.629276
          3.975    7.59624e+05       0.628475
            4.0    7.60366e+05       0.627697
          4.025    7.61088e+05       0.626942
           4.05    7.61788e+05       0.626208
          4.075    7.62469e+05       0.625495
            4.1    7.63129e+05       0.624802
          4.125    7.63771e+05       0.624128
           4.15    7.64395e+05       0.623474
          4.175    7.65001e+05       0.622839
            4.2    7.65589e+05       0.622221
          4.225    7.66161e+05       0.621621
           4.25    7.66716e+05       0.621038
          4.275    7.67256e+05       0.620471
            4.3     7.6778e+05        0.61992
          4.325     7.6829e+05       0.619385
           4.35    7.68785e+05       0.618865
          4.375    7.69265e+05        0.61836
            4.4    7.69733e+05       0.617868
          4.425    7.70187e+05       0.617391
           4.45    7.70628e+05       0.616927
          4.475    7.71057e+05       0.616476
            4.5    7.71474e+05       0.616037
          4.525    7.71879e+05       0.615611
           4.55    7.72272e+05       0.615197
          4.575    7.72655e+05       0.614794
            4.6    7.73027e+05       0.614403
          4.625    7.73388e+05       0.614022
           4.65     7.7374e+05       0.613652
          4.675    7.74081e+05       0.613293
            4.7    7.74413e+05       0.612943
          4.725    7.74736e+05       0.612603
           4.75     7.7505e+05       0.612272
          4.775    7.75355e+05       0.611951
            4.8    7.75652e+05       0.611638
          4.825     7.7594e+05       0.611334
           4.85     7.7622e+05       0.611039
          4.875    7.76493e+05       0.610751
            4.9    7.76758e+05       0.610471
          4.925    7.77016e+05         0.6102
           4.95    7.77267e+05       0.609935
          4.975    7.77511e+05       0.609678
            5.0    7.77748e+05       0.609428
