           IM.1            DS1            DS2            DS3            DS4          E(DS)
           0.01    4.98274e-15    3.58807e-20    2.03955e-30    9.63736e-38    4.98277e-15
       0.025101     2.0828e-09    1.97271e-13    8.18626e-22    5.41037e-28      2.083e-09
       0.040202    4.67827e-07    1.75064e-10    7.50687e-18    2.14178e-23    4.68002e-07
       0.055303    1.16486e-05    1.15647e-08    2.72534e-15    2.31834e-20    1.16602e-05
       0.070404    0.000103992    2.23884e-07    2.12419e-13     4.5115e-18    0.000104216
      0.0855051    0.000516665    2.12722e-06     6.7171e-12    3.20938e-16    0.000518792
       0.100606     0.00173488     1.2397e-05    1.12178e-10    1.10677e-14     0.00174727
       0.115707     0.00337313    3.26042e-05    5.18432e-10    7.47399e-14     0.00340574
       0.130808     0.00594291    7.55813e-05    2.01672e-09    4.14066e-13     0.00601849
       0.145909     0.00967394    0.000158013    6.81369e-09    1.94537e-12     0.00983196
        0.16101      0.0147651    0.000303448    2.04486e-08    7.96648e-12      0.0150686
       0.176111      0.0213677    0.000542789    5.55358e-08    2.90174e-11      0.0219105
       0.191212      0.0295757     0.00091387    1.38419e-07    9.55094e-11      0.0304897
       0.206313      0.0408717     0.00160602    4.12569e-07    4.23249e-10      0.0424781
       0.221414      0.0568861     0.00301987    1.58602e-06    2.88102e-09      0.0599075
       0.236515      0.0758143     0.00530199    5.42844e-06    1.68003e-08      0.0811217
       0.251616      0.0971876     0.00872497    1.65289e-05    8.44684e-08       0.105929
       0.266717       0.120465      0.0135313     4.4932e-05    3.63253e-07       0.134042
       0.281818        0.14479      0.0198927    0.000109805    1.34897e-06       0.164794
       0.296919       0.169913      0.0278888    0.000243277    4.36736e-06        0.19805
        0.31202       0.208643      0.0432481    0.000690527    2.05141e-05       0.252603
       0.327121       0.249329      0.0637326     0.00176493    8.33131e-05       0.314909
       0.342222       0.287187      0.0871887     0.00381563    0.000265465       0.378457
       0.357323       0.321652        0.11249     0.00720675    0.000693903       0.442043
       0.372424       0.352553        0.13863      0.0122103     0.00154554        0.50494
       0.387525           0.38       0.164754      0.0189555     0.00302183       0.566731
       0.402626       0.408872       0.193445      0.0281399      0.0054846       0.635941
       0.417727        0.45355       0.235428      0.0432031      0.0101957       0.742377
       0.432828       0.490558       0.274215      0.0608342      0.0168262       0.842433
       0.447929       0.521183        0.30938      0.0803025      0.0253667       0.936232
        0.46303       0.546572       0.340883       0.100902      0.0356542        1.02401
       0.478131       0.567683       0.368934       0.122006      0.0474375        1.10606
       0.493232       0.585321       0.393811       0.143116      0.0604162        1.18266
       0.508333       0.595324       0.407309        0.15472      0.0678397        1.22519
       0.523434       0.600756       0.413177       0.158758      0.0702135         1.2429
       0.538535       0.606028        0.41892       0.162771       0.072598        1.26032
       0.553636       0.611146       0.424542        0.16676      0.0749922        1.27744
       0.568737       0.616117       0.430045       0.170722      0.0773951        1.29428
       0.583838       0.620945       0.435432       0.174658      0.0798057        1.31084
       0.598939       0.625636       0.440708       0.178568      0.0822231        1.32713
        0.61404       0.661508       0.477802       0.202741      0.0961057        1.43816
       0.629141       0.694235       0.512991       0.227012       0.110476        1.54471
       0.644242       0.722462       0.544479       0.249936       0.124442        1.64132
       0.659343       0.747102       0.572898       0.271647        0.13799        1.72964
       0.674444       0.768803       0.598749       0.292264       0.151145        1.81096
       0.689545       0.788076       0.622375       0.311893       0.163918        1.88626
       0.704646       0.802331       0.640412       0.327599       0.174401        1.94474
       0.719747       0.809008       0.649316       0.336069       0.180377        1.97477
       0.734848       0.815349       0.657871       0.344354       0.186283        2.00386
       0.749949       0.821379       0.666096       0.352459       0.192121        2.03205
       0.765051       0.827119       0.701211       0.360391       0.197889        2.08661
       0.780152        0.83259       0.681635       0.368156        0.20359        2.08597
       0.795253       0.837807       0.688979       0.375753       0.209224        2.11176
       0.810354        0.83582       0.686109        0.37266       0.206868        2.10146
       0.825455       0.830374       0.678377       0.364548       0.200805         2.0741
       0.840556       0.824642       0.670329       0.356248       0.194667        2.04589
       0.855657       0.818602       0.661943       0.347753       0.188452        2.01675
       0.870758       0.812228       0.653195       0.339056       0.182161        1.98664
       0.885859       0.805495       0.644063        0.33015       0.175793         1.9555
        0.90096       0.799577       0.635917       0.322025       0.169907        1.92742
       0.916061       0.811057       0.648112       0.328444       0.172144        1.95976
       0.931162       0.822272       0.660251       0.334823       0.174256         1.9916
       0.946263       0.833222       0.672347       0.341176       0.176248        2.02299
       0.961364       0.843905       0.684394       0.347509       0.178124        2.05393
       0.976465       0.854317       0.696426        0.35385       0.179895        2.08449
       0.991566       0.864452       0.708436       0.360205       0.181554        2.11465
        1.00667       0.883528       0.730685       0.368818       0.180688        2.16372
        1.02177       0.912748       0.767157       0.380787       0.175736        2.23643
        1.03687       0.939085        0.80513       0.393806       0.169414        2.30743
        1.05197       0.961303       0.843838       0.408362       0.161714        2.37522
