           IM.1  EDP.01.mean_x  EDP.02.mean_x  EDP.03.mean_x  EDP.04.mean_x  EDP.05.mean_x  EDP.06.mean_x  EDP.07.mean_x  EDP.08.mean_x  EDP.09.mean_x  EDP.10.mean_x  EDP.11.mean_x  EDP.12.mean_x  EDP.13.mean_x  EDP.14.mean_x  EDP.15.mean_x  EDP.16.mean_x  EDP.17.mean_x  EDP.18.mean_x  EDP.19.mean_x  EDP.20.mean_x  EDP.21.mean_x
        1.24828    2.09692e+05    2.95843e+05    2.39443e+05     3.4129e+05    6.82001e+05    3.40158e+05    1.62752e+05    3.37282e+05    1.58062e+05    3.28202e+05    4.26628e+05     3.2033e+05        80479.0    2.28945e+05    1.03703e+05    1.80077e+05        52798.8    1.16086e+05    1.75339e+05        67422.6        70294.5
        1.26338    2.10954e+05    2.86647e+05      2.443e+05    3.45669e+05    6.90492e+05    3.44885e+05    1.66774e+05    3.42313e+05    1.59032e+05    3.34924e+05    4.47137e+05    3.35295e+05        81543.8      2.266e+05     1.0459e+05    1.80108e+05        52936.7    1.07616e+05    1.75323e+05        66583.4        74297.8
        1.27848      2.122e+05    2.77679e+05    2.49034e+05    3.49869e+05    6.98926e+05    3.49416e+05    1.70762e+05    3.46943e+05    1.60053e+05       3.41e+05    4.66788e+05    3.30525e+05        82617.4    2.24331e+05    1.05499e+05    1.80193e+05        53138.9        98790.4    1.75458e+05        65741.6        78395.0
        1.29359    2.13429e+05    2.68616e+05    2.53701e+05    3.53896e+05    7.06985e+05    3.53769e+05    1.74718e+05     3.5139e+05    1.61108e+05    3.46953e+05    4.85556e+05    3.35109e+05        83698.2     2.2209e+05    1.06381e+05    1.80318e+05        53382.8        89634.1    1.75747e+05        64899.4        82614.1
        1.30869    2.14645e+05    2.62745e+05    2.58834e+05    3.52533e+05    7.18313e+05     3.5586e+05    1.77417e+05    3.53515e+05     1.6103e+05    3.47972e+05    4.88895e+05    3.36222e+05        85242.7    2.34471e+05    1.06748e+05    1.91581e+05        55699.0        93878.5    1.78482e+05        66387.8        83621.4
        1.32379    2.15862e+05    2.59272e+05    2.64077e+05    3.46653e+05    7.31685e+05    3.56363e+05    1.79224e+05    3.53997e+05    1.60098e+05     3.4552e+05    4.80969e+05    3.34875e+05        84197.6    2.56135e+05    1.06721e+05    2.09623e+05        59625.6    1.07637e+05    1.82906e+05        69587.0        82193.0
        1.33889    2.17064e+05     2.5578e+05    2.69013e+05    3.39799e+05    7.44326e+05    3.56857e+05     1.8105e+05    3.54469e+05    1.59165e+05    3.42905e+05    4.72606e+05    3.33574e+05        84174.6    2.76156e+05    1.06695e+05    2.26063e+05        63727.5    1.20625e+05    1.87391e+05        72769.7        80777.8
        1.35399     2.1823e+05    2.52269e+05    2.73659e+05    3.31929e+05    7.56271e+05    3.57343e+05    1.82894e+05    3.54931e+05    1.58229e+05     3.4011e+05     4.6386e+05    3.32074e+05        86297.6    2.94146e+05    1.06668e+05    2.41142e+05        67983.7    1.32798e+05    1.91907e+05        75932.9        79371.3
        1.36909    2.19393e+05    2.48733e+05    2.78031e+05    3.23248e+05    7.67559e+05    3.57819e+05    1.84762e+05    3.55382e+05     1.5729e+05    3.37088e+05    4.54814e+05    3.30746e+05        84477.9    3.09792e+05    1.06642e+05    2.54879e+05        72360.2    1.44141e+05    1.96416e+05        79074.3        77982.7
        1.38419     2.2054e+05    2.45172e+05    2.83437e+05    3.13963e+05    7.78237e+05    3.58288e+05    1.86623e+05    3.55821e+05     1.5635e+05    3.33841e+05    4.45562e+05    3.29283e+05        84636.6    3.22832e+05    1.06615e+05    2.67559e+05        76840.8    1.54698e+05    2.00976e+05        82191.7        76612.1
        1.39929    2.21672e+05     2.4158e+05    2.85897e+05    3.04294e+05    7.88323e+05    3.58745e+05    1.88513e+05    3.56248e+05    1.55408e+05    3.30392e+05    4.36265e+05    3.27809e+05        84829.9    3.33201e+05    1.06589e+05    2.79226e+05        81397.6    1.64538e+05    2.05572e+05        85283.2        75256.9
        1.41439    2.21406e+05     2.3795e+05    2.82623e+05    3.00064e+05    7.91509e+05    3.58378e+05    1.89707e+05    3.55668e+05     1.5568e+05    3.31642e+05    4.38853e+05    3.29729e+05        85301.2    3.35493e+05    1.07645e+05    2.72666e+05        76001.6    1.55051e+05    2.02652e+05        77004.4        74685.1
        1.42949    2.21071e+05      2.342e+05    2.78587e+05    2.95977e+05    7.94289e+05     3.5792e+05    1.90855e+05    3.54994e+05    1.56014e+05    3.32965e+05    4.42114e+05    3.31842e+05        85803.7     3.3719e+05    1.08758e+05    2.64806e+05        70201.1    1.43479e+05    1.99854e+05        67852.1        74235.6
         1.4446    2.20733e+05    2.30319e+05    2.74247e+05    2.91749e+05    7.96989e+05    3.57414e+05     1.9198e+05     3.5428e+05    1.56367e+05    3.34129e+05    4.45328e+05    3.33863e+05        86345.7    3.38821e+05    1.09996e+05    2.56463e+05        64480.0    1.30474e+05    1.97502e+05        58479.3        73743.6
         1.4597    2.20396e+05    2.26303e+05    2.69568e+05    2.87382e+05    7.99609e+05     3.5687e+05    1.93095e+05     3.5353e+05    1.56705e+05    3.35157e+05    4.48581e+05    3.35828e+05        86904.5    3.40419e+05    1.11322e+05    2.47629e+05        58903.2    1.15754e+05    1.95541e+05        49104.9        73293.5
         1.4748    2.20058e+05    2.22143e+05    2.64532e+05    2.82852e+05    8.02152e+05    3.56254e+05    1.94194e+05     3.5279e+05    1.57045e+05    3.35843e+05    4.51823e+05    3.37762e+05        87448.7    3.41994e+05    1.12726e+05    2.38271e+05        53481.8        99388.7    1.93932e+05        40074.5        72838.2
         1.4899    2.19719e+05    2.17835e+05    2.59106e+05    2.78158e+05    8.04596e+05    3.55707e+05    1.95277e+05    3.51963e+05    1.57387e+05    3.36668e+05    4.54897e+05    3.39635e+05        87992.4    3.43532e+05     1.1423e+05    2.28262e+05        48241.1        81738.0    1.92626e+05        31804.6        72393.4
          1.505    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
         1.5201    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
         1.5352    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
         1.5503    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
         1.5654    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.58051    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.59561    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.61071    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.62581    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.64091    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.65601    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.67111    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.68621    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.70131    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.71641    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.73152    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.74662    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.76172    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.77682    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.79192    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.80702    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.82212    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.83722    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.85232    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.86742    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.88253    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.89763    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.91273    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.92783    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.94293    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.95803    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.97313    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        1.98823    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.00333    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.01843    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.03354    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.04864    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.06374    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.07884    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.09394    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.10904    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.12414    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.13924    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.15434    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.16944    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.18455    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.19965    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.21475    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.22985    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.24495    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.26005    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.27515    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.29025    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.30535    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.32045    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.33556    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.35066    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.36576    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.38086    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.39596    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.41106    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.42616    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.44126    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.45636    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.47146    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.48657    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.50167    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.51677    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
        2.53187    2.19489e+05    2.15033e+05     2.5525e+05    2.74922e+05    8.06211e+05    3.55262e+05    1.95992e+05    3.51391e+05    1.57618e+05    3.37049e+05    4.57151e+05    3.40722e+05        88366.1    3.44551e+05    1.15234e+05    2.21221e+05        44851.3        70226.3    1.91903e+05        26846.3        72096.7
