            EDP         mean_x        sd_ln_x
            2.0    1.80476e+05        0.81473
          2.025     1.8224e+05       0.811285
           2.05    1.83975e+05       0.807903
          2.075    1.85681e+05       0.804584
            2.1    1.87357e+05       0.801327
          2.125    1.89005e+05       0.798131
           2.15    1.90625e+05       0.794994
          2.175    1.92216e+05       0.791917
            2.2     1.9378e+05       0.788897
          2.225    1.95317e+05       0.785934
           2.25    1.96826e+05       0.783027
          2.275    1.98309e+05       0.780175
            2.3    1.99765e+05       0.777377
          2.325    2.01196e+05       0.774632
           2.35      2.026e+05       0.771939
          2.375     2.0398e+05       0.769297
            2.4    2.05335e+05       0.766705
          2.425    2.06665e+05       0.764163
           2.45    2.07971e+05       0.761669
          2.475    2.09253e+05       0.759222
            2.5    2.10512e+05       0.756822
          2.525    2.11748e+05       0.754468
           2.55    2.12961e+05       0.752159
          2.575    2.14152e+05       0.749895
            2.6    2.15321e+05       0.747673
          2.625    2.16468e+05       0.745494
           2.65    2.17594e+05       0.743357
          2.675    2.18699e+05       0.741261
            2.7    2.19783e+05       0.739205
          2.725    2.20847e+05       0.737188
           2.75    2.21892e+05        0.73521
          2.775    2.22916e+05       0.733271
            2.8    2.23922e+05       0.731368
          2.825    2.24909e+05       0.729502
           2.85    2.25877e+05       0.727672
          2.875    2.26827e+05       0.725877
            2.9    2.27759e+05       0.724116
          2.925    2.28674e+05        0.72239
           2.95    2.29571e+05       0.720696
          2.975    2.30451e+05       0.719035
            3.0    2.31315e+05       0.717406
          3.025    2.32162e+05       0.715809
           3.05    2.32994e+05       0.714242
          3.075    2.33809e+05       0.712705
            3.1     2.3461e+05       0.711198
          3.125    2.35395e+05       0.709719
           3.15    2.36165e+05       0.708269
          3.175     2.3692e+05       0.706847
            3.2    2.37662e+05       0.705453
          3.225    2.38389e+05       0.704085
           3.25    2.39102e+05       0.702743
          3.275    2.39802e+05       0.701427
            3.3    2.40489e+05       0.700136
          3.325    2.41162e+05        0.69887
           3.35    2.41823e+05       0.697628
          3.375    2.42471e+05        0.69641
            3.4    2.43107e+05       0.695215
          3.425    2.43731e+05       0.694044
           3.45    2.44343e+05       0.692894
          3.475    2.44944e+05       0.691767
            3.5    2.45533e+05       0.690661
          3.525    2.46111e+05       0.689576
           3.55    2.46678e+05       0.688512
          3.575    2.47234e+05       0.687468
            3.6     2.4778e+05       0.686444
          3.625    2.48315e+05       0.685439
           3.65     2.4884e+05       0.684454
          3.675    2.49356e+05       0.683487
            3.7    2.49861e+05       0.682539
          3.725    2.50357e+05       0.681609
           3.75    2.50844e+05       0.680696
          3.775    2.51322e+05       0.679801
            3.8     2.5179e+05       0.678922
          3.825     2.5225e+05        0.67806
           3.85    2.52701e+05       0.677215
          3.875    2.53144e+05       0.676385
            3.9    2.53578e+05       0.675572
          3.925    2.54004e+05       0.674773
           3.95    2.54423e+05        0.67399
          3.975    2.54833e+05       0.673221
            4.0    2.55236e+05       0.672467
          4.025    2.55631e+05       0.671727
           4.05    2.56018e+05          0.671
          4.075    2.56399e+05       0.670288
            4.1    2.56772e+05       0.669588
          4.125    2.57139e+05       0.668902
           4.15    2.57498e+05       0.668229
          4.175    2.57851e+05       0.667568
            4.2    2.58198e+05        0.66692
          4.225    2.58538e+05       0.666283
           4.25    2.58871e+05       0.665659
          4.275    2.59199e+05       0.665046
            4.3     2.5952e+05       0.664445
          4.325    2.59836e+05       0.663854
           4.35    2.60145e+05       0.663275
          4.375    2.60449e+05       0.662706
            4.4    2.60748e+05       0.662148
          4.425     2.6104e+05         0.6616
           4.45    2.61328e+05       0.661062
          4.475     2.6161e+05       0.660535
            4.5    2.61887e+05       0.660017
          4.525    2.62159e+05       0.659508
           4.55    2.62426e+05       0.659009
          4.575    2.62688e+05       0.658519
            4.6    2.62945e+05       0.658038
          4.625    2.63198e+05       0.657565
           4.65    2.63446e+05       0.657102
          4.675    2.63689e+05       0.656646
            4.7    2.63928e+05         0.6562
          4.725    2.64163e+05       0.655761
           4.75    2.64393e+05        0.65533
          4.775     2.6462e+05       0.654907
            4.8    2.64842e+05       0.654492
          4.825     2.6506e+05       0.654084
           4.85    2.65274e+05       0.653684
          4.875    2.65485e+05       0.653291
            4.9    2.65691e+05       0.652905
          4.925    2.65894e+05       0.652526
           4.95    2.66093e+05       0.652154
          4.975    2.66289e+05       0.651788
            5.0    2.66481e+05       0.651429
