            EDP         mean_x        sd_ln_x
          0.086        92778.5       0.659451
         0.0865        92914.8       0.658892
          0.087        93048.4       0.658343
         0.0875        93179.4       0.657804
          0.088        93307.9       0.657276
         0.0885        93434.0       0.656759
          0.089        93557.6       0.656251
         0.0895        93678.8       0.655754
           0.09        93797.6       0.655266
         0.0905        93914.2       0.654787
          0.091        94028.5       0.654318
         0.0915        94140.7       0.653858
          0.092        94250.6       0.653407
         0.0925        94358.5       0.652965
          0.093        94464.2       0.652532
         0.0935        94567.9       0.652107
          0.094        94669.6        0.65169
         0.0945        94769.4       0.651281
          0.095        94867.2        0.65088
         0.0955        94963.1       0.650487
          0.096        95057.2       0.650102
         0.0965        95149.5       0.649724
          0.097        95239.9       0.649354
         0.0975        95328.7        0.64899
          0.098        95415.7       0.648634
         0.0985        95501.1       0.648285
          0.099        95584.8       0.647942
         0.0995        95666.8       0.647607
            0.1        95747.3       0.647277
