           IM.1            DS1            DS2          E(DS)
           0.01    7.54841e-87    1.08641e-72    1.08641e-72
       0.025101    6.20376e-44    2.98167e-43    3.60204e-43
       0.040202    2.41891e-26    4.01117e-30    2.41931e-26
       0.055303    1.05082e-16     4.7823e-22    1.05083e-16
       0.070404    5.36192e-11     1.4913e-16    5.36194e-11
      0.0855051    1.65352e-07    1.15499e-12    1.65353e-07
       0.100606    2.27445e-05    6.42485e-10    2.27452e-05
       0.115707    0.000103973    4.60739e-09    0.000103977
       0.130808    0.000371084    2.55939e-08    0.000371109
       0.145909      0.0010854    1.15265e-07     0.00108551
        0.16101     0.00269955    4.35853e-07     0.00269999
       0.176111     0.00587489    1.42245e-06     0.00587631
       0.191212      0.0114388    4.09532e-06      0.0114429
       0.206313      0.0240633    1.76006e-05      0.0240809
       0.221414      0.0514671    0.000109523      0.0515766
       0.236515      0.0893852     0.00047102      0.0898562
       0.251616       0.134259     0.00150782       0.135767
       0.266717       0.182142     0.00382604       0.185968
       0.281818       0.229806     0.00809469       0.237901
       0.296919       0.275146      0.0148551       0.290002
        0.31202        0.30417      0.0198266       0.323996
       0.327121        0.32903      0.0244502       0.353481
       0.342222        0.35323      0.0296808       0.382911
       0.357323       0.376661      0.0355042       0.412165
       0.372424       0.399251      0.0419141       0.441165
       0.387525       0.420951      0.0488914       0.469842
       0.402626       0.441568      0.0573674       0.498935
       0.417727       0.459721      0.0712434       0.530964
       0.432828       0.475934      0.0859766       0.561911
       0.447929       0.490415       0.101294       0.591709
        0.46303       0.503371        0.11695       0.620321
       0.478131       0.515058       0.132732        0.64779
       0.493232        0.52549       0.148476       0.673966
       0.508333       0.531858       0.156741       0.688599
       0.523434       0.535527       0.159064       0.694591
       0.538535       0.539165       0.161393       0.700558
       0.553636       0.542772       0.163726       0.706498
       0.568737       0.546348       0.166065       0.712413
       0.583838       0.549893       0.168408       0.718301
       0.598939       0.553408       0.170756       0.724164
        0.61404       0.564665       0.189554       0.754219
       0.629141        0.57502       0.211331       0.786352
       0.644242       0.584058       0.230994       0.815052
       0.659343       0.591968       0.249658       0.841626
       0.674444       0.598911       0.267308       0.866219
       0.689545       0.605019       0.283933       0.888952
       0.704646       0.611745       0.297029       0.908774
       0.719747       0.621146        0.30408       0.925226
       0.734848       0.630382       0.311102       0.941484
       0.749949       0.639436       0.318096       0.957532
       0.765051       0.648353       0.325062       0.973415
       0.780152       0.657115       0.332001       0.989116
       0.795253       0.665727       0.338914        1.00464
       0.810354       0.692278       0.371228        1.06351
       0.825455       0.721436       0.411457        1.13289
       0.840556       0.745233       0.447418        1.19265
       0.855657       0.764773       0.479428         1.2442
       0.870758       0.780931       0.507863        1.28879
       0.885859       0.794399       0.533089        1.32749
        0.90096       0.804839       0.553429        1.35827
       0.916061       0.802069       0.541325        1.34339
       0.931162        0.79872       0.527962        1.32668
       0.946263       0.794702       0.513161        1.30786
       0.961364       0.789866       0.496774        1.28664
       0.976465       0.784114       0.478623        1.26274
       0.991566       0.777241        0.45852        1.23576
        1.00667       0.775082       0.449123        1.22421
