           IM.1         mean_x        sd_ln_x
           0.01    0.000171691      0.0227874
       0.025101    0.000431556      0.0571987
       0.040202    0.000692956      0.0916099
       0.055303    0.000956826       0.126021
       0.070404     0.00122412       0.160432
      0.0855051     0.00149579       0.194844
       0.100606     0.00177063       0.228339
       0.115707      0.0019959       0.239931
       0.130808     0.00222268       0.251523
       0.145909     0.00245107       0.263115
        0.16101     0.00268117       0.274707
       0.176111     0.00291307       0.286299
       0.191212     0.00314687       0.297891
       0.206313     0.00364033       0.342953
       0.221414      0.0045544       0.434607
       0.236515     0.00557665       0.526261
       0.251616     0.00673807       0.617915
       0.266717     0.00807594       0.709569
       0.281818     0.00963573       0.801223
       0.296919      0.0114736       0.892877
        0.31202      0.0130917       0.921658
       0.327121      0.0146353       0.934325
       0.342222      0.0162161       0.946992
       0.357323      0.0178356       0.959659
       0.372424      0.0194952       0.972326
       0.387525      0.0211964       0.984994
       0.402626      0.0228473       0.992196
       0.417727      0.0240471       0.973445
       0.432828      0.0252044       0.954693
       0.447929      0.0263217       0.935942
        0.46303      0.0274016        0.91719
       0.478131      0.0284464       0.898438
       0.493232      0.0294586       0.879687
       0.508333      0.0302034       0.878791
       0.523434      0.0307603       0.892396
       0.538535      0.0313322       0.906001
       0.553636      0.0319194       0.919606
       0.568737      0.0325224       0.933211
       0.583838      0.0331416       0.946816
       0.598939      0.0337777       0.960421
        0.61404      0.0335263       0.956343
       0.629141      0.0332105       0.950929
       0.644242      0.0328979       0.945515
       0.659343      0.0325886         0.9401
       0.674444      0.0322826       0.934686
       0.689545      0.0319798       0.929272
       0.704646      0.0320893       0.917881
       0.719747      0.0330925        0.89304
       0.734848      0.0340563         0.8682
       0.749949      0.0349845       0.843359
       0.765051      0.0358806       0.818519
       0.780152      0.0367483       0.793679
       0.795253      0.0375906       0.768838
       0.810354      0.0371724       0.749311
       0.825455      0.0362083       0.732221
       0.840556      0.0352728        0.71513
       0.855657      0.0343649       0.698039
       0.870758      0.0334835       0.680949
       0.885859      0.0326275       0.663858
        0.90096      0.0318418       0.646449
       0.916061      0.0317471       0.624354
       0.931162      0.0316643       0.602259
       0.946263      0.0315935       0.580164
       0.961364      0.0315345       0.558069
       0.976465      0.0314875       0.535974
       0.991566      0.0314523       0.513879
        1.00667        0.03101         0.4971
        1.02177      0.0300494       0.487046
        1.03687      0.0291005       0.476993
        1.05197      0.0281628       0.466939
        1.06707      0.0272362       0.456885
        1.08217      0.0263201       0.446832
        1.09727      0.0254144       0.436778
        1.11237      0.0251556       0.421238
        1.12747      0.0250448       0.404489
        1.14258      0.0249413        0.38774
        1.15768       0.024845       0.370991
        1.17278       0.024756       0.354242
        1.18788       0.024674       0.337492
        1.20298      0.0248269       0.324481
        1.21808      0.0259107       0.326676
        1.23318      0.0269963        0.32887
        1.24828      0.0280834       0.331065
        1.26338      0.0291723       0.333259
        1.27848       0.030263       0.335453
        1.29359      0.0313553       0.337648
        1.30869      0.0315995       0.382443
        1.32379      0.0313235       0.458693
        1.33889      0.0311766       0.534944
        1.35399      0.0311524       0.611194
        1.36909      0.0312448       0.687444
        1.38419      0.0314488       0.763695
        1.39929      0.0317589       0.839945
        1.41439       0.031093       0.850266
        1.42949      0.0303685       0.857348
         1.4446      0.0296356       0.864431
         1.4597      0.0288939       0.871513
         1.4748      0.0281435       0.878596
         1.4899      0.0273839       0.885678
          1.505      0.0268707       0.890415
         1.5201      0.0268707       0.890415
         1.5352      0.0268707       0.890415
         1.5503      0.0268707       0.890415
         1.5654      0.0268707       0.890415
        1.58051      0.0268707       0.890415
        1.59561      0.0268707       0.890415
        1.61071      0.0268707       0.890415
        1.62581      0.0268707       0.890415
        1.64091      0.0268707       0.890415
        1.65601      0.0268707       0.890415
        1.67111      0.0268707       0.890415
        1.68621      0.0268707       0.890415
        1.70131      0.0268707       0.890415
        1.71641      0.0268707       0.890415
        1.73152      0.0268707       0.890415
        1.74662      0.0268707       0.890415
        1.76172      0.0268707       0.890415
        1.77682      0.0268707       0.890415
        1.79192      0.0268707       0.890415
        1.80702      0.0268707       0.890415
        1.82212      0.0268707       0.890415
        1.83722      0.0268707       0.890415
        1.85232      0.0268707       0.890415
        1.86742      0.0268707       0.890415
        1.88253      0.0268707       0.890415
        1.89763      0.0268707       0.890415
        1.91273      0.0268707       0.890415
        1.92783      0.0268707       0.890415
        1.94293      0.0268707       0.890415
        1.95803      0.0268707       0.890415
        1.97313      0.0268707       0.890415
        1.98823      0.0268707       0.890415
        2.00333      0.0268707       0.890415
        2.01843      0.0268707       0.890415
        2.03354      0.0268707       0.890415
        2.04864      0.0268707       0.890415
        2.06374      0.0268707       0.890415
        2.07884      0.0268707       0.890415
        2.09394      0.0268707       0.890415
        2.10904      0.0268707       0.890415
        2.12414      0.0268707       0.890415
        2.13924      0.0268707       0.890415
        2.15434      0.0268707       0.890415
        2.16944      0.0268707       0.890415
        2.18455      0.0268707       0.890415
        2.19965      0.0268707       0.890415
        2.21475      0.0268707       0.890415
        2.22985      0.0268707       0.890415
        2.24495      0.0268707       0.890415
        2.26005      0.0268707       0.890415
        2.27515      0.0268707       0.890415
        2.29025      0.0268707       0.890415
        2.30535      0.0268707       0.890415
        2.32045      0.0268707       0.890415
        2.33556      0.0268707       0.890415
        2.35066      0.0268707       0.890415
        2.36576      0.0268707       0.890415
        2.38086      0.0268707       0.890415
        2.39596      0.0268707       0.890415
        2.41106      0.0268707       0.890415
        2.42616      0.0268707       0.890415
        2.44126      0.0268707       0.890415
        2.45636      0.0268707       0.890415
        2.47146      0.0268707       0.890415
        2.48657      0.0268707       0.890415
        2.50167      0.0268707       0.890415
        2.51677      0.0268707       0.890415
        2.53187      0.0268707       0.890415
        2.54697      0.0268707       0.890415
        2.56207      0.0268707       0.890415
        2.57717      0.0268707       0.890415
        2.59227      0.0268707       0.890415
        2.60737      0.0268707       0.890415
        2.62247      0.0268707       0.890415
        2.63758      0.0268707       0.890415
        2.65268      0.0268707       0.890415
        2.66778      0.0268707       0.890415
        2.68288      0.0268707       0.890415
        2.69798      0.0268707       0.890415
        2.71308      0.0268707       0.890415
        2.72818      0.0268707       0.890415
        2.74328      0.0268707       0.890415
        2.75838      0.0268707       0.890415
        2.77348      0.0268707       0.890415
        2.78859      0.0268707       0.890415
        2.80369      0.0268707       0.890415
        2.81879      0.0268707       0.890415
        2.83389      0.0268707       0.890415
        2.84899      0.0268707       0.890415
        2.86409      0.0268707       0.890415
        2.87919      0.0268707       0.890415
        2.89429      0.0268707       0.890415
        2.90939      0.0268707       0.890415
        2.92449      0.0268707       0.890415
         2.9396      0.0268707       0.890415
         2.9547      0.0268707       0.890415
         2.9698      0.0268707       0.890415
         2.9849      0.0268707       0.890415
            3.0      0.0268707       0.890415
