           IM.1            DS1            DS2            DS3            DS4          E(DS)
           0.01    2.80799e-14    6.35612e-52    1.15707e-13    3.14861e-49    1.43787e-13
       0.025101    1.80299e-07    8.74087e-29     3.0789e-09    3.33875e-33    1.83378e-07
       0.040202    7.19625e-05    1.21026e-18    2.80561e-07    2.15274e-25     7.2243e-05
       0.055303     0.00179505    1.00213e-12      4.697e-06    3.72153e-20     0.00179974
       0.070404      0.0125318    5.28101e-09    3.50461e-05    2.80149e-16      0.0125669
      0.0855051      0.0433257    1.36006e-06    0.000162362    2.63408e-13      0.0434894
       0.100606      0.0980082    5.09442e-05     0.00054322    4.94688e-11      0.0986024
       0.115707       0.165908    0.000261277     0.00119807     4.7249e-10       0.167367
       0.130808       0.244323    0.000938305      0.0022808    3.02844e-09       0.247542
       0.145909       0.326951     0.00261153      0.0039021    1.44722e-08       0.333465
        0.16101       0.408667     0.00601457      0.0061202    5.52887e-08       0.420801
       0.176111       0.485965      0.0119876     0.00910693    1.77188e-07        0.50706
       0.191212       0.556706      0.0211547      0.0128162    4.93151e-07       0.590678
       0.206313       0.660665       0.056791      0.0231786    4.76363e-06        0.74064
       0.221414       0.768084       0.160487       0.050084    0.000108141       0.978763
       0.236515       0.828324        0.28184       0.087129    0.000910123         1.1982
       0.251616       0.862699       0.390879        0.13102     0.00402865        1.38863
       0.266717       0.882426       0.476361       0.177999      0.0116551        1.54844
       0.281818       0.894414       0.541568       0.224901      0.0253008        1.68618
       0.296919       0.901388       0.590266       0.269583      0.0450631         1.8063
        0.31202       0.911884       0.624673       0.298357      0.0581405        1.89305
       0.327121       0.922011        0.65438       0.322757      0.0693904        1.96854
       0.342222       0.930495       0.680953        0.34619      0.0813479        2.03899
       0.357323       0.937616       0.704721       0.368687      0.0939004        2.10492
       0.372424        0.94369       0.725998         0.3902       0.106942        2.16683
       0.387525       0.948898       0.745066       0.410746       0.120375        2.22508
       0.402626       0.954469       0.764484       0.431196       0.133562        2.28371
       0.417727       0.963996        0.79288       0.454833        0.14433        2.35604
       0.432828       0.971855       0.819224       0.477984        0.15521        2.42427
       0.447929       0.978283       0.843555       0.500675       0.166219        2.48873
        0.46303       0.983471       0.865899       0.522952        0.17738         2.5497
       0.478131       0.987586       0.886247       0.544777       0.188716        2.60733
       0.493232       0.990839       0.904675       0.566182       0.200257        2.66195
       0.508333       0.991329       0.908741       0.574456       0.208128        2.68265
       0.523434        0.98992       0.902267        0.57235        0.21279        2.67733
       0.538535       0.988375       0.895797        0.57029       0.217331        2.67179
       0.553636       0.986694       0.889351       0.568277       0.221752        2.66607
       0.568737       0.984879       0.882942        0.56631       0.226054        2.66019
       0.583838       0.982933       0.876586       0.564364       0.230238        2.65412
       0.598939       0.980857       0.870292        0.56249       0.234306        2.64795
        0.61404       0.983065       0.877938       0.567801        0.23434        2.66314
       0.629141       0.985393       0.886562       0.573748       0.234034        2.67974
       0.644242       0.987506       0.895085       0.579823       0.233688         2.6961
       0.659343       0.989409       0.903479        0.58597       0.233301        2.71216
       0.674444       0.991108       0.911714       0.592193       0.232875        2.72789
       0.689545       0.992608       0.919757       0.598537       0.232411        2.74331
       0.704646       0.993804       0.927363       0.607139       0.235802        2.76411
       0.719747         0.9946       0.934001       0.620333       0.247962         2.7969
       0.734848       0.995293        0.94005       0.633077       0.288973        2.85739
       0.749949        0.99441       0.945619       0.645385       0.272333        2.85775
       0.765051       0.996476       0.950644       0.657234       0.284643          2.889
       0.780152       0.996934       0.955222       0.668713       0.296815        2.91768
       0.795253       0.997333       0.959393       0.679802       0.308961        2.94549
       0.810354       0.997692       0.962229       0.680676       0.304249        2.94484
       0.825455       0.998041       0.964538       0.676763         0.2914        2.93074
       0.840556       0.998295       0.966807       0.672481       0.277893        2.91547
       0.855657        0.99856        0.96903       0.667851       0.264062         2.8995
       0.870758       0.998772       0.971203       0.662849       0.249783        2.88261
       0.885859       0.998966       0.973354       0.657451       0.235111        2.86488
        0.90096        0.99913        0.97514       0.652131       0.221362        2.84776
       0.916061       0.999059       0.974361       0.654017       0.226729        2.85417
       0.931162       0.998985       0.973486       0.655846       0.232051        2.86037
       0.946263       0.998908         0.9726       0.657624       0.237325        2.86646
       0.961364        0.99883       0.971704       0.659352       0.242548        2.87243
       0.976465       0.998748       0.970765       0.661031       0.247694        2.87824
       0.991566       0.998663       0.969851       0.662662       0.252807        2.88398
        1.00667         1.0937         0.9686       0.657924        0.24752        2.96774
        1.02177       0.998473       0.966739       0.644554       0.229004        2.83877
        1.03687       0.998387        0.96457       0.628897       0.210334        2.80219
        1.05197       0.998123       0.961873       0.615037       0.191646        2.76668
        1.06707       0.998005       0.958887       0.598769       0.173057        2.72872
        1.08217        0.99803       0.955548       0.581413       0.154709         2.6897
        1.09727        0.99799        0.95139       0.562914       0.136744        2.64904
        1.11237       0.998151       0.952931       0.559568       0.130519        2.64117
        1.12747       0.998367       0.955777       0.559712       0.126805        2.64066
        1.14258       0.998562       0.958565       0.559561       0.123098        2.63979
        1.15768       0.998737       0.961362       0.559666       0.119397        2.63916
        1.17278       0.998865       0.964015       0.560104       0.115706        2.63869
        1.18788       0.999007       0.966459       0.560221       0.112029        2.63772
        1.20298       0.999196       0.970599       0.565492       0.111494        2.64678
        1.21808       0.999518       0.979683       0.591202       0.124128        2.69453
        1.23318       0.999728       0.986334       0.615935       0.137563        2.73956
        1.24828       0.998604       0.991132       0.639684       0.151799        2.78122
        1.26338       0.999935       0.994447       0.662436       0.166887        2.82371
        1.27848       0.999971       0.996663       0.684171       0.182858        2.86366
        1.29359       0.999976       0.998075       0.704908       0.199745         2.9027
        1.30869        0.99998        0.99838       0.714065        0.21038         2.9228
        1.32379       0.999982       0.998167       0.715162       0.215924        2.92923
        1.33889       0.999983       0.997931        0.71621       0.221421        2.93555
        1.35399       0.999982       0.997672       0.717211       0.226897        2.94176
        1.36909        0.99998       0.997366       0.718164       0.232329        2.94784
        1.38419       0.999977       0.997051       0.719073       0.237747        2.95385
        1.39929       0.999971        0.99671       0.719937       0.243127        2.95975
        1.41439       0.999981        0.99745       0.719389       0.233752        2.95057
        1.42949       0.999983       0.998073        0.71862       0.223547        2.94022
         1.4446       0.999981       0.998568       0.717686       0.213209        2.92944
         1.4597        0.99998       0.998956       0.716581       0.202864        2.91838
         1.4748        1.00011       0.999389       0.715401       0.192559        2.90746
         1.4899        1.00007       0.999572       0.713839       0.182347        2.89583
          1.505        1.00004       0.999655       0.712696       0.175638        2.88803
         1.5201        1.00004       0.999655       0.712696       0.175638        2.88803
         1.5352        1.00004       0.999655       0.712696       0.175638        2.88803
         1.5503        1.00004       0.999655       0.712696       0.175638        2.88803
         1.5654        1.00004       0.999655       0.712696       0.175638        2.88803
        1.58051        1.00004       0.999655       0.712696       0.175638        2.88803
        1.59561        1.00004       0.999655       0.712696       0.175638        2.88803
        1.61071        1.00004       0.999655       0.712696       0.175638        2.88803
        1.62581        1.00004       0.999655       0.712696       0.175638        2.88803
        1.64091        1.00004       0.999655       0.712696       0.175638        2.88803
        1.65601        1.00004       0.999655       0.712696       0.175638        2.88803
        1.67111        1.00004       0.999655       0.712696       0.175638        2.88803
        1.68621        1.00004       0.999655       0.712696       0.175638        2.88803
        1.70131        1.00004       0.999655       0.712696       0.175638        2.88803
        1.71641        1.00004       0.999655       0.712696       0.175638        2.88803
        1.73152        1.00004       0.999655       0.712696       0.175638        2.88803
        1.74662        1.00004       0.999655       0.712696       0.175638        2.88803
        1.76172        1.00004       0.999655       0.712696       0.175638        2.88803
        1.77682        1.00004       0.999655       0.712696       0.175638        2.88803
        1.79192        1.00004       0.999655       0.712696       0.175638        2.88803
        1.80702        1.00004       0.999655       0.712696       0.175638        2.88803
        1.82212        1.00004       0.999655       0.712696       0.175638        2.88803
        1.83722        1.00004       0.999655       0.712696       0.175638        2.88803
        1.85232        1.00004       0.999655       0.712696       0.175638        2.88803
        1.86742        1.00004       0.999655       0.712696       0.175638        2.88803
        1.88253        1.00004       0.999655       0.712696       0.175638        2.88803
        1.89763        1.00004       0.999655       0.712696       0.175638        2.88803
        1.91273        1.00004       0.999655       0.712696       0.175638        2.88803
        1.92783        1.00004       0.999655       0.712696       0.175638        2.88803
        1.94293        1.00004       0.999655       0.712696       0.175638        2.88803
        1.95803        1.00004       0.999655       0.712696       0.175638        2.88803
        1.97313        1.00004       0.999655       0.712696       0.175638        2.88803
        1.98823        1.00004       0.999655       0.712696       0.175638        2.88803
        2.00333        1.00004       0.999655       0.712696       0.175638        2.88803
        2.01843        1.00004       0.999655       0.712696       0.175638        2.88803
        2.03354        1.00004       0.999655       0.712696       0.175638        2.88803
        2.04864        1.00004       0.999655       0.712696       0.175638        2.88803
        2.06374        1.00004       0.999655       0.712696       0.175638        2.88803
        2.07884        1.00004       0.999655       0.712696       0.175638        2.88803
        2.09394        1.00004       0.999655       0.712696       0.175638        2.88803
        2.10904        1.00004       0.999655       0.712696       0.175638        2.88803
        2.12414        1.00004       0.999655       0.712696       0.175638        2.88803
        2.13924        1.00004       0.999655       0.712696       0.175638        2.88803
        2.15434        1.00004       0.999655       0.712696       0.175638        2.88803
        2.16944        1.00004       0.999655       0.712696       0.175638        2.88803
        2.18455        1.00004       0.999655       0.712696       0.175638        2.88803
        2.19965        1.00004       0.999655       0.712696       0.175638        2.88803
        2.21475        1.00004       0.999655       0.712696       0.175638        2.88803
        2.22985        1.00004       0.999655       0.712696       0.175638        2.88803
        2.24495        1.00004       0.999655       0.712696       0.175638        2.88803
        2.26005        1.00004       0.999655       0.712696       0.175638        2.88803
        2.27515        1.00004       0.999655       0.712696       0.175638        2.88803
        2.29025        1.00004       0.999655       0.712696       0.175638        2.88803
        2.30535        1.00004       0.999655       0.712696       0.175638        2.88803
        2.32045        1.00004       0.999655       0.712696       0.175638        2.88803
        2.33556        1.00004       0.999655       0.712696       0.175638        2.88803
        2.35066        1.00004       0.999655       0.712696       0.175638        2.88803
        2.36576        1.00004       0.999655       0.712696       0.175638        2.88803
        2.38086        1.00004       0.999655       0.712696       0.175638        2.88803
        2.39596        1.00004       0.999655       0.712696       0.175638        2.88803
        2.41106        1.00004       0.999655       0.712696       0.175638        2.88803
        2.42616        1.00004       0.999655       0.712696       0.175638        2.88803
        2.44126        1.00004       0.999655       0.712696       0.175638        2.88803
        2.45636        1.00004       0.999655       0.712696       0.175638        2.88803
        2.47146        1.00004       0.999655       0.712696       0.175638        2.88803
        2.48657        1.00004       0.999655       0.712696       0.175638        2.88803
        2.50167        1.00004       0.999655       0.712696       0.175638        2.88803
        2.51677        1.00004       0.999655       0.712696       0.175638        2.88803
        2.53187        1.00004       0.999655       0.712696       0.175638        2.88803
        2.54697        1.00004       0.999655       0.712696       0.175638        2.88803
        2.56207        1.00004       0.999655       0.712696       0.175638        2.88803
        2.57717        1.00004       0.999655       0.712696       0.175638        2.88803
        2.59227        1.00004       0.999655       0.712696       0.175638        2.88803
        2.60737        1.00004       0.999655       0.712696       0.175638        2.88803
        2.62247        1.00004       0.999655       0.712696       0.175638        2.88803
        2.63758        1.00004       0.999655       0.712696       0.175638        2.88803
        2.65268        1.00004       0.999655       0.712696       0.175638        2.88803
        2.66778        1.00004       0.999655       0.712696       0.175638        2.88803
        2.68288        1.00004       0.999655       0.712696       0.175638        2.88803
        2.69798        1.00004       0.999655       0.712696       0.175638        2.88803
        2.71308        1.00004       0.999655       0.712696       0.175638        2.88803
        2.72818        1.00004       0.999655       0.712696       0.175638        2.88803
        2.74328        1.00004       0.999655       0.712696       0.175638        2.88803
        2.75838        1.00004       0.999655       0.712696       0.175638        2.88803
        2.77348        1.00004       0.999655       0.712696       0.175638        2.88803
        2.78859        1.00004       0.999655       0.712696       0.175638        2.88803
        2.80369        1.00004       0.999655       0.712696       0.175638        2.88803
        2.81879        1.00004       0.999655       0.712696       0.175638        2.88803
        2.83389        1.00004       0.999655       0.712696       0.175638        2.88803
        2.84899        1.00004       0.999655       0.712696       0.175638        2.88803
        2.86409        1.00004       0.999655       0.712696       0.175638        2.88803
        2.87919        1.00004       0.999655       0.712696       0.175638        2.88803
        2.89429        1.00004       0.999655       0.712696       0.175638        2.88803
        2.90939        1.00004       0.999655       0.712696       0.175638        2.88803
        2.92449        1.00004       0.999655       0.712696       0.175638        2.88803
         2.9396        1.00004       0.999655       0.712696       0.175638        2.88803
         2.9547        1.00004       0.999655       0.712696       0.175638        2.88803
         2.9698        1.00004       0.999655       0.712696       0.175638        2.88803
         2.9849        1.00004       0.999655       0.712696       0.175638        2.88803
            3.0        1.00004       0.999655       0.712696       0.175638        2.88803
