           IM.1            DS1            DS2            DS3            DS4          E(DS)
           0.01    1.55758e-15    6.10315e-18    2.24515e-23    2.68039e-21    1.56368e-15
       0.025101    1.75052e-08    6.02483e-11    7.13685e-16    2.62416e-15    1.75654e-08
       0.040202     1.0729e-05    5.81423e-08    1.99669e-12    1.68081e-12    1.07871e-05
       0.055303    0.000380207    3.60494e-06    3.33318e-10    1.17587e-10    0.000383812
       0.070404     0.00354842    5.95042e-05    1.40005e-08    2.82751e-09     0.00360794
      0.0855051      0.0155552    0.000447366    2.53058e-07    3.57821e-08      0.0160028
       0.100606      0.0425005     0.00197104    2.48142e-06    2.84819e-07      0.0444743
       0.115707      0.0801298     0.00485164    8.90889e-06    9.57964e-07      0.0849913
       0.130808        0.12926     0.00987542    2.53872e-05    2.61794e-06       0.139163
       0.145909       0.187032      0.0175763    6.10686e-05    6.13925e-06       0.204675
        0.16101        0.25011      0.0283056    0.000129177    1.28088e-05       0.278558
       0.176111       0.315373      0.0422142      0.0002463    2.43664e-05       0.357857
       0.191212       0.380231      0.0592649    0.000435843    4.30454e-05       0.439975
       0.206313       0.490898       0.102733     0.00129037    0.000131617       0.595053
       0.221414       0.627119        0.19526     0.00558295    0.000647036       0.828608
       0.236515       0.714962        0.29177      0.0158846     0.00219233        1.02481
       0.251616       0.770347       0.378951      0.0340508     0.00565899        1.18901
       0.266717       0.805442       0.451786      0.0599676      0.0119391        1.32913
       0.281818       0.828062       0.510376      0.0919108      0.0216367        1.45198
       0.296919       0.842715       0.556578       0.127499      0.0348796        1.56167
        0.31202       0.858564       0.588904       0.149991      0.0436949        1.64115
       0.327121       0.873269       0.616784       0.169041      0.0513031         1.7104
       0.342222       0.885812       0.642064       0.188161      0.0593587         1.7754
       0.357323        0.89653       0.664993        0.20722      0.0678093        1.83655
       0.372424       0.905823       0.685803       0.226113      0.0766047        1.89434
       0.387525       0.913842       0.704708       0.244751      0.0856933        1.94899
       0.402626       0.922305       0.723855       0.263122      0.0946391        2.00392
       0.417727       0.936179       0.750607       0.281615       0.101818        2.07022
       0.432828       0.948047       0.775628       0.300131       0.109006        2.13281
       0.447929       0.958139       0.799058        0.31869       0.116211         2.1921
        0.46303       0.966663       0.820931       0.337315       0.123442        2.24835
       0.478131       0.973747       0.841242       0.355981        0.13071        2.30168
       0.493232       0.979612       0.860208        0.37477       0.138027        2.35262
       0.508333       0.980619       0.865083       0.383871       0.143238        2.37281
       0.523434       0.978216       0.859384       0.385061       0.146703        2.36936
       0.538535       0.975662       0.853819       0.386227       0.150134        2.36584
       0.553636       0.972965       0.848295       0.387369       0.153584        2.36221
       0.568737       0.970132        0.84282       0.388488       0.157018        2.35846
       0.583838       0.967169       0.837399       0.389599       0.160457        2.35462
       0.598939       0.964085       0.832038        0.39066        0.16385        2.35063
        0.61404        0.96747       0.839112       0.393719       0.163394        2.36369
       0.629141        0.97112       0.847099       0.397016       0.162631        2.37787
       0.644242        0.97453       0.855046       0.400397       0.161827         2.3918
       0.659343       0.977694       0.862939       0.403867       0.161034        2.40553
       0.674444       0.980611        0.87085       0.407433        0.16023        2.41912
       0.689545       0.983279       0.878583       0.411099        0.15942        2.43238
       0.704646       0.985527       0.886428       0.418176       0.161339        2.45147
       0.719747       0.987167       0.894346       0.432555       0.169293        2.48336
       0.734848       0.988617       0.901771       0.446677       0.177309        2.51437
       0.749949       0.989956       0.908611       0.460627       0.185347        2.54454
       0.765051       0.991094       0.914957       0.474227       0.193402        2.57368
       0.780152       0.992103       0.920873       0.487564       0.201468        2.60201
       0.795253       0.993007       0.926377       0.500638        0.20961        2.62963
       0.810354       0.993716       0.929104       0.499185       0.205625        2.62763
       0.825455       0.994339       0.930623       0.490755       0.196156        2.61187
       0.840556       0.994917       0.932142       0.481872       0.186666         2.5956
       0.855657        0.99549       0.933501       0.472437       0.177093        2.57852
       0.870758       0.995994       0.934814       0.462473       0.167517         2.5608
       0.885859        0.99654       0.936038       0.451962       0.157985        2.54252
        0.90096       0.996931       0.937058       0.441854       0.149317        2.52516
       0.916061       0.996758       0.936489       0.445669       0.152681         2.5316
       0.931162        0.99658       0.935907       0.449413       0.156056        2.53796
       0.946263       0.996395       0.935313       0.453087       0.159418        2.54421
       0.961364       0.996123       0.934708       0.456691       0.162808        2.55033
       0.976465       0.995925       0.934091       0.460226       0.166205        2.55645
       0.991566        0.99572       0.933464       0.463692       0.169605        2.56248
        1.00667        1.09262       0.931484        0.45792       0.166277         2.6483
        1.02177       0.995236       0.927396       0.439945       0.154489        2.51707
        1.03687       0.995061       0.922853        0.42116       0.142814        2.48189
        1.05197       0.994595       0.917532       0.401568       0.131272        2.44497
        1.06707       0.994214        0.91169       0.381185        0.11993        2.40702
        1.08217       0.993938       0.905246       0.360037       0.108837        2.36806
        1.09727       0.993403       0.897681       0.338164      0.0980477         2.3273
        1.11237        0.99377       0.898264       0.332483      0.0944542        2.31897
        1.12747       0.994316       0.900763       0.330443      0.0924263        2.31795
        1.14258       0.994826       0.903243       0.328388      0.0904265        2.31688
        1.15768       0.995302       0.905702        0.32632      0.0884562        2.31578
        1.17278       0.995708       0.908156       0.324238      0.0865168        2.31462
        1.18788       0.996118       0.910563       0.322146      0.0846098        2.31344
        1.20298       0.996704       0.915639       0.325316      0.0846513        2.32231
        1.21808       0.997846       0.930792       0.350049      0.0926807        2.37137
        1.23318       0.998618       0.942873       0.374972        0.10102        2.41748
        1.24828       0.997832       0.953524       0.400025       0.109669        2.46105
        1.26338       0.999474       0.962455       0.425136       0.118628        2.50569
        1.27848       0.999684         0.9699       0.450232        0.12788         2.5477
        1.29359       0.999801       0.976014       0.475241       0.137491        2.58855
        1.30869        0.99983       0.977982       0.487619       0.143313        2.60874
        1.32379       0.999815       0.977456       0.490705       0.146214        2.61419
        1.33889       0.999798       0.976908       0.493734       0.149147        2.61959
        1.35399       0.999777       0.976338       0.496705        0.15211        2.62493
        1.36909       0.999753       0.975744       0.499616         0.1551        2.63021
        1.38419       0.999725       0.975129       0.502461       0.158123        2.63544
        1.39929       0.999694       0.974498       0.505256       0.161162        2.64061
        1.41439       0.999759       0.976037       0.501239       0.155892        2.63293
        1.42949        0.99981       0.977574       0.496718       0.150331        2.62443
         1.4446       0.999846       0.978992       0.492003        0.14492        2.61576
         1.4597       0.999875       0.980295       0.487092       0.139646        2.60691
         1.4748        1.00003       0.981637       0.482008       0.134531        2.59821
         1.4899        1.00001       0.982625       0.476912       0.129624        2.58917
          1.505       0.999987        0.98323       0.473256        0.12641        2.58288
         1.5201       0.999987        0.98323       0.473256        0.12641        2.58288
         1.5352       0.999987        0.98323       0.473256        0.12641        2.58288
         1.5503       0.999987        0.98323       0.473256        0.12641        2.58288
         1.5654       0.999987        0.98323       0.473256        0.12641        2.58288
        1.58051       0.999987        0.98323       0.473256        0.12641        2.58288
        1.59561       0.999987        0.98323       0.473256        0.12641        2.58288
        1.61071       0.999987        0.98323       0.473256        0.12641        2.58288
        1.62581       0.999987        0.98323       0.473256        0.12641        2.58288
        1.64091       0.999987        0.98323       0.473256        0.12641        2.58288
        1.65601       0.999987        0.98323       0.473256        0.12641        2.58288
        1.67111       0.999987        0.98323       0.473256        0.12641        2.58288
        1.68621       0.999987        0.98323       0.473256        0.12641        2.58288
        1.70131       0.999987        0.98323       0.473256        0.12641        2.58288
        1.71641       0.999987        0.98323       0.473256        0.12641        2.58288
        1.73152       0.999987        0.98323       0.473256        0.12641        2.58288
        1.74662       0.999987        0.98323       0.473256        0.12641        2.58288
        1.76172       0.999987        0.98323       0.473256        0.12641        2.58288
        1.77682       0.999987        0.98323       0.473256        0.12641        2.58288
        1.79192       0.999987        0.98323       0.473256        0.12641        2.58288
        1.80702       0.999987        0.98323       0.473256        0.12641        2.58288
        1.82212       0.999987        0.98323       0.473256        0.12641        2.58288
        1.83722       0.999987        0.98323       0.473256        0.12641        2.58288
        1.85232       0.999987        0.98323       0.473256        0.12641        2.58288
        1.86742       0.999987        0.98323       0.473256        0.12641        2.58288
        1.88253       0.999987        0.98323       0.473256        0.12641        2.58288
        1.89763       0.999987        0.98323       0.473256        0.12641        2.58288
        1.91273       0.999987        0.98323       0.473256        0.12641        2.58288
        1.92783       0.999987        0.98323       0.473256        0.12641        2.58288
        1.94293       0.999987        0.98323       0.473256        0.12641        2.58288
        1.95803       0.999987        0.98323       0.473256        0.12641        2.58288
        1.97313       0.999987        0.98323       0.473256        0.12641        2.58288
        1.98823       0.999987        0.98323       0.473256        0.12641        2.58288
        2.00333       0.999987        0.98323       0.473256        0.12641        2.58288
        2.01843       0.999987        0.98323       0.473256        0.12641        2.58288
        2.03354       0.999987        0.98323       0.473256        0.12641        2.58288
        2.04864       0.999987        0.98323       0.473256        0.12641        2.58288
        2.06374       0.999987        0.98323       0.473256        0.12641        2.58288
        2.07884       0.999987        0.98323       0.473256        0.12641        2.58288
        2.09394       0.999987        0.98323       0.473256        0.12641        2.58288
        2.10904       0.999987        0.98323       0.473256        0.12641        2.58288
        2.12414       0.999987        0.98323       0.473256        0.12641        2.58288
        2.13924       0.999987        0.98323       0.473256        0.12641        2.58288
        2.15434       0.999987        0.98323       0.473256        0.12641        2.58288
        2.16944       0.999987        0.98323       0.473256        0.12641        2.58288
        2.18455       0.999987        0.98323       0.473256        0.12641        2.58288
        2.19965       0.999987        0.98323       0.473256        0.12641        2.58288
        2.21475       0.999987        0.98323       0.473256        0.12641        2.58288
        2.22985       0.999987        0.98323       0.473256        0.12641        2.58288
        2.24495       0.999987        0.98323       0.473256        0.12641        2.58288
        2.26005       0.999987        0.98323       0.473256        0.12641        2.58288
        2.27515       0.999987        0.98323       0.473256        0.12641        2.58288
        2.29025       0.999987        0.98323       0.473256        0.12641        2.58288
        2.30535       0.999987        0.98323       0.473256        0.12641        2.58288
        2.32045       0.999987        0.98323       0.473256        0.12641        2.58288
        2.33556       0.999987        0.98323       0.473256        0.12641        2.58288
        2.35066       0.999987        0.98323       0.473256        0.12641        2.58288
        2.36576       0.999987        0.98323       0.473256        0.12641        2.58288
        2.38086       0.999987        0.98323       0.473256        0.12641        2.58288
        2.39596       0.999987        0.98323       0.473256        0.12641        2.58288
        2.41106       0.999987        0.98323       0.473256        0.12641        2.58288
        2.42616       0.999987        0.98323       0.473256        0.12641        2.58288
        2.44126       0.999987        0.98323       0.473256        0.12641        2.58288
        2.45636       0.999987        0.98323       0.473256        0.12641        2.58288
        2.47146       0.999987        0.98323       0.473256        0.12641        2.58288
        2.48657       0.999987        0.98323       0.473256        0.12641        2.58288
        2.50167       0.999987        0.98323       0.473256        0.12641        2.58288
        2.51677       0.999987        0.98323       0.473256        0.12641        2.58288
        2.53187       0.999987        0.98323       0.473256        0.12641        2.58288
        2.54697       0.999987        0.98323       0.473256        0.12641        2.58288
        2.56207       0.999987        0.98323       0.473256        0.12641        2.58288
        2.57717       0.999987        0.98323       0.473256        0.12641        2.58288
        2.59227       0.999987        0.98323       0.473256        0.12641        2.58288
        2.60737       0.999987        0.98323       0.473256        0.12641        2.58288
        2.62247       0.999987        0.98323       0.473256        0.12641        2.58288
        2.63758       0.999987        0.98323       0.473256        0.12641        2.58288
        2.65268       0.999987        0.98323       0.473256        0.12641        2.58288
        2.66778       0.999987        0.98323       0.473256        0.12641        2.58288
        2.68288       0.999987        0.98323       0.473256        0.12641        2.58288
        2.69798       0.999987        0.98323       0.473256        0.12641        2.58288
        2.71308       0.999987        0.98323       0.473256        0.12641        2.58288
        2.72818       0.999987        0.98323       0.473256        0.12641        2.58288
        2.74328       0.999987        0.98323       0.473256        0.12641        2.58288
        2.75838       0.999987        0.98323       0.473256        0.12641        2.58288
        2.77348       0.999987        0.98323       0.473256        0.12641        2.58288
        2.78859       0.999987        0.98323       0.473256        0.12641        2.58288
        2.80369       0.999987        0.98323       0.473256        0.12641        2.58288
        2.81879       0.999987        0.98323       0.473256        0.12641        2.58288
        2.83389       0.999987        0.98323       0.473256        0.12641        2.58288
        2.84899       0.999987        0.98323       0.473256        0.12641        2.58288
        2.86409       0.999987        0.98323       0.473256        0.12641        2.58288
        2.87919       0.999987        0.98323       0.473256        0.12641        2.58288
        2.89429       0.999987        0.98323       0.473256        0.12641        2.58288
        2.90939       0.999987        0.98323       0.473256        0.12641        2.58288
        2.92449       0.999987        0.98323       0.473256        0.12641        2.58288
         2.9396       0.999987        0.98323       0.473256        0.12641        2.58288
         2.9547       0.999987        0.98323       0.473256        0.12641        2.58288
         2.9698       0.999987        0.98323       0.473256        0.12641        2.58288
         2.9849       0.999987        0.98323       0.473256        0.12641        2.58288
            3.0       0.999987        0.98323       0.473256        0.12641        2.58288
