           IM.1            DS1          E(DS)
           0.01    1.58906e-08    1.58906e-08
       0.025101     5.8065e-07     5.8065e-07
       0.040202    3.30575e-06    3.30575e-06
       0.055303    1.06271e-05    1.06271e-05
       0.070404    2.60416e-05    2.60416e-05
      0.0855051    5.45279e-05    5.45279e-05
       0.100606    0.000102385    0.000102385
       0.115707    0.000150614    0.000150614
       0.130808    0.000209424    0.000209424
       0.145909    0.000279096    0.000279096
        0.16101    0.000359685    0.000359685
       0.176111    0.000451237    0.000451237
       0.191212    0.000553681    0.000553681
       0.206313    0.000735808    0.000735808
       0.221414     0.00106617     0.00106617
       0.236515      0.0014681      0.0014681
       0.251616     0.00194689     0.00194689
       0.266717     0.00250247     0.00250247
       0.281818     0.00313792     0.00313792
       0.296919     0.00385506     0.00385506
        0.31202     0.00444032     0.00444032
       0.327121     0.00499724     0.00499724
       0.342222     0.00557457     0.00557457
       0.357323     0.00617088     0.00617088
       0.372424     0.00678304     0.00678304
       0.387525     0.00741084     0.00741084
       0.402626     0.00796863     0.00796863
       0.417727     0.00809921     0.00809921
       0.432828     0.00829613     0.00829613
       0.447929     0.00846187     0.00846187
        0.46303     0.00862953     0.00862953
       0.478131      0.0087996      0.0087996
       0.493232     0.00897254     0.00897254
       0.508333     0.00917644     0.00917644
       0.523434     0.00940783     0.00940783
       0.538535     0.00964487     0.00964487
       0.553636     0.00988766     0.00988766
       0.568737      0.0101361      0.0101361
       0.583838      0.0103904      0.0103904
       0.598939      0.0106508      0.0106508
        0.61404      0.0109474      0.0109474
       0.629141       0.011264       0.011264
       0.644242      0.0115741      0.0115741
       0.659343      0.0118859      0.0118859
       0.674444      0.0121973      0.0121973
       0.689545      0.0125122      0.0125122
       0.704646       0.012863       0.012863
       0.719747      0.0132956      0.0132956
       0.734848      0.0137383      0.0137383
       0.749949      0.0141853      0.0141853
       0.765051      0.0146397      0.0146397
       0.780152      0.0151013      0.0151013
       0.795253      0.0155703      0.0155703
       0.810354      0.0155274      0.0155274
       0.825455      0.0152696      0.0152696
       0.840556      0.0150379      0.0150379
       0.855657      0.0148321      0.0148321
       0.870758      0.0146523      0.0146523
       0.885859      0.0145009      0.0145009
        0.90096       0.014404       0.014404
       0.916061      0.0147756      0.0147756
       0.931162       0.015174       0.015174
       0.946263      0.0156035      0.0156035
       0.961364      0.0160624      0.0160624
       0.976465      0.0165513      0.0165513
       0.991566      0.0170714      0.0170714
        1.00667      0.0168351      0.0168351
        1.02177      0.0156455      0.0156455
        1.03687      0.0145041      0.0145041
        1.05197      0.0134105      0.0134105
        1.06707       0.012364       0.012364
        1.08217      0.0113648      0.0113648
        1.09727      0.0104125      0.0104125
        1.11237      0.0105987      0.0105987
        1.12747       0.011047       0.011047
        1.14258      0.0115301      0.0115301
        1.15768        0.01204        0.01204
        1.17278      0.0125774      0.0125774
        1.18788      0.0131287      0.0131287
        1.20298      0.0136767      0.0136767
        1.21808      0.0139669      0.0139669
        1.23318      0.0142412      0.0142412
        1.24828      0.0145574      0.0145574
        1.26338      0.0148562      0.0148562
        1.27848      0.0151585      0.0151585
        1.29359      0.0154648      0.0154648
        1.30869      0.0161152      0.0161152
        1.32379      0.0170335      0.0170335
        1.33889      0.0179715      0.0179715
        1.35399      0.0189289      0.0189289
        1.36909      0.0199051      0.0199051
        1.38419      0.0208998      0.0208998
        1.39929      0.0219126      0.0219126
        1.41439      0.0208486      0.0208486
        1.42949      0.0197118      0.0197118
         1.4446      0.0186056      0.0186056
         1.4597      0.0175304      0.0175304
         1.4748      0.0164864      0.0164864
         1.4899      0.0154732      0.0154732
          1.505      0.0148129      0.0148129
         1.5201      0.0148129      0.0148129
         1.5352      0.0148129      0.0148129
         1.5503      0.0148129      0.0148129
         1.5654      0.0148129      0.0148129
        1.58051      0.0148129      0.0148129
        1.59561      0.0148129      0.0148129
        1.61071      0.0148129      0.0148129
        1.62581      0.0148129      0.0148129
        1.64091      0.0148129      0.0148129
        1.65601      0.0148129      0.0148129
        1.67111      0.0148129      0.0148129
        1.68621      0.0148129      0.0148129
        1.70131      0.0148129      0.0148129
        1.71641      0.0148129      0.0148129
        1.73152      0.0148129      0.0148129
        1.74662      0.0148129      0.0148129
        1.76172      0.0148129      0.0148129
        1.77682      0.0148129      0.0148129
        1.79192      0.0148129      0.0148129
        1.80702      0.0148129      0.0148129
        1.82212      0.0148129      0.0148129
        1.83722      0.0148129      0.0148129
        1.85232      0.0148129      0.0148129
        1.86742      0.0148129      0.0148129
        1.88253      0.0148129      0.0148129
        1.89763      0.0148129      0.0148129
        1.91273      0.0148129      0.0148129
        1.92783      0.0148129      0.0148129
        1.94293      0.0148129      0.0148129
        1.95803      0.0148129      0.0148129
        1.97313      0.0148129      0.0148129
