           IM.1         mean_x        sd_ln_x
           0.01      0.0149525      0.0230033
       0.025101      0.0375849      0.0577407
       0.040202      0.0603536      0.0924781
       0.055303      0.0833416       0.127215
       0.070404       0.106633       0.161953
      0.0855051       0.130314        0.19669
       0.100606       0.153986       0.229978
       0.115707       0.166253       0.228588
       0.130808       0.178514       0.227198
       0.145909       0.190767       0.225808
        0.16101       0.203012       0.224418
       0.176111        0.21525       0.223028
       0.191212       0.227482       0.221638
       0.206313       0.242112       0.222726
       0.221414       0.260121       0.227264
       0.236515       0.278171       0.231803
       0.251616       0.296265       0.236341
       0.266717       0.314404        0.24088
       0.281818       0.332589       0.245418
       0.296919        0.35082       0.249957
        0.31202       0.365734       0.259164
       0.327121       0.379892       0.269567
       0.342222       0.394167       0.279971
       0.357323       0.408566       0.290375
       0.372424       0.423092       0.300778
       0.387525       0.437752       0.311182
       0.402626       0.451057       0.317598
       0.417727       0.457344       0.305077
       0.432828       0.463648       0.292555
       0.447929       0.469971       0.280034
        0.46303       0.476319       0.267512
       0.478131       0.482693       0.254991
       0.493232       0.489097       0.242469
       0.508333       0.492166       0.239539
       0.523434       0.492516       0.244398
       0.538535       0.492878       0.249257
       0.553636       0.493252       0.254116
       0.568737       0.493637       0.258976
       0.583838       0.494035       0.263835
       0.598939       0.494444       0.268694
        0.61404       0.505147       0.266087
       0.629141       0.516612       0.262917
       0.644242       0.528062       0.259746
       0.659343       0.539499       0.256576
       0.674444       0.550923       0.253405
       0.689545       0.562333       0.250235
       0.704646       0.568715       0.249379
       0.719747       0.563809       0.253734
       0.734848       0.558902       0.258089
       0.749949       0.553994       0.262444
       0.765051       0.549084       0.266798
       0.780152       0.544173       0.271153
       0.795253       0.539259       0.275508
       0.810354       0.540541       0.278563
       0.825455       0.544671       0.281022
       0.840556        0.54881       0.283481
       0.855657       0.552957        0.28594
       0.870758       0.557114       0.288399
       0.885859        0.56128       0.290858
        0.90096       0.565373       0.292765
       0.916061       0.568285       0.286533
       0.931162       0.571206       0.280301
       0.946263       0.574138       0.274069
       0.961364        0.57708       0.267838
       0.976465       0.580033       0.261606
       0.991566       0.582997       0.255374
        1.00667       0.581285       0.249688
        1.02177       0.573667       0.244694
        1.03687       0.566081       0.239699
        1.05197       0.558527       0.234705
        1.06707       0.551003        0.22971
        1.08217        0.54351       0.224715
        1.09727       0.536046       0.219721
        1.11237       0.543583       0.205174
        1.12747       0.554487       0.188521
        1.14258        0.56547       0.171868
        1.15768       0.576542       0.155216
        1.17278       0.587713       0.138563
        1.18788       0.598992        0.12191
        1.20298       0.608598       0.108688
        1.21808       0.610973        0.10942
        1.23318       0.613349       0.110152
        1.24828       0.615725       0.110884
        1.26338       0.618102       0.111615
        1.27848        0.62048       0.112347
