           IM.1            DS1            DS2          E(DS)
           0.01    3.71381e-17     4.0922e-23    3.71382e-17
       0.025101    1.04369e-09    3.99851e-14    1.04373e-09
       0.040202    1.01444e-06    2.70304e-10    1.01471e-06
       0.055303    5.07574e-05     5.4376e-08    5.08118e-05
       0.070404    0.000637842    2.04187e-06    0.000639884
      0.0855051     0.00364879     2.8535e-05     0.00367732
       0.100606      0.0123845     0.00019919      0.0125837
       0.115707      0.0194051    0.000385659      0.0197907
       0.130808      0.0286401     0.00069146      0.0293316
       0.145909      0.0402501      0.0011628      0.0414129
        0.16101      0.0542993     0.00185256      0.0561519
       0.176111      0.0707731     0.00281859      0.0735917
       0.191212      0.0895644      0.0041143      0.0936788
       0.206313       0.109872     0.00583445       0.115707
       0.221414       0.130971     0.00803816       0.139009
       0.236515       0.153418      0.0107858       0.164204
       0.251616       0.176791      0.0141373       0.190929
       0.266717       0.201383      0.0181361       0.219519
       0.281818       0.226294      0.0228289       0.249123
       0.296919       0.251569      0.0282409        0.27981
        0.31202       0.267391      0.0311141       0.298506
       0.327121       0.280987      0.0333201       0.314307
       0.342222       0.294829       0.035638       0.330467
       0.357323       0.308904      0.0380725       0.346977
       0.372424       0.323193      0.0406288       0.363821
       0.387525       0.337684      0.0433122       0.380996
       0.402626        0.35234      0.0463032       0.398643
       0.417727       0.366959      0.0502931       0.417252
       0.432828       0.381497      0.0544726       0.435969
       0.447929       0.395935       0.058845        0.45478
        0.46303       0.410254      0.0633985       0.473653
       0.478131       0.424442      0.0681357       0.492578
       0.493232       0.438475      0.0730541       0.511529
       0.508333       0.448329      0.0775179       0.525847
       0.523434       0.454803      0.0815993       0.536402
       0.538535       0.461142      0.0858221       0.546964
       0.553636       0.467345      0.0901007       0.557446
       0.568737       0.473412      0.0945106       0.567922
       0.583838       0.479339      0.0990106        0.57835
       0.598939       0.485128       0.103613       0.588741
        0.61404       0.483535         0.1009       0.584435
       0.629141       0.481347      0.0976974       0.579044
       0.644242       0.479113      0.0945487       0.573662
       0.659343       0.476835      0.0914966       0.568332
       0.674444       0.474512      0.0884835       0.562996
       0.689545       0.472147      0.0855439       0.557691
       0.704646       0.470319      0.0836763       0.553996
       0.719747       0.469784       0.084078       0.553862
       0.734848       0.469253      0.0844847       0.553737
       0.749949       0.468725      0.0848962       0.553621
       0.765051       0.468201      0.0853126       0.553514
