           IM.1         mean_x        sd_ln_x
           0.01    0.000159499      0.0232995
       0.025101    0.000400936      0.0584842
       0.040202    0.000643864      0.0936689
       0.055303    0.000889191       0.128854
       0.070404     0.00113784       0.164038
      0.0855051     0.00139076       0.199223
       0.100606     0.00164644       0.233136
       0.115707     0.00184613       0.236643
       0.130808     0.00204617       0.240151
       0.145909     0.00224658       0.243658
        0.16101     0.00244735       0.247165
       0.176111      0.0026485       0.250672
       0.191212     0.00285003       0.254179
       0.206313     0.00315102       0.284697
       0.221414     0.00361273       0.352814
       0.236515     0.00411223       0.420931
       0.251616     0.00465739       0.489048
       0.266717     0.00525713       0.557165
       0.281818     0.00592167       0.625282
       0.296919     0.00666279       0.693399
        0.31202     0.00709586       0.708683
       0.327121     0.00743741       0.710425
       0.342222     0.00777982       0.712167
       0.357323      0.0081231       0.713909
       0.372424     0.00846724       0.715651
       0.387525     0.00881225       0.717393
       0.402626     0.00917637        0.72355
       0.417727        0.00964        0.75068
       0.432828      0.0101261        0.77781
       0.447929      0.0106361       0.804939
        0.46303      0.0111717       0.832069
       0.478131      0.0117347       0.859199
       0.493232      0.0123268       0.886328
       0.508333      0.0126537       0.900789
       0.523434      0.0127478       0.904962
       0.538535      0.0128426       0.909134
       0.553636      0.0129382       0.913307
       0.568737      0.0130345       0.917479
       0.583838      0.0131316       0.921652
       0.598939      0.0132295       0.925824
        0.61404      0.0132338       0.928816
       0.629141       0.013231       0.931718
       0.644242      0.0132282       0.934621
       0.659343      0.0132254       0.937523
       0.674444      0.0132226       0.940425
       0.689545      0.0132198       0.943328
       0.704646      0.0133817       0.949738
       0.719747      0.0139239        0.96404
       0.734848      0.0144816       0.978343
       0.749949      0.0150552       0.992645
       0.765051      0.0156454        1.00695
       0.780152      0.0162528        1.02125
       0.795253       0.016878        1.03555
       0.810354      0.0182282        1.02224
       0.825455      0.0198317       0.996271
       0.840556      0.0213545         0.9703
       0.855657      0.0228033       0.944329
       0.870758      0.0241843       0.918359
       0.885859      0.0255035       0.892388
        0.90096      0.0266001       0.867997
       0.916061      0.0252234       0.866898
       0.931162      0.0238493       0.865798
       0.946263      0.0224779       0.864698
       0.961364       0.021109       0.863599
       0.976465      0.0197428       0.862499
       0.991566      0.0183791         0.8614
        1.00667      0.0171999        0.85034
        1.02177      0.0162803       0.826678
        1.03687      0.0153988       0.803017
        1.05197      0.0145532       0.779356
        1.06707      0.0137413       0.755694
        1.08217      0.0129613       0.732033
        1.09727       0.012211       0.708372
        1.11237      0.0127019       0.703861
        1.12747      0.0134623       0.703572
        1.14258      0.0142224       0.703282
        1.15768      0.0149822       0.702992
        1.17278      0.0157417       0.702703
        1.18788      0.0165009       0.702413
        1.20298      0.0171152       0.706195
        1.21808      0.0171434       0.726539
        1.23318       0.017176       0.746884
        1.24828      0.0172127       0.767228
        1.26338      0.0172536       0.787573
        1.27848      0.0172985       0.807917
        1.29359      0.0173475       0.828262
        1.30869      0.0182703       0.792818
        1.32379      0.0197274       0.716182
        1.33889      0.0210866       0.639546
        1.35399      0.0223887        0.56291
        1.36909      0.0236695       0.486274
        1.38419      0.0249606       0.409638
        1.39929      0.0262917       0.333001
        1.41439      0.0266173       0.318565
        1.42949      0.0268931       0.307184
         1.4446      0.0271701       0.295803
         1.4597      0.0274484       0.284422
         1.4748      0.0277283       0.273041
         1.4899      0.0280097        0.26166
          1.505      0.0281988       0.254047
         1.5201      0.0281988       0.254047
         1.5352      0.0281988       0.254047
         1.5503      0.0281988       0.254047
         1.5654      0.0281988       0.254047
        1.58051      0.0281988       0.254047
        1.59561      0.0281988       0.254047
        1.61071      0.0281988       0.254047
        1.62581      0.0281988       0.254047
        1.64091      0.0281988       0.254047
        1.65601      0.0281988       0.254047
        1.67111      0.0281988       0.254047
        1.68621      0.0281988       0.254047
        1.70131      0.0281988       0.254047
        1.71641      0.0281988       0.254047
        1.73152      0.0281988       0.254047
        1.74662      0.0281988       0.254047
        1.76172      0.0281988       0.254047
        1.77682      0.0281988       0.254047
        1.79192      0.0281988       0.254047
        1.80702      0.0281988       0.254047
        1.82212      0.0281988       0.254047
        1.83722      0.0281988       0.254047
        1.85232      0.0281988       0.254047
        1.86742      0.0281988       0.254047
        1.88253      0.0281988       0.254047
        1.89763      0.0281988       0.254047
        1.91273      0.0281988       0.254047
        1.92783      0.0281988       0.254047
        1.94293      0.0281988       0.254047
        1.95803      0.0281988       0.254047
        1.97313      0.0281988       0.254047
        1.98823      0.0281988       0.254047
        2.00333      0.0281988       0.254047
        2.01843      0.0281988       0.254047
        2.03354      0.0281988       0.254047
        2.04864      0.0281988       0.254047
        2.06374      0.0281988       0.254047
        2.07884      0.0281988       0.254047
        2.09394      0.0281988       0.254047
        2.10904      0.0281988       0.254047
        2.12414      0.0281988       0.254047
        2.13924      0.0281988       0.254047
        2.15434      0.0281988       0.254047
        2.16944      0.0281988       0.254047
        2.18455      0.0281988       0.254047
        2.19965      0.0281988       0.254047
        2.21475      0.0281988       0.254047
        2.22985      0.0281988       0.254047
        2.24495      0.0281988       0.254047
        2.26005      0.0281988       0.254047
        2.27515      0.0281988       0.254047
        2.29025      0.0281988       0.254047
        2.30535      0.0281988       0.254047
        2.32045      0.0281988       0.254047
        2.33556      0.0281988       0.254047
        2.35066      0.0281988       0.254047
        2.36576      0.0281988       0.254047
        2.38086      0.0281988       0.254047
        2.39596      0.0281988       0.254047
        2.41106      0.0281988       0.254047
        2.42616      0.0281988       0.254047
        2.44126      0.0281988       0.254047
        2.45636      0.0281988       0.254047
        2.47146      0.0281988       0.254047
        2.48657      0.0281988       0.254047
        2.50167      0.0281988       0.254047
        2.51677      0.0281988       0.254047
        2.53187      0.0281988       0.254047
        2.54697      0.0281988       0.254047
        2.56207      0.0281988       0.254047
        2.57717      0.0281988       0.254047
        2.59227      0.0281988       0.254047
        2.60737      0.0281988       0.254047
        2.62247      0.0281988       0.254047
        2.63758      0.0281988       0.254047
        2.65268      0.0281988       0.254047
        2.66778      0.0281988       0.254047
        2.68288      0.0281988       0.254047
        2.69798      0.0281988       0.254047
        2.71308      0.0281988       0.254047
        2.72818      0.0281988       0.254047
        2.74328      0.0281988       0.254047
        2.75838      0.0281988       0.254047
        2.77348      0.0281988       0.254047
        2.78859      0.0281988       0.254047
        2.80369      0.0281988       0.254047
        2.81879      0.0281988       0.254047
        2.83389      0.0281988       0.254047
        2.84899      0.0281988       0.254047
        2.86409      0.0281988       0.254047
        2.87919      0.0281988       0.254047
        2.89429      0.0281988       0.254047
        2.90939      0.0281988       0.254047
        2.92449      0.0281988       0.254047
         2.9396      0.0281988       0.254047
         2.9547      0.0281988       0.254047
         2.9698      0.0281988       0.254047
         2.9849      0.0281988       0.254047
            3.0      0.0281988       0.254047
