           IM.1         mean_x        sd_ln_x
           0.01    1.57268e-20        7.46846
       0.025101    3.34114e-11        5.85229
       0.040202     3.2687e-07        5.00573
       0.055303    8.46769e-05        4.41603
       0.070404     0.00393825        3.95792
      0.0855051      0.0672823        3.58228
       0.100606       0.579523        3.26923
       0.115707        1.80544        3.09159
       0.130808        4.75843        2.93196
       0.145909         10.962        2.78758
        0.16101        22.6454        2.65616
       0.176111        42.7178        2.53609
       0.191212        74.6268         2.4263
       0.206313        135.077        2.30527
       0.221414        256.955        2.16955
       0.236515        446.237        2.04886
       0.251616        716.319         1.9425
       0.266717        1075.79        1.84924
       0.281818        1527.93        1.76753
       0.296919        2071.16        1.69579
        0.31202        3069.04        1.60139
       0.327121        4348.66        1.51615
       0.342222        5781.28        1.44535
       0.357323        7321.92        1.38551
       0.372424        8926.68        1.33469
       0.387525        10560.2         1.2912
       0.402626        12399.6        1.24713
       0.417727        15153.3        1.18787
       0.432828        17791.1        1.13896
       0.447929        20278.9        1.09847
        0.46303        22601.9        1.06444
       0.478131        24755.4        1.03552
       0.493232        26742.7        1.01068
       0.508333        27829.5       0.997138
       0.523434        28274.3       0.990871
       0.538535        28711.4       0.984781
       0.553636        29141.2       0.978862
       0.568737        29563.6       0.973104
       0.583838        29978.9       0.967503
       0.598939        30387.3        0.96205
        0.61404        33135.7       0.924162
       0.629141        35831.4       0.887779
       0.644242        38255.9       0.856806
       0.659343        40474.2        0.82938
       0.674444        42516.7        0.80481
       0.689545        44408.3       0.782565
       0.704646        45875.1        0.76571
       0.719747        46621.9       0.757481
       0.734848        47344.0       0.749586
       0.749949        48042.8       0.742002
       0.765051        48719.6        0.73471
       0.780152        49375.9       0.727677
       0.795253        50011.8       0.720914
       0.810354        49759.0        0.72355
       0.825455        49085.8       0.730666
       0.840556        48389.9       0.738067
       0.855657        47669.8       0.745781
       0.870758        46924.1       0.753833
       0.885859        46151.3       0.762248
        0.90096        45455.5       0.769745
       0.916061        46309.3       0.757987
       0.931162        47157.0       0.746352
       0.946263        47999.7        0.73482
       0.961364        48837.9       0.723393
       0.976465        49672.4       0.712053
       0.991566        50504.1       0.700791
        1.00667        51932.2       0.679843
        1.02177        54178.4       0.645856
        1.03687        56498.1       0.611176
        1.05197        58859.0       0.576478
        1.06707        61203.0       0.543057
