           IM.1            DS1            DS2            DS3            DS4          E(DS)
           0.01    1.75907e-06     3.4655e-09    1.86319e-12    2.70785e-16    1.76254e-06
       0.025101    0.000981559    1.08331e-05     3.3655e-08     2.8881e-11    0.000992425
       0.040202      0.0106973    0.000284546    2.20657e-06    4.85039e-09      0.0109841
       0.055303      0.0391738      0.0018877    2.76134e-05     1.1813e-07      0.0410893
       0.070404      0.0883675     0.00665321    0.000159133    1.15343e-06       0.095181
      0.0855051        0.15316      0.0164316    0.000588242    6.64441e-06       0.170187
       0.100606       0.224943      0.0320101     0.00160031    2.63297e-05        0.25858
       0.115707       0.263225      0.0418493     0.00235297     4.3657e-05       0.307471
       0.130808       0.302252      0.0530494     0.00332363    6.89077e-05       0.358694
       0.145909       0.340628      0.0655294     0.00453868    0.000104322       0.410801
        0.16101       0.378204      0.0791919     0.00602196    0.000152411        0.46357
       0.176111       0.414692      0.0939303     0.00779479    0.000215936       0.516633
       0.191212       0.449891       0.109649     0.00987601    0.000297771       0.569714
       0.206313       0.483735       0.127414      0.0126474    0.000426524       0.624223
       0.221414       0.515605       0.147838      0.0165513    0.000650263       0.680645
       0.236515       0.545065       0.169109      0.0212413    0.000968436       0.736384
       0.251616       0.572122       0.190979      0.0267704     0.00141012       0.791281
       0.266717       0.596866       0.213205      0.0331751     0.00200846       0.845255
       0.281818       0.619422       0.235574      0.0404485     0.00280112       0.898246
       0.296919       0.639964       0.257768      0.0485949     0.00382824       0.950155
        0.31202       0.653748       0.269832      0.0523768     0.00425553       0.980212
       0.327121       0.666218       0.279423      0.0549651     0.00449516         1.0051
       0.342222       0.678287        0.28906      0.0576173     0.00474292        1.02971
       0.357323       0.690038       0.298735      0.0603344     0.00499991        1.05411
       0.372424       0.701473       0.308445      0.0631164     0.00526494         1.0783
       0.387525       0.712596       0.318183      0.0659646     0.00553901        1.10228
       0.402626       0.724314       0.329274      0.0695654     0.00593329        1.12909
       0.417727       0.738478       0.346484      0.0766085     0.00691823        1.16849
       0.432828       0.751804       0.363413      0.0839441      0.0080094        1.20717
       0.447929       0.764355       0.380011      0.0915403     0.00921123        1.24512
        0.46303       0.776064       0.396257      0.0993918      0.0105275        1.28224
       0.478131       0.787017       0.412131       0.107448      0.0119625        1.31856
       0.493232       0.797263        0.42762       0.115706      0.0135174        1.35411
       0.508333       0.801244       0.433502       0.118807      0.0141007        1.36765
       0.523434       0.800522        0.43181       0.117615      0.0138252        1.36377
       0.538535       0.799791        0.43011       0.116428      0.0135538        1.35988
       0.553636        0.79905       0.428402       0.115246      0.0132869        1.35598
       0.568737       0.798299       0.426686       0.114068      0.0130238        1.35208
       0.583838       0.797539       0.424962       0.112896      0.0127646        1.34816
       0.598939       0.796769       0.423229       0.111728      0.0125094        1.34424
        0.61404       0.798906       0.425771       0.112756      0.0126482        1.35008
       0.629141        0.80124       0.428631       0.113954      0.0128196        1.35664
       0.644242       0.803551       0.431486       0.115158      0.0129915        1.36319
       0.659343        0.80584       0.434275       0.116367      0.0131648        1.36965
       0.674444       0.808106       0.437115       0.117581      0.0133395        1.37614
       0.689545       0.810349        0.43995         0.1188      0.0135156        1.38262
       0.704646       0.811708       0.442082       0.119951      0.0137301        1.38747
       0.719747       0.811114       0.442638       0.120949      0.0140331        1.38873
       0.734848       0.810512       0.443192       0.121955      0.0143428           1.39
       0.749949       0.809903       0.443745       0.122971      0.0146605        1.39128
       0.765051       0.809286       0.444331       0.123996      0.0149856         1.3926
       0.780152       0.808661       0.444873        0.12503      0.0153181        1.39388
       0.795253        0.80803       0.445412       0.126073      0.0156581        1.39517
       0.810354       0.810917       0.448741       0.127364      0.0158161        1.40284
       0.825455       0.815363       0.453321       0.128784      0.0158912        1.41336
       0.840556        0.81974       0.457943       0.130225        0.01597        1.42388
       0.855657       0.824047       0.462578        0.13169      0.0160527        1.43437
       0.870758       0.828283       0.467226       0.133177      0.0161395        1.44483
       0.885859       0.832448       0.471974       0.134689      0.0162307        1.45534
        0.90096       0.836091       0.475966       0.135868      0.0162638        1.46419
       0.916061       0.833006       0.469754       0.131808      0.0153924        1.44996
       0.931162       0.829815       0.463449       0.127785      0.0145511         1.4356
       0.946263       0.826513       0.457052       0.123801      0.0137441        1.42111
       0.961364       0.823096       0.450562       0.119857      0.0129686        1.40648
       0.976465       0.819564       0.443981       0.115957      0.0122244        1.39173
       0.991566       0.815906       0.437309       0.112101       0.011511        1.37683
        1.00667       0.816004       0.436379        0.11089      0.0112013        1.37447
        1.02177       0.822145        0.44281       0.113008      0.0113777        1.38934
        1.03687       0.827653       0.449251       0.115172      0.0115618        1.40364
        1.05197       0.833015         0.4557       0.117383      0.0117541        1.41785
        1.06707        0.83824       0.462251        0.11964      0.0119551        1.43209
        1.08217       0.843323       0.468694       0.121945      0.0121659        1.44613
        1.09727       0.848566       0.475132       0.124301      0.0123862        1.46039
        1.11237       0.847744       0.475724       0.125367       0.012676        1.46151
        1.12747       0.845992       0.474903       0.126184      0.0129973        1.46008
        1.14258       0.844001       0.474194       0.127043      0.0133376        1.45858
        1.15768        0.84212       0.473498       0.127943      0.0136973        1.45726
        1.17278       0.840197       0.472811       0.128884      0.0140766        1.45597
        1.18788       0.838234       0.472135       0.129865      0.0144757        1.45471
        1.20298       0.837183       0.472209       0.130623      0.0147336        1.45475
        1.21808       0.841528       0.475312       0.130379      0.0143615        1.46158
        1.23318       0.845507       0.478461       0.130214      0.0140196         1.4682
        1.24828       0.849376       0.481646        0.13013      0.0137082        1.47486
        1.26338        0.85326       0.484988       0.130131      0.0134274        1.48181
        1.27848       0.857114       0.488207       0.130222      0.0131777        1.48872
        1.29359       0.860428        0.49158       0.130429      0.0129586         1.4954
        1.30869       0.862852       0.496266       0.132454      0.0131847        1.50476
        1.32379       0.866537       0.502007       0.135672      0.0137366        1.51795
        1.33889       0.869447       0.507699       0.138968      0.0143013        1.53042
        1.35399       0.872298       0.513347       0.142287      0.0148809        1.54281
        1.36909       0.875097       0.518665       0.145577      0.0154756        1.55482
        1.38419       0.877432       0.524146        0.14893       0.016084        1.56659
        1.39929       0.880027       0.529572       0.152301      0.0167084        1.57861
        1.41439       0.872244       0.520245       0.150213      0.0169293        1.55963
        1.42949       0.863552       0.510429       0.148221       0.017244        1.53945
         1.4446       0.854295       0.500748       0.146566      0.0176716        1.51928
         1.4597       0.844409       0.491232       0.145208      0.0182001        1.49905
         1.4748       0.834297       0.481862       0.144128       0.018828        1.47911
         1.4899       0.823648       0.472794       0.143284      0.0195216        1.45925
          1.505       0.816316       0.466861       0.142824      0.0200734        1.44607
         1.5201       0.816316       0.466861       0.142824      0.0200734        1.44607
         1.5352       0.816316       0.466861       0.142824      0.0200734        1.44607
         1.5503       0.816316       0.466861       0.142824      0.0200734        1.44607
         1.5654       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.58051       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.59561       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.61071       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.62581       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.64091       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.65601       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.67111       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.68621       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.70131       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.71641       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.73152       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.74662       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.76172       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.77682       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.79192       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.80702       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.82212       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.83722       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.85232       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.86742       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.88253       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.89763       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.91273       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.92783       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.94293       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.95803       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.97313       0.816316       0.466861       0.142824      0.0200734        1.44607
        1.98823       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.00333       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.01843       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.03354       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.04864       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.06374       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.07884       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.09394       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.10904       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.12414       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.13924       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.15434       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.16944       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.18455       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.19965       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.21475       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.22985       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.24495       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.26005       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.27515       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.29025       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.30535       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.32045       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.33556       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.35066       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.36576       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.38086       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.39596       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.41106       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.42616       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.44126       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.45636       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.47146       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.48657       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.50167       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.51677       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.53187       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.54697       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.56207       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.57717       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.59227       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.60737       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.62247       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.63758       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.65268       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.66778       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.68288       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.69798       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.71308       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.72818       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.74328       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.75838       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.77348       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.78859       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.80369       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.81879       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.83389       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.84899       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.86409       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.87919       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.89429       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.90939       0.816316       0.466861       0.142824      0.0200734        1.44607
        2.92449       0.816316       0.466861       0.142824      0.0200734        1.44607
         2.9396       0.816316       0.466861       0.142824      0.0200734        1.44607
         2.9547       0.816316       0.466861       0.142824      0.0200734        1.44607
         2.9698       0.816316       0.466861       0.142824      0.0200734        1.44607
         2.9849       0.816316       0.466861       0.142824      0.0200734        1.44607
            3.0       0.816316       0.466861       0.142824      0.0200734        1.44607
