           IM.1            DS1          E(DS)
           0.01    1.07057e-13    1.07057e-13
       0.025101     4.3121e-09     4.3121e-09
       0.040202    4.84957e-07    4.84957e-07
       0.055303    9.34771e-06    9.34771e-06
       0.070404    7.65777e-05    7.65777e-05
      0.0855051    0.000374435    0.000374435
       0.100606      0.0012726      0.0012726
       0.115707     0.00251828     0.00251828
       0.130808     0.00443535     0.00443535
       0.145909     0.00714928     0.00714928
        0.16101      0.0107619      0.0107619
       0.176111       0.015338       0.015338
       0.191212      0.0209111      0.0209111
       0.206313      0.0284628      0.0284628
       0.221414      0.0388362      0.0388362
       0.236515      0.0507646      0.0507646
       0.251616      0.0640996      0.0640996
       0.266717      0.0786722      0.0786722
       0.281818      0.0943086      0.0943086
       0.296919       0.110832       0.110832
        0.31202       0.122373       0.122373
       0.327121       0.132779       0.132779
       0.342222       0.143469       0.143469
       0.357323       0.154439       0.154439
       0.372424       0.165684       0.165684
       0.387525       0.177201       0.177201
       0.402626       0.187858       0.187858
       0.417727         0.1933         0.1933
       0.432828       0.198783       0.198783
       0.447929       0.204307       0.204307
        0.46303       0.209871       0.209871
       0.478131       0.215507       0.215507
       0.493232       0.221141       0.221141
       0.508333       0.227333       0.227333
       0.523434       0.233953       0.233953
       0.538535       0.240562       0.240562
       0.553636       0.247157       0.247157
       0.568737       0.253731       0.253731
       0.583838        0.26028        0.26028
       0.598939       0.266803       0.266803
        0.61404       0.277032       0.277032
       0.629141       0.287523       0.287523
       0.644242       0.297952       0.297952
       0.659343       0.308367       0.308367
       0.674444       0.318724       0.318724
       0.689545        0.32903        0.32903
       0.704646       0.335262       0.335262
       0.719747       0.332472       0.332472
       0.734848        0.32963        0.32963
       0.749949       0.326802       0.326802
       0.765051       0.324001       0.324001
       0.780152       0.321194       0.321194
       0.795253       0.318408       0.318408
       0.810354       0.321548       0.321548
       0.825455       0.327386       0.327386
       0.840556       0.333209       0.333209
       0.855657       0.339016       0.339016
       0.870758       0.344805       0.344805
       0.885859       0.350576       0.350576
        0.90096       0.356357       0.356357
       0.916061       0.362589       0.362589
       0.931162       0.368774       0.368774
       0.946263       0.374922       0.374922
       0.961364       0.381087       0.381087
       0.976465       0.387237       0.387237
       0.991566       0.393379       0.393379
        1.00667       0.393132       0.393132
        1.02177        0.38482        0.38482
        1.03687       0.376514       0.376514
        1.05197       0.368211       0.368211
        1.06707       0.359916       0.359916
        1.08217       0.351647       0.351647
        1.09727       0.343376       0.343376
        1.11237       0.339017       0.339017
        1.12747       0.335526       0.335526
        1.14258       0.332027       0.332027
        1.15768        0.32852        0.32852
        1.17278       0.325009       0.325009
        1.18788       0.321496       0.321496
        1.20298       0.320525       0.320525
        1.21808       0.329875       0.329875
        1.23318       0.339196       0.339196
        1.24828       0.348483       0.348483
        1.26338       0.357733       0.357733
        1.27848       0.366941       0.366941
        1.29359       0.376118       0.376118
        1.30869       0.382115       0.382115
        1.32379       0.385846       0.385846
        1.33889       0.389642       0.389642
        1.35399       0.393498       0.393498
        1.36909       0.397439       0.397439
        1.38419        0.40139        0.40139
        1.39929       0.405436       0.405436
        1.41439       0.408482       0.408482
        1.42949       0.411522       0.411522
         1.4446       0.414511       0.414511
         1.4597       0.417503       0.417503
         1.4748       0.420482       0.420482
