            EDP         mean_x        sd_ln_x
          0.032       0.635274        2.94146
      0.0320025       0.635586        2.94139
      0.0320051       0.635897        2.94131
      0.0320076       0.636208        2.94123
      0.0320101       0.636519        2.94115
      0.0320126       0.636831        2.94107
      0.0320152       0.637143        2.94099
      0.0320177       0.637454        2.94091
      0.0320202       0.637766        2.94083
      0.0320227       0.638078        2.94075
      0.0320253        0.63839        2.94068
      0.0320278       0.638703         2.9406
      0.0320303       0.639015        2.94052
      0.0320328       0.639328        2.94044
      0.0320354        0.63964        2.94036
      0.0320379       0.639953        2.94028
      0.0320404       0.640266         2.9402
      0.0320429       0.640579        2.94013
      0.0320455       0.640892        2.94005
       0.032048       0.641205        2.93997
      0.0320505       0.641518        2.93989
       0.032053       0.641832        2.93981
      0.0320556       0.642145        2.93973
      0.0320581       0.642459        2.93965
      0.0320606       0.642773        2.93957
      0.0320631       0.643087         2.9395
      0.0320657       0.643401        2.93942
      0.0320682       0.643715        2.93934
      0.0320707       0.644029        2.93926
      0.0320732       0.644343        2.93918
      0.0320758       0.644658         2.9391
      0.0320783       0.644973        2.93902
      0.0320808       0.645287        2.93895
      0.0320833       0.645602        2.93887
      0.0320859       0.645917        2.93879
      0.0320884       0.646232        2.93871
      0.0320909       0.646547        2.93863
      0.0320934       0.646863        2.93855
       0.032096       0.647178        2.93847
      0.0320985       0.647494         2.9384
       0.032101       0.647809        2.93832
      0.0321035       0.648125        2.93824
      0.0321061       0.648441        2.93816
      0.0321086       0.648757        2.93808
      0.0321111       0.649073          2.938
      0.0321136        0.64939        2.93792
      0.0321162       0.649706        2.93785
      0.0321187       0.650023        2.93777
      0.0321212       0.650339        2.93769
      0.0321237       0.650656        2.93761
      0.0321263       0.650973        2.93753
      0.0321288        0.65129        2.93745
      0.0321313       0.651607        2.93738
      0.0321338       0.651924         2.9373
      0.0321364       0.652242        2.93722
      0.0321389       0.652559        2.93714
      0.0321414       0.652877        2.93706
      0.0321439       0.653194        2.93698
      0.0321465       0.653512         2.9369
       0.032149        0.65383        2.93683
      0.0321515       0.654148        2.93675
       0.032154       0.654466        2.93667
      0.0321566       0.654785        2.93659
      0.0321591       0.655103        2.93651
      0.0321616       0.655422        2.93643
      0.0321641        0.65574        2.93636
      0.0321667       0.656059        2.93628
      0.0321692       0.656378         2.9362
      0.0321717       0.656697        2.93612
      0.0321742       0.657016        2.93604
      0.0321768       0.657336        2.93596
      0.0321793       0.657655        2.93589
      0.0321818       0.657974        2.93581
      0.0321843       0.658294        2.93573
      0.0321869       0.658614        2.93565
      0.0321894       0.658934        2.93557
      0.0321919       0.659254        2.93549
      0.0321944       0.659574        2.93542
       0.032197       0.659894        2.93534
      0.0321995       0.660214        2.93526
       0.032202       0.660535        2.93518
      0.0322045       0.660855         2.9351
      0.0322071       0.661176        2.93503
      0.0322096       0.661497        2.93495
      0.0322121       0.661818        2.93487
      0.0322146       0.662139        2.93479
      0.0322172        0.66246        2.93471
      0.0322197       0.662782        2.93463
      0.0322222       0.663103        2.93456
      0.0322247       0.663425        2.93448
      0.0322273       0.663746         2.9344
      0.0322298       0.664068        2.93432
      0.0322323        0.66439        2.93424
      0.0322348       0.664712        2.93416
      0.0322374       0.665034        2.93409
      0.0322399       0.665356        2.93401
      0.0322424       0.665679        2.93393
      0.0322449       0.666001        2.93385
      0.0322475       0.666324        2.93377
        0.03225       0.666647         2.9337
      0.0322525        0.66697        2.93362
      0.0322551       0.667293        2.93354
      0.0322576       0.667616        2.93346
      0.0322601       0.667939        2.93338
      0.0322626       0.668262        2.93331
      0.0322652       0.668586        2.93323
      0.0322677        0.66891        2.93315
      0.0322702       0.669233        2.93307
      0.0322727       0.669557        2.93299
      0.0322753       0.669881        2.93292
      0.0322778       0.670205        2.93284
      0.0322803       0.670529        2.93276
      0.0322828       0.670854        2.93268
      0.0322854       0.671178         2.9326
      0.0322879       0.671503        2.93253
      0.0322904       0.671827        2.93245
      0.0322929       0.672152        2.93237
      0.0322955       0.672477        2.93229
       0.032298       0.672802        2.93221
      0.0323005       0.673127        2.93214
       0.032303       0.673453        2.93206
      0.0323056       0.673778        2.93198
      0.0323081       0.674104         2.9319
      0.0323106       0.674429        2.93182
      0.0323131       0.674755        2.93175
      0.0323157       0.675081        2.93167
      0.0323182       0.675407        2.93159
      0.0323207       0.675733        2.93151
      0.0323232        0.67606        2.93143
      0.0323258       0.676386        2.93136
      0.0323283       0.676713        2.93128
      0.0323308       0.677039         2.9312
      0.0323333       0.677366        2.93112
      0.0323359       0.677693        2.93104
      0.0323384        0.67802        2.93097
      0.0323409       0.678347        2.93089
      0.0323434       0.678674        2.93081
       0.032346       0.679002        2.93073
      0.0323485       0.679329        2.93066
       0.032351       0.679657        2.93058
      0.0323535       0.679985         2.9305
      0.0323561       0.680312        2.93042
      0.0323586        0.68064        2.93034
      0.0323611       0.680968        2.93027
      0.0323636       0.681297        2.93019
      0.0323662       0.681625        2.93011
      0.0323687       0.681954        2.93003
      0.0323712       0.682282        2.92996
      0.0323737       0.682611        2.92988
      0.0323763        0.68294         2.9298
      0.0323788       0.683269        2.92972
      0.0323813       0.683598        2.92964
      0.0323838       0.683927        2.92957
      0.0323864       0.684256        2.92949
      0.0323889       0.684586        2.92941
      0.0323914       0.684915        2.92933
      0.0323939       0.685245        2.92926
      0.0323965       0.685575        2.92918
       0.032399       0.685905         2.9291
      0.0324015       0.686235        2.92902
       0.032404       0.686565        2.92894
      0.0324066       0.686895        2.92887
      0.0324091       0.687226        2.92879
      0.0324116       0.687556        2.92871
      0.0324141       0.687887        2.92863
      0.0324167       0.688218        2.92856
      0.0324192       0.688549        2.92848
      0.0324217        0.68888         2.9284
      0.0324242       0.689211        2.92832
      0.0324268       0.689542        2.92825
      0.0324293       0.689874        2.92817
      0.0324318       0.690205        2.92809
      0.0324343       0.690537        2.92801
      0.0324369       0.690869        2.92794
      0.0324394       0.691201        2.92786
      0.0324419       0.691533        2.92778
      0.0324444       0.691865         2.9277
       0.032447       0.692197        2.92763
      0.0324495        0.69253        2.92755
       0.032452       0.692862        2.92747
      0.0324545       0.693195        2.92739
      0.0324571       0.693528        2.92732
      0.0324596        0.69386        2.92724
      0.0324621       0.694193        2.92716
      0.0324646       0.694527        2.92708
      0.0324672        0.69486          2.927
      0.0324697       0.695193        2.92693
      0.0324722       0.695527        2.92685
      0.0324747        0.69586        2.92677
      0.0324773       0.696194         2.9267
      0.0324798       0.696528        2.92662
      0.0324823       0.696862        2.92654
      0.0324848       0.697196        2.92646
      0.0324874        0.69753        2.92639
      0.0324899       0.697865        2.92631
      0.0324924       0.698199        2.92623
      0.0324949       0.698534        2.92615
      0.0324975       0.698869        2.92608
         0.0325       0.699204          2.926
