            EDP         mean_x        sd_ln_x
          0.001        1.85063        3.03039
         0.0015        57.5808         2.3801
          0.002        366.084        1.95777
         0.0025        1114.47        1.66642
          0.003        2279.14        1.46582
         0.0035        3687.95        1.33413
          0.004        5162.79        1.25553
         0.0045        6588.57        1.21618
          0.005        7911.13        1.20407
         0.0055        9110.65        1.20988
          0.006        10443.1        1.21901
         0.0065        12239.4        1.21464
          0.007        14428.0        1.19738
         0.0075        17030.0        1.16835
          0.008        19996.7        1.13111
         0.0085        23228.2        1.08977
          0.009        26599.1        1.04782
         0.0095        29984.4         1.0078
           0.01        33277.6       0.971296
         0.0105        36400.5       0.939151
          0.011        39304.5       0.911628
         0.0115        41968.3       0.888596
          0.012        44391.1       0.869681
         0.0125        46586.5       0.854367
          0.013        48576.8       0.842089
         0.0135        50387.7       0.832289
          0.014        52045.7       0.824451
         0.0145        53575.1       0.818126
          0.015        54997.8       0.812939
         0.0155        56332.2       0.808585
          0.016        57593.2       0.804824
         0.0165        58793.0       0.801473
          0.017        59940.9       0.798398
         0.0175        61044.2       0.795499
          0.018        62108.2       0.792708
         0.0185        63137.0       0.789979
          0.019        64133.7       0.787282
         0.0195        65100.4       0.784598
           0.02        66038.7        0.78192
         0.0205        66949.9       0.779243
          0.021        67834.9       0.776567
         0.0215        68694.3       0.773897
          0.022        69528.8       0.771235
         0.0225        70338.9       0.768588
          0.023        71125.1       0.765961
         0.0235        71887.7       0.763359
          0.024        72627.2       0.760786
         0.0245        73344.1       0.758247
          0.025        74038.8       0.755747
         0.0255        74711.7       0.753288
          0.026        75363.3       0.750874
         0.0265        75994.0       0.748507
          0.027        76604.5       0.746189
         0.0275        77195.1       0.743922
          0.028        77766.4       0.741707
         0.0285        78318.8       0.739545
          0.029        78852.9       0.737436
         0.0295        79369.2       0.735381
           0.03        79868.2        0.73338
         0.0305        80350.4       0.731432
          0.031        80816.2       0.729538
         0.0315        81266.3       0.727697
          0.032        81701.0       0.725908
         0.0325        82121.0       0.724171
          0.033        82526.5       0.722485
         0.0335        82918.1       0.720849
          0.034        83296.3       0.719261
         0.0345        83661.5       0.717722
          0.035        84014.1        0.71623
         0.0355        84354.5       0.714783
          0.036        84683.2       0.713382
         0.0365        85000.5       0.712024
          0.037        85306.9       0.710709
         0.0375        85602.7       0.709435
          0.038        85888.3       0.708202
         0.0385        86164.1       0.707008
          0.039        86430.3       0.705852
         0.0395        86687.3       0.704733
           0.04        86935.5        0.70365
         0.0405        87175.2       0.702602
          0.041        87406.6       0.701588
         0.0415        87630.0       0.700607
          0.042        87845.8       0.699657
         0.0425        88054.2       0.698738
          0.043        88255.4       0.697849
         0.0435        88449.8       0.696989
          0.044        88637.5       0.696157
         0.0445        88818.8       0.695352
          0.045        88994.0       0.694573
         0.0455        89163.2        0.69382
          0.046        89326.7       0.693091
         0.0465        89484.6       0.692386
          0.047        89637.3       0.691703
         0.0475        89784.7       0.691043
          0.048        89927.2       0.690405
         0.0485        90065.0       0.689787
          0.049        90198.1       0.689189
         0.0495        90326.7        0.68861
           0.05        90451.1       0.688051
         0.0505        90571.4       0.687509
          0.051        90687.6       0.686985
         0.0515        90800.0       0.686477
          0.052        90908.7       0.685986
         0.0525        91013.8       0.685511
          0.053        91115.4       0.685051
         0.0535        91213.7       0.684606
          0.054        91308.8       0.684175
         0.0545        91400.8       0.683758
          0.055        91489.8       0.683354
         0.0555        91575.9       0.682963
          0.056        91659.2       0.682584
         0.0565        91739.9       0.682218
          0.057        91817.9       0.681863
         0.0575        91893.4       0.681519
          0.058        91966.5       0.681186
         0.0585        92037.3       0.680864
          0.059        92105.8       0.680551
         0.0595        92172.1       0.680249
           0.06        92236.3       0.679956
         0.0605        92298.5       0.679672
          0.061        92358.7       0.679397
         0.0615        92417.0        0.67913
          0.062        92473.5       0.678872
         0.0625        92528.3       0.678621
          0.063        92581.3       0.678379
         0.0635        92632.7       0.678143
          0.064        92682.4       0.677916
         0.0645        92730.7       0.677695
          0.065        92777.4        0.67748
         0.0655        92822.7       0.677273
          0.066        92866.6       0.677071
         0.0665        92909.2       0.676876
          0.067        92950.5       0.676687
         0.0675        92990.5       0.676503
          0.068        93029.3       0.676325
         0.0685        93066.9       0.676152
          0.069        93103.4       0.675984
         0.0695        93138.8       0.675822
           0.07        93173.1       0.675664
         0.0705        93206.4       0.675511
          0.071        93238.7       0.675363
         0.0715        93270.0       0.675218
          0.072        93300.4       0.675079
         0.0725        93329.9       0.674943
          0.073        93358.6       0.674811
         0.0735        93386.4       0.674683
          0.074        93413.3       0.674559
         0.0745        93439.5       0.674438
          0.075        93464.9       0.674321
         0.0755        93489.6       0.674208
          0.076        93513.6       0.674097
         0.0765        93536.8        0.67399
          0.077        93559.4       0.673886
         0.0775        93581.4       0.673785
          0.078        93602.7       0.673687
         0.0785        93623.4       0.673591
          0.079        93643.5       0.673498
         0.0795        93663.0       0.673408
           0.08        93682.0       0.673321
         0.0805        93700.4       0.673236
          0.081        93718.3       0.673153
         0.0815        93735.7       0.673073
          0.082        93752.6       0.672995
         0.0825        93769.1       0.672919
          0.083        93785.1       0.672845
         0.0835        93800.6       0.672773
          0.084        93815.7       0.672704
         0.0845        93830.4       0.672636
          0.085        93844.7        0.67257
         0.0855        93858.5       0.672506
          0.086        93872.0       0.672443
         0.0865        93885.2       0.672383
          0.087        93897.9       0.672324
         0.0875        93910.4       0.672266
          0.088        93922.4        0.67221
         0.0885        93934.2       0.672156
          0.089        93945.6       0.672103
         0.0895        93956.8       0.672052
           0.09        93967.6       0.672002
         0.0905        93978.1       0.671953
          0.091        93988.4       0.671906
         0.0915        93998.3        0.67186
          0.092        94008.0       0.671815
         0.0925        94017.5       0.671771
          0.093        94026.7       0.671729
         0.0935        94035.6       0.671687
          0.094        94044.4       0.671647
         0.0945        94052.8       0.671608
          0.095        94061.1       0.671569
         0.0955        94069.2       0.671532
          0.096        94077.0       0.671496
         0.0965        94084.6       0.671461
          0.097        94092.1       0.671426
         0.0975        94099.3       0.671393
          0.098        94106.4        0.67136
         0.0985        94113.2       0.671328
          0.099        94119.9       0.671297
         0.0995        94126.4       0.671267
            0.1        94132.8       0.671238
