           IM.1            DS1            DS2          E(DS)
           0.01   2.66603e-112    1.10563e-89    1.10563e-89
       0.025101    6.11663e-62    2.43562e-56    2.43563e-56
       0.040202    7.78743e-40    7.14421e-41    8.50186e-40
       0.055303    7.42724e-27    5.64882e-31     7.4278e-27
       0.070404     1.2613e-18    5.72268e-24    1.26131e-18
      0.0855051    2.96467e-13    8.14397e-19    2.96468e-13
       0.100606    9.76485e-10    5.09043e-15     9.7649e-10
       0.115707      3.004e-08    2.69043e-13    3.00402e-08
       0.130808    4.70289e-07    7.71601e-12    4.70297e-07
       0.145909    4.36678e-06    1.34998e-10    4.36691e-06
        0.16101    2.69784e-05    1.57585e-09    2.69799e-05
       0.176111    0.000120656    1.31544e-08     0.00012067
       0.191212    0.000417022    8.29485e-08    0.000417105
       0.206313     0.00158555    7.68813e-07     0.00158632
       0.221414     0.00605982    9.63174e-06     0.00606945
       0.236515       0.015913    6.81416e-05      0.0159812
       0.251616      0.0323388    0.000312642      0.0326515
       0.266717      0.0550164     0.00103452      0.0560509
       0.281818      0.0825427     0.00267253      0.0852152
       0.296919       0.113122     0.00571938       0.118841
        0.31202       0.162431       0.013973       0.176404
       0.327121        0.21502      0.0285178       0.243537
       0.342222        0.26339      0.0484182       0.311808
       0.357323       0.306374      0.0723615       0.378735
       0.372424       0.343846      0.0987821       0.442628
       0.387525       0.376207       0.126271       0.502478
       0.402626       0.409198       0.156045       0.565243
       0.417727       0.458744       0.200626       0.659371
       0.432828       0.498921       0.241968        0.74089
       0.447929       0.531518       0.279857       0.811375
        0.46303       0.558047       0.313996       0.872042
       0.478131       0.579736       0.344449       0.924185
       0.493232        0.59756       0.371462       0.969022
       0.508333       0.607693       0.385978       0.993671
       0.523434       0.613339       0.392115        1.00545
       0.538535       0.656661       0.398125        1.05479
       0.553636       0.624118       0.404013        1.02813
       0.568737       0.629264        0.40978        1.03904
       0.583838       0.634256       0.415431        1.04969
       0.598939       0.639101       0.420967        1.06007
        0.61404       0.676533       0.459501        1.13603
       0.629141       0.710539       0.496238        1.20678
       0.644242       0.739725       0.529272          1.269
       0.659343       0.765065       0.559199        1.32426
       0.674444       0.787274       0.586484        1.37376
       0.689545       0.806892       0.611502        1.41839
       0.704646       0.821307       0.630629        1.45194
       0.719747       0.827974       0.640092        1.46807
       0.734848       0.834288       0.649185        1.48347
       0.749949       0.840275       0.657931        1.49821
       0.765051       0.845958       0.666348        1.51231
       0.780152       0.851359       0.674453        1.52581
       0.795253       0.856496       0.683801         1.5403
       0.810354       0.854553       0.679213        1.53377
       0.825455       0.849205       0.670994         1.5202
       0.840556       0.843558       0.662434        1.50599
       0.855657       0.837588       0.653514         1.4911
       0.870758       0.831271        0.64421        1.47548
       0.885859       0.824576       0.634499        1.45908
        0.90096       0.818713       0.625835        1.44455
       0.916061       0.830787       0.638764        1.46955
       0.931162       0.842565       0.651695        1.49426
       0.946263       0.854044       0.664631        1.51867
       0.961364       0.865214       0.677609        1.54282
       0.976465       0.876065       0.690627        1.56669
       0.991566       0.886582       0.703693        1.59027
        1.00667       0.906511       0.728209        1.63472
        1.02177       0.936557       0.769628        1.70619
        1.03687        0.96223         0.8135        1.77573
        1.05197         0.9818       0.859733        1.84153
        1.06707       0.993682       0.905873        1.89955
        1.08217        0.99878       0.947718         1.9465
        1.09727       0.999844       0.979149        1.97899
        1.11237       0.999697       0.967467        1.96716
        1.12747       0.998297       0.941433        1.93973
        1.14258       0.994387       0.910368        1.90475
        1.15768       0.986886       0.876799        1.86368
        1.17278       0.975085       0.842636        1.81772
        1.18788       0.959515       0.809079        1.76859
        1.20298        0.94182       0.778424        1.72024
        1.21808       0.926587       0.753701        1.68029
        1.23318       0.909819       0.729158        1.63898
        1.24828        0.89169       0.704566        1.59626
        1.26338       0.872335        0.68046        1.55279
        1.27848       0.851864       0.656539         1.5084
        1.29359       0.830356       0.632757        1.46311
        1.30869       0.815909        0.61746        1.43337
        1.32379       0.807096       0.608428        1.41552
        1.33889       0.798154       0.599391        1.39754
        1.35399        0.78908       0.590354        1.37943
        1.36909       0.779875       0.581308        1.36118
        1.38419       0.770535       0.572248        1.34278
        1.39929       0.761057       0.563162        1.32422
        1.41439       0.755971        0.55571        1.31168
        1.42949       0.750821        0.54802        1.29884
         1.4446       0.745359       0.539984        1.28534
         1.4597        0.73956       0.531583        1.27114
         1.4748       0.733398       0.522797         1.2562
         1.4899       0.726844       0.513605        1.24045
          1.505       0.722224       0.507218        1.22944
         1.5201       0.722224       0.507218        1.22944
         1.5352       0.722224       0.507218        1.22944
         1.5503       0.722224       0.507218        1.22944
         1.5654       0.722224       0.507218        1.22944
        1.58051       0.722224       0.507218        1.22944
        1.59561       0.722224       0.507218        1.22944
        1.61071       0.722224       0.507218        1.22944
        1.62581       0.722224       0.507218        1.22944
        1.64091       0.722224       0.507218        1.22944
        1.65601       0.722224       0.507218        1.22944
        1.67111       0.722224       0.507218        1.22944
        1.68621       0.722224       0.507218        1.22944
        1.70131       0.722224       0.507218        1.22944
        1.71641       0.722224       0.507218        1.22944
        1.73152       0.722224       0.507218        1.22944
        1.74662       0.722224       0.507218        1.22944
        1.76172       0.722224       0.507218        1.22944
        1.77682       0.722224       0.507218        1.22944
        1.79192       0.722224       0.507218        1.22944
        1.80702       0.722224       0.507218        1.22944
