            EDP         mean_x        sd_ln_x
          1.975     1.8847e+05       0.437738
            2.0    1.88942e+05       0.435355
          2.025    1.89383e+05       0.433119
           2.05    1.89795e+05       0.431022
          2.075    1.90181e+05       0.429056
            2.1    1.90542e+05       0.427212
          2.125    1.90879e+05       0.425484
           2.15    1.91194e+05       0.423864
          2.175    1.91489e+05       0.422346
            2.2    1.91764e+05       0.420925
          2.225    1.92022e+05       0.419594
           2.25    1.92262e+05       0.418347
          2.275    1.92487e+05       0.417179
            2.3    1.92698e+05       0.416086
          2.325    1.92894e+05       0.415063
           2.35    1.93078e+05       0.414105
          2.375    1.93249e+05       0.413208
            2.4     1.9341e+05       0.412369
          2.425     1.9356e+05       0.411584
           2.45      1.937e+05       0.410849
          2.475    1.93831e+05       0.410161
            2.5    1.93954e+05       0.409518
          2.525    1.94068e+05       0.408916
           2.55    1.94175e+05       0.408352
          2.575    1.94275e+05       0.407825
            2.6    1.94369e+05       0.407331
          2.625    1.94457e+05       0.406869
           2.65    1.94538e+05       0.406437
          2.675    1.94615e+05       0.406033
            2.7    1.94687e+05       0.405654
          2.725    1.94754e+05         0.4053
           2.75    1.94816e+05       0.404969
          2.775    1.94875e+05       0.404658
            2.8     1.9493e+05       0.404368
          2.825    1.94981e+05       0.404096
           2.85    1.95029e+05       0.403841
          2.875    1.95074e+05       0.403603
            2.9    1.95116e+05        0.40338
          2.925    1.95155e+05       0.403171
           2.95    1.95192e+05       0.402975
          2.975    1.95227e+05       0.402792
            3.0    1.95259e+05        0.40262
          3.025    1.95289e+05       0.402459
           3.05    1.95318e+05       0.402308
          3.075    1.95344e+05       0.402167
            3.1    1.95369e+05       0.402035
          3.125    1.95393e+05       0.401911
           3.15    1.95414e+05       0.401795
          3.175    1.95435e+05       0.401686
            3.2    1.95454e+05       0.401584
          3.225    1.95472e+05       0.401488
           3.25    1.95489e+05       0.401398
          3.275    1.95505e+05       0.401314
            3.3     1.9552e+05       0.401235
          3.325    1.95534e+05       0.401161
           3.35    1.95547e+05       0.401092
          3.375    1.95559e+05       0.401027
            3.4     1.9557e+05       0.400965
          3.425    1.95581e+05       0.400908
           3.45    1.95591e+05       0.400854
          3.475    1.95601e+05       0.400804
            3.5     1.9561e+05       0.400756
          3.525    1.95618e+05       0.400712
           3.55    1.95626e+05        0.40067
          3.575    1.95633e+05       0.400631
            3.6     1.9564e+05       0.400594
          3.625    1.95647e+05       0.400559
           3.65    1.95653e+05       0.400526
          3.675    1.95658e+05       0.400496
            3.7    1.95664e+05       0.400467
          3.725    1.95669e+05        0.40044
           3.75    1.95674e+05       0.400414
          3.775    1.95678e+05       0.400391
            3.8    1.95682e+05       0.400368
          3.825    1.95686e+05       0.400347
           3.85     1.9569e+05       0.400327
          3.875    1.95694e+05       0.400308
            3.9    1.95697e+05       0.400291
          3.925      1.957e+05       0.400274
           3.95    1.95703e+05       0.400259
          3.975    1.95706e+05       0.400244
            4.0    1.95708e+05        0.40023
          4.025    1.95711e+05       0.400217
           4.05    1.95713e+05       0.400205
          4.075    1.95715e+05       0.400194
            4.1    1.95717e+05       0.400183
          4.125    1.95719e+05       0.400172
           4.15    1.95721e+05       0.400163
          4.175    1.95723e+05       0.400154
            4.2    1.95724e+05       0.400145
          4.225    1.95726e+05       0.400137
           4.25    1.95727e+05        0.40013
          4.275    1.95729e+05       0.400122
            4.3     1.9573e+05       0.400116
          4.325    1.95731e+05       0.400109
           4.35    1.95732e+05       0.400103
          4.375    1.95733e+05       0.400098
            4.4    1.95734e+05       0.400092
          4.425    1.95735e+05       0.400087
           4.45    1.95736e+05       0.400083
          4.475    1.95737e+05       0.400078
            4.5    1.95738e+05       0.400074
          4.525    1.95738e+05        0.40007
           4.55    1.95739e+05       0.400066
          4.575     1.9574e+05       0.400063
            4.6     1.9574e+05       0.400059
          4.625    1.95741e+05       0.400056
           4.65    1.95742e+05       0.400053
          4.675    1.95742e+05        0.40005
            4.7    1.95743e+05       0.400048
          4.725    1.95743e+05       0.400045
           4.75    1.95743e+05       0.400043
          4.775    1.95744e+05        0.40004
            4.8    1.95744e+05       0.400038
          4.825    1.95745e+05       0.400036
           4.85    1.95745e+05       0.400034
          4.875    1.95745e+05       0.400033
            4.9    1.95746e+05       0.400031
          4.925    1.95746e+05       0.400029
           4.95    1.95746e+05       0.400028
          4.975    1.95747e+05       0.400026
            5.0    1.95747e+05       0.400025
