            EDP         mean_x        sd_ln_x
           0.05     3.3008e-05        4.56785
          0.075      0.0102465        3.88983
            0.1       0.328959        3.41615
          0.125         3.4527        3.05526
           0.15        18.9771        2.76688
          0.175        69.0628        2.52989
            0.2        189.902        2.33192
          0.225        427.746          2.165
           0.25        831.884        2.02354
          0.275        1447.92        1.90325
            0.3        2313.38        1.80061
          0.325        3456.05        1.71259
           0.35        4894.31        1.63657
          0.375        6638.49        1.57027
            0.4        8692.55        1.51177
          0.425        11055.5        1.45946
           0.45        13722.5        1.41203
          0.475        16685.1        1.36846
            0.5        19932.3        1.32794
          0.525        23449.9        1.28984
           0.55        27221.4         1.2537
          0.575        31227.4        1.21919
            0.6        35446.5        1.18605
          0.625        39855.4        1.15411
           0.65        44429.1        1.12324
          0.675        49141.7        1.09334
            0.7        53966.5        1.06436
          0.725        58876.9        1.03627
           0.75        63846.5        1.00902
          0.775        68849.6       0.982599
            0.8        73861.8       0.956995
          0.825        78859.9       0.932197
           0.85        83822.4       0.908194
          0.875        88729.6        0.88498
            0.9        93563.7       0.862545
          0.925        98308.9       0.840881
           0.95    1.02951e+05        0.81998
          0.975    1.07479e+05        0.79983
            1.0    1.11882e+05       0.780421
          1.025    1.16152e+05       0.761741
           1.05    1.20282e+05       0.743777
          1.075    1.24268e+05       0.726517
            1.1    1.28106e+05       0.709945
          1.125    1.31793e+05       0.694048
           1.15     1.3533e+05        0.67881
          1.175    1.38715e+05       0.664215
            1.2    1.41949e+05       0.650247
          1.225    1.45035e+05        0.63689
           1.25    1.47975e+05       0.624127
          1.275    1.50772e+05       0.611941
            1.3    1.53429e+05       0.600315
          1.325     1.5595e+05       0.589231
           1.35     1.5834e+05       0.578673
          1.375    1.60602e+05       0.568623
            1.4    1.62742e+05       0.559064
          1.425    1.64764e+05       0.549978
           1.45    1.66674e+05       0.541348
          1.475    1.68475e+05       0.533158
            1.5    1.70172e+05        0.52539
          1.525    1.71772e+05       0.518028
           1.55    1.73277e+05       0.511055
          1.575    1.74694e+05       0.504456
            1.6    1.76025e+05       0.498213
          1.625    1.77277e+05       0.492312
           1.65    1.78452e+05       0.486737
          1.675    1.79556e+05       0.481474
            1.7    1.80591e+05       0.476508
          1.725    1.81563e+05       0.471824
           1.75    1.82473e+05        0.46741
          1.775    1.83327e+05       0.463251
            1.8    1.84127e+05       0.459336
          1.825    1.84877e+05        0.45565
           1.85    1.85579e+05       0.452183
          1.875    1.86236e+05       0.448923
            1.9    1.86851e+05       0.445859
          1.925    1.87427e+05        0.44298
           1.95    1.87966e+05       0.440277
