           IM.1            DS1            DS2          E(DS)
           0.01    2.66619e-20    9.39112e-27    2.66619e-20
       0.025101    1.28001e-11    2.47509e-16    1.28004e-11
       0.040202    7.20332e-08    1.66002e-11    7.20498e-08
       0.055303    1.11949e-05    1.65851e-08    1.12115e-05
       0.070404    0.000278978    1.72257e-06      0.0002807
      0.0855051     0.00233643    4.27761e-05     0.00237921
       0.100606      0.0096563    0.000394602      0.0100509
       0.115707       0.018192    0.000939174      0.0191312
       0.130808       0.030247     0.00191202       0.032159
       0.145909      0.0459076     0.00346607      0.0493737
        0.16101      0.0649985     0.00574751       0.070746
       0.176111       0.087213     0.00888666      0.0960996
       0.191212       0.112116      0.0129896       0.125105
       0.206313       0.154732      0.0218955       0.176627
       0.221414       0.223186      0.0412961       0.264482
       0.236515       0.292344      0.0672872       0.359631
       0.251616       0.358238       0.098705       0.456943
       0.266717       0.418903       0.133985       0.552889
       0.281818       0.473228       0.171575       0.644803
       0.296919       0.521169       0.210017       0.731186
        0.31202        0.56243       0.241239        0.80367
       0.327121       0.600407       0.270784       0.871191
       0.342222       0.635645       0.300332       0.935977
       0.357323       0.668253       0.329712       0.997965
       0.372424        0.69834       0.358781        1.05712
       0.387525       0.725937       0.387423        1.11336
       0.402626       0.750247       0.413063        1.16331
       0.417727       0.767346        0.42687        1.19422
       0.432828       0.784117       0.440996        1.22511
       0.447929        0.80051       0.455448        1.25596
        0.46303       0.816571       0.470235        1.28681
       0.478131       0.832038       0.485362         1.3174
       0.493232       0.846966        0.50083         1.3478
       0.508333       0.853435       0.510488        1.36392
       0.523434       0.853341       0.515111        1.36845
       0.538535       0.853202       0.519591        1.37279
       0.553636       0.853024        0.52393        1.37695
       0.568737       0.852802       0.528133        1.38093
       0.583838       0.852543       0.532202        1.38475
       0.598939       0.852307       0.536141        1.38845
        0.61404       0.863598       0.551472        1.41507
       0.629141       0.875231        0.56766        1.44289
       0.644242       0.886243       0.583826        1.47007
       0.659343       0.896635       0.599952        1.49659
       0.674444       0.906405        0.61602        1.52243
       0.689545       0.915564       0.632011        1.54758
       0.704646       0.922266       0.645142        1.56741
       0.719747       0.924496       0.653796        1.57829
       0.734848       0.926585       0.662646        1.58923
       0.749949       0.928535       0.670589        1.59912
       0.765051       0.930361       0.678192        1.60855
       0.780152        0.93207       0.685481        1.61755
       0.795253       0.933671       0.692469        1.62614
       0.810354       0.939513        0.70156        1.64107
       0.825455       0.946956       0.711969        1.65892
       0.840556       0.953885       0.722645        1.67653
       0.855657       0.960282       0.733565        1.69385
       0.870758       0.966102       0.744682        1.71078
       0.885859       0.971329        0.75586        1.72719
        0.90096       0.975432       0.766133        1.74156
       0.916061       0.972574        0.76218        1.73475
       0.931162       0.969389       0.758113         1.7275
       0.946263       0.965891       0.753905         1.7198
       0.961364       0.962167       0.749681        1.71185
       0.976465       0.958189       0.745411         1.7036
       0.991566       0.953978       0.741148        1.69513
        1.00667       0.950674       0.732855        1.68353
        1.02177        0.94843       0.718255        1.66669
        1.03687        0.94569       0.701837        1.64753
        1.05197       0.942386       0.683405        1.62579
        1.06707       0.938389       0.662728        1.60112
        1.08217       0.933546       0.639565        1.57311
        1.09727       0.927662       0.613675        1.54134
        1.11237       0.924352       0.612879        1.53723
        1.12747       0.921608       0.617545        1.53915
        1.14258       0.918716       0.620939        1.53965
        1.15768       0.915708       0.625566        1.54127
        1.17278       0.912582       0.628994        1.54158
        1.18788        0.90937       0.632083        1.54145
        1.20298        0.90868       0.637458        1.54614
        1.21808       0.918155       0.652912        1.57107
        1.23318       0.927012       0.668665        1.59568
        1.24828       0.935248       0.684936        1.62018
        1.26338       0.942864       0.700624        1.64349
        1.27848       0.949857       0.716178        1.66603
        1.29359       0.956254       0.731582        1.68784
        1.30869       0.960722       0.746998        1.70772
        1.32379       0.963767        0.76154        1.72531
        1.33889       0.966449       0.774941        1.74139
        1.35399       0.968476       0.787289        1.75577
        1.36909        0.97061       0.798642        1.76925
        1.38419       0.972513       0.809119        1.78163
        1.39929       0.974208       0.818778        1.79299
        1.41439       0.973272       0.810955        1.78423
        1.42949       0.972428       0.801371         1.7738
         1.4446       0.971042       0.790735        1.76178
         1.4597       0.969416       0.778939        1.74835
         1.4748        0.96753       0.765845        1.73338
         1.4899       0.965307       0.751278        1.71659
          1.505       0.963616       0.740699        1.70432
         1.5201       0.963616       0.740699        1.70432
         1.5352       0.963616       0.740699        1.70432
         1.5503       0.963616       0.740699        1.70432
         1.5654       0.963616       0.740699        1.70432
        1.58051       0.963616       0.740699        1.70432
        1.59561       0.963616       0.740699        1.70432
        1.61071       0.963616       0.740699        1.70432
        1.62581       0.963616       0.740699        1.70432
        1.64091       0.963616       0.740699        1.70432
        1.65601       0.963616       0.740699        1.70432
        1.67111       0.963616       0.740699        1.70432
        1.68621       0.963616       0.740699        1.70432
        1.70131       0.963616       0.740699        1.70432
        1.71641       0.963616       0.740699        1.70432
        1.73152       0.963616       0.740699        1.70432
        1.74662       0.963616       0.740699        1.70432
        1.76172       0.963616       0.740699        1.70432
        1.77682       0.963616       0.740699        1.70432
        1.79192       0.963616       0.740699        1.70432
        1.80702       0.963616       0.740699        1.70432
        1.82212       0.963616       0.740699        1.70432
        1.83722       0.963616       0.740699        1.70432
        1.85232       0.963616       0.740699        1.70432
        1.86742       0.963616       0.740699        1.70432
        1.88253       0.963616       0.740699        1.70432
        1.89763       0.963616       0.740699        1.70432
        1.91273       0.963616       0.740699        1.70432
        1.92783       0.963616       0.740699        1.70432
        1.94293       0.963616       0.740699        1.70432
        1.95803       0.963616       0.740699        1.70432
        1.97313       0.963616       0.740699        1.70432
        1.98823       0.963616       0.740699        1.70432
        2.00333       0.963616       0.740699        1.70432
        2.01843       0.963616       0.740699        1.70432
        2.03354       0.963616       0.740699        1.70432
        2.04864       0.963616       0.740699        1.70432
        2.06374       0.963616       0.740699        1.70432
        2.07884       0.963616       0.740699        1.70432
        2.09394       0.963616       0.740699        1.70432
        2.10904       0.963616       0.740699        1.70432
        2.12414       0.963616       0.740699        1.70432
        2.13924       0.963616       0.740699        1.70432
        2.15434       0.963616       0.740699        1.70432
        2.16944       0.963616       0.740699        1.70432
        2.18455       0.963616       0.740699        1.70432
        2.19965       0.963616       0.740699        1.70432
        2.21475       0.963616       0.740699        1.70432
        2.22985       0.963616       0.740699        1.70432
        2.24495       0.963616       0.740699        1.70432
        2.26005       0.963616       0.740699        1.70432
        2.27515       0.963616       0.740699        1.70432
        2.29025       0.963616       0.740699        1.70432
        2.30535       0.963616       0.740699        1.70432
        2.32045       0.963616       0.740699        1.70432
        2.33556       0.963616       0.740699        1.70432
        2.35066       0.963616       0.740699        1.70432
        2.36576       0.963616       0.740699        1.70432
        2.38086       0.963616       0.740699        1.70432
        2.39596       0.963616       0.740699        1.70432
        2.41106       0.963616       0.740699        1.70432
        2.42616       0.963616       0.740699        1.70432
        2.44126       0.963616       0.740699        1.70432
        2.45636       0.963616       0.740699        1.70432
        2.47146       0.963616       0.740699        1.70432
        2.48657       0.963616       0.740699        1.70432
        2.50167       0.963616       0.740699        1.70432
        2.51677       0.963616       0.740699        1.70432
        2.53187       0.963616       0.740699        1.70432
        2.54697       0.963616       0.740699        1.70432
        2.56207       0.963616       0.740699        1.70432
        2.57717       0.963616       0.740699        1.70432
        2.59227       0.963616       0.740699        1.70432
        2.60737       0.963616       0.740699        1.70432
