           IM.1            DS1            DS2            DS3            DS4          E(DS)
           0.01     8.6111e-07    1.45749e-09    6.75051e-13    8.47933e-17    8.62568e-07
       0.025101    0.000648698    6.61073e-06    1.93966e-08    1.61031e-11    0.000655328
       0.040202     0.00835625    0.000224153    1.85652e-06    4.62938e-09     0.00858226
       0.055303       0.033865       0.001793    3.19048e-05    1.84726e-07      0.0356901
       0.070404      0.0809505     0.00719835    0.000236374    2.75578e-06       0.088388
      0.0855051       0.144287      0.0192989     0.00105009    2.22336e-05       0.164658
       0.100606       0.214639      0.0395545     0.00325178     0.00011364       0.257559
       0.115707       0.277939      0.0604371     0.00598107    0.000254966       0.344612
       0.130808       0.339559      0.0849448     0.00986208    0.000500047       0.434866
       0.145909       0.397939       0.112304      0.0149957    0.000886205       0.526126
        0.16101       0.452217       0.141693      0.0214217     0.00145544       0.616786
       0.176111       0.501927       0.172476      0.0291333     0.00223484       0.705771
       0.191212       0.547241       0.204014      0.0380839        0.00327       0.792609
       0.206313       0.598114       0.244164      0.0510861     0.00499937       0.898363
       0.221414       0.654237       0.295265      0.0703597     0.00801677        1.02788
       0.236515       0.701391         0.3445      0.0919524      0.0119902        1.14983
       0.251616        0.74081        0.39114       0.115318      0.0169718        1.26424
       0.266717       0.773853       0.434783       0.140069      0.0229789        1.37168
       0.281818       0.801613       0.475196       0.165663      0.0299978        1.47247
       0.296919       0.824946       0.512582       0.191742      0.0379871        1.56726
        0.31202       0.842283       0.536577       0.205961      0.0415613        1.62638
       0.327121         0.8576       0.557354       0.217285      0.0439035        1.67614
       0.342222       0.871782       0.577813       0.228817      0.0463061        1.72472
       0.357323        0.88486       0.597921       0.240567      0.0487684        1.77212
       0.372424       0.896859       0.617643       0.252538      0.0513038        1.81834
       0.387525       0.907804        0.63695       0.264736      0.0539223        1.86341
       0.402626       0.917416       0.655949       0.278276      0.0573589          1.909
       0.417727       0.924824       0.674641       0.297078      0.0644594          1.961
       0.432828       0.931028       0.692094       0.315626      0.0719057        2.01065
       0.447929       0.936568       0.708388       0.333872      0.0796823        2.05851
        0.46303       0.941528       0.723595        0.35178      0.0877611        2.10466
       0.478131       0.945966       0.737788       0.369306      0.0961154        2.14918
       0.493232       0.949951       0.751043        0.38643       0.104719        2.19214
       0.508333       0.953219       0.761314        0.39913         0.1109        2.22456
       0.523434       0.939915       0.769498       0.408446       0.115017        2.23288
       0.538535       0.958647       0.777433       0.417698       0.119182        2.27296
       0.553636       0.961127       0.785126       0.426882       0.123395        2.29653
       0.568737       0.963463       0.792581        0.42145       0.127653        2.30515
       0.583838       0.965662       0.799806        0.44504       0.131956        2.34246
       0.598939       0.967734       0.806833       0.454002       0.136303        2.36487
        0.61404       0.970265       0.814339       0.461714       0.138751        2.38507
       0.629141       0.972665       0.821713       0.469378       0.141108        2.40486
       0.644242       0.974893       0.828976       0.477083       0.143526        2.42448
       0.659343       0.977036        0.83597       0.484826       0.146008        2.44384
       0.674444       0.978916       0.842749       0.492658       0.148557        2.46288
       0.689545       0.980662       0.849328       0.500454       0.151178        2.48162
       0.704646       0.981655       0.853831       0.507105       0.154451        2.49704
       0.719747         0.9813       0.853965       0.511068         0.1591        2.50543
       0.734848       0.980804       0.853908       0.514833       0.163812        2.51336
       0.749949       0.980334       0.853822       0.518563       0.168583         2.5213
       0.765051       0.979828       0.853662       0.522188       0.173403        2.52908
       0.780152       0.979285       0.853406       0.525709       0.178266        2.53667
       0.795253       0.978706       0.853074       0.529126       0.183166        2.54407
       0.810354       0.980496       0.858801        0.53471       0.183736        2.55774
       0.825455       0.983071       0.867044       0.541463       0.182935        2.57451
       0.840556       0.985447       0.874945       0.548366       0.182196        2.59095
       0.855657       0.987327       0.882485       0.555457       0.181736          2.607
       0.870758       0.989031       0.889466       0.562473       0.181608        2.62258
       0.885859       0.990485       0.896133       0.569701       0.181753        2.63807
        0.90096        0.99163       0.901883       0.576686       0.182615        2.65281
       0.916061       0.991661       0.902923       0.580828       0.186652        2.66206
       0.931162       0.991688       0.903896       0.584871       0.190726        2.67118
       0.946263       0.991699         0.9048       0.588829       0.194835        2.68016
       0.961364       0.991703       0.905647       0.592578       0.198977         2.6889
       0.976465       0.991574       0.906313       0.596492       0.203124         2.6975
       0.991566       0.991603       0.907181       0.600202       0.207331        2.70632
        1.00667       0.991392       0.905903       0.598045       0.206354        2.70169
        1.02177       0.990856       0.896583       0.588364       0.198771        2.67457
        1.03687       0.990402       0.897723       0.578352       0.191223         2.6577
        1.05197       0.989807       0.893466       0.568155       0.183718        2.63515
        1.06707       0.989166       0.888866       0.557793       0.176262        2.61209
        1.08217        0.98847       0.884013        0.54708       0.168828        2.58839
        1.09727       0.987848       0.878879         0.5361       0.161527        2.56435
