           IM.1            DS1          E(DS)
           0.01    5.90251e-29    5.90251e-29
       0.025101    8.69519e-15    8.69519e-15
       0.040202    5.99002e-09    5.99002e-09
       0.055303    7.74321e-06    7.74321e-06
       0.070404    0.000458267    0.000458267
      0.0855051     0.00511777     0.00511777
       0.100606      0.0220125      0.0220125
       0.115707      0.0402795      0.0402795
       0.130808      0.0650386      0.0650386
       0.145909      0.0957957      0.0957957
        0.16101       0.131712       0.131712
       0.176111        0.17171        0.17171
       0.191212       0.214497       0.214497
       0.206313       0.259105       0.259105
       0.221414       0.304495       0.304495
       0.236515       0.349807       0.349807
       0.251616       0.394363       0.394363
       0.266717       0.437632       0.437632
       0.281818       0.479219       0.479219
       0.296919       0.518847       0.518847
        0.31202       0.558976       0.558976
       0.327121       0.597053       0.597053
       0.342222       0.632239       0.632239
       0.357323       0.664687       0.664687
       0.372424       0.694327       0.694327
       0.387525       0.721287       0.721287
       0.402626       0.745777       0.745777
       0.417727       0.767473       0.767473
       0.432828       0.787286       0.787286
       0.447929       0.805451       0.805451
        0.46303       0.822065       0.822065
       0.478131       0.837293       0.837293
       0.493232       0.851215       0.851215
       0.508333       0.861973       0.861973
       0.523434       0.870328       0.870328
       0.538535       0.878027       0.878027
       0.553636       0.885121       0.885121
       0.568737        0.89165        0.89165
       0.583838       0.897704       0.897704
       0.598939       0.903299       0.903299
        0.61404       0.912039       0.912039
       0.629141       0.920313       0.920313
       0.644242       0.927877       0.927877
       0.659343       0.934785       0.934785
       0.674444       0.941088       0.941088
       0.689545       0.946834       0.946834
       0.704646       0.951192       0.951192
       0.719747       0.955471       0.955471
       0.734848       0.958978       0.958978
       0.749949       0.962441       0.962441
       0.765051        0.96547        0.96547
       0.780152       0.968292       0.968292
       0.795253       0.970912       0.970912
       0.810354       0.972916       0.972916
       0.825455       0.974625       0.974625
       0.840556       0.976166       0.976166
       0.855657       0.977632       0.977632
       0.870758       0.979001       0.979001
       0.885859       0.980282       0.980282
        0.90096       0.981609       0.981609
       0.916061        0.98452        0.98452
       0.931162       0.987047       0.987047
       0.946263       0.989224       0.989224
       0.961364        0.99109        0.99109
       0.976465       0.992679       0.992679
       0.991566       0.994023       0.994023
        1.00667       0.994889       0.994889
        1.02177       0.995335       0.995335
        1.03687       0.995756       0.995756
        1.05197       0.996147       0.996147
        1.06707       0.996509       0.996509
        1.08217       0.996841       0.996841
        1.09727       0.997141       0.997141
        1.11237       0.997361       0.997361
        1.12747       0.997557       0.997557
