            EDP         mean_x        sd_ln_x
          0.001    1.28003e-11        5.92456
         0.0015    0.000205055        4.30242
          0.002       0.921725        3.17807
         0.0025        95.9586        2.33558
          0.003        1323.47        1.68283
         0.0035        5658.81        1.17643
          0.004        12111.3       0.802479
         0.0045        17552.4        0.58687
          0.005        21136.3       0.580384
         0.0055        24225.4       0.704225
          0.006        28406.1       0.816644
         0.0065        34589.4       0.864803
          0.007        42932.5       0.855273
         0.0075        53007.8       0.809056
          0.008        64047.8       0.743986
         0.0085        75200.3       0.671818
          0.009        85728.4        0.59959
         0.0095        95119.0       0.531328
           0.01    1.03104e+05       0.469238
         0.0105    1.09626e+05       0.414425
          0.011    1.14773e+05       0.367304
         0.0115    1.18717e+05       0.327832
          0.012    1.21666e+05       0.295629
         0.0125    1.23823e+05       0.270065
          0.013    1.25372e+05       0.250329
         0.0135    1.26467e+05       0.235502
          0.014    1.27231e+05       0.224645
         0.0145    1.27758e+05       0.216876
          0.015    1.28117e+05       0.211426
         0.0155     1.2836e+05       0.207664
          0.016    1.28523e+05       0.205103
         0.0165    1.28632e+05       0.203378
          0.017    1.28704e+05       0.202225
         0.0175    1.28752e+05       0.201461
          0.018    1.28783e+05       0.200956
         0.0185    1.28804e+05       0.200624
          0.019    1.28817e+05       0.200407
         0.0195    1.28826e+05       0.200265
           0.02    1.28832e+05       0.200172
         0.0205    1.28836e+05       0.200112
          0.021    1.28838e+05       0.200073
         0.0215     1.2884e+05       0.200047
          0.022    1.28841e+05       0.200031
         0.0225    1.28841e+05        0.20002
          0.023    1.28842e+05       0.200013
         0.0235    1.28842e+05       0.200008
          0.024    1.28842e+05       0.200006
         0.0245    1.28842e+05       0.200004
          0.025    1.28843e+05       0.200002
         0.0255    1.28843e+05       0.200002
          0.026    1.28843e+05       0.200001
         0.0265    1.28843e+05       0.200001
          0.027    1.28843e+05            0.2
         0.0275    1.28843e+05            0.2
          0.028    1.28843e+05            0.2
         0.0285    1.28843e+05            0.2
          0.029    1.28843e+05            0.2
         0.0295    1.28843e+05            0.2
           0.03    1.28843e+05            0.2
         0.0305    1.28843e+05            0.2
          0.031    1.28843e+05            0.2
         0.0315    1.28843e+05            0.2
          0.032    1.28843e+05            0.2
         0.0325    1.28843e+05            0.2
          0.033    1.28843e+05            0.2
         0.0335    1.28843e+05            0.2
          0.034    1.28843e+05            0.2
         0.0345    1.28843e+05            0.2
          0.035    1.28843e+05            0.2
         0.0355    1.28843e+05            0.2
          0.036    1.28843e+05            0.2
         0.0365    1.28843e+05            0.2
          0.037    1.28843e+05            0.2
         0.0375    1.28843e+05            0.2
          0.038    1.28843e+05            0.2
         0.0385    1.28843e+05            0.2
          0.039    1.28843e+05            0.2
         0.0395    1.28843e+05            0.2
           0.04    1.28843e+05            0.2
         0.0405    1.28843e+05            0.2
          0.041    1.28843e+05            0.2
         0.0415    1.28843e+05            0.2
          0.042    1.28843e+05            0.2
         0.0425    1.28843e+05            0.2
          0.043    1.28843e+05            0.2
         0.0435    1.28843e+05            0.2
          0.044    1.28843e+05            0.2
         0.0445    1.28843e+05            0.2
          0.045    1.28843e+05            0.2
         0.0455    1.28843e+05            0.2
          0.046    1.28843e+05            0.2
         0.0465    1.28843e+05            0.2
          0.047    1.28843e+05            0.2
         0.0475    1.28843e+05            0.2
          0.048    1.28843e+05            0.2
         0.0485    1.28843e+05            0.2
          0.049    1.28843e+05            0.2
         0.0495    1.28843e+05            0.2
           0.05    1.28843e+05            0.2
         0.0505    1.28843e+05            0.2
          0.051    1.28843e+05            0.2
         0.0515    1.28843e+05            0.2
          0.052    1.28843e+05            0.2
         0.0525    1.28843e+05            0.2
          0.053    1.28843e+05            0.2
         0.0535    1.28843e+05            0.2
          0.054    1.28843e+05            0.2
         0.0545    1.28843e+05            0.2
          0.055    1.28843e+05            0.2
         0.0555    1.28843e+05            0.2
          0.056    1.28843e+05            0.2
         0.0565    1.28843e+05            0.2
          0.057    1.28843e+05            0.2
         0.0575    1.28843e+05            0.2
          0.058    1.28843e+05            0.2
