              t           Rate
         0.0001     0.00751566
         0.0049     0.00501172
         0.0097     0.00465396
         0.0145     0.00445825
         0.0193     0.00432554
         0.0241     0.00422322
         0.0289     0.00414258
         0.0337     0.00407571
         0.0385     0.00401875
         0.0433     0.00396924
         0.0481     0.00392552
         0.0529     0.00388644
         0.0577     0.00385113
         0.0625     0.00382103
         0.0673     0.00379151
         0.0721     0.00376427
         0.0769     0.00373897
         0.0817     0.00371538
         0.0865     0.00369329
         0.0913     0.00367253
         0.0961     0.00365295
         0.1009     0.00363443
         0.1057     0.00362431
         0.1105     0.00360757
         0.1153     0.00359162
         0.1201     0.00357639
         0.1249     0.00356183
         0.1297     0.00354787
         0.1345     0.00353448
         0.1393     0.00352161
         0.1441     0.00350922
         0.1489     0.00349728
         0.1537     0.00348577
         0.1585     0.00347464
         0.1633     0.00346388
         0.1681     0.00345347
         0.1729     0.00344338
         0.1777     0.00343359
         0.1825     0.00342409
         0.1873     0.00341487
         0.1921      0.0034059
         0.1969     0.00339718
         0.2017     0.00338869
         0.2065     0.00338042
         0.2113     0.00337236
         0.2161      0.0033645
         0.2209     0.00335683
         0.2257     0.00334934
         0.2305     0.00334202
         0.2353     0.00333488
         0.2401     0.00332788
         0.2449     0.00332105
         0.2497     0.00331435
         0.2545      0.0033078
         0.2593     0.00330138
         0.2641     0.00329509
         0.2689     0.00328893
         0.2737     0.00328289
         0.2785     0.00327696
         0.2833     0.00327114
         0.2881     0.00326543
         0.2929     0.00325982
         0.2977     0.00325431
         0.3025      0.0032489
         0.3073     0.00324358
         0.3121     0.00323836
         0.3169     0.00323322
         0.3217     0.00322816
         0.3265     0.00322319
         0.3313     0.00321829
         0.3361     0.00321348
         0.3409     0.00320873
         0.3457     0.00320406
         0.3505     0.00319946
         0.3553     0.00319493
         0.3601     0.00319047
         0.3649     0.00318607
         0.3697     0.00318173
         0.3745     0.00317745
         0.3793     0.00317323
         0.3841     0.00316908
         0.3889     0.00316497
         0.3937     0.00316092
         0.3985     0.00315693
         0.4033     0.00315299
         0.4081     0.00314909
         0.4129     0.00314525
         0.4177     0.00314146
         0.4225     0.00313599
         0.4273     0.00313229
         0.4321     0.00312865
         0.4369     0.00312504
         0.4417     0.00312148
         0.4465     0.00311797
         0.4513     0.00311449
         0.4561     0.00311105
         0.4609     0.00310765
         0.4657     0.00310429
         0.4705     0.00310097
         0.4753     0.00309768
         0.4801     0.00309443
         0.4849     0.00309122
         0.4897     0.00308804
         0.4945     0.00308489
         0.4993     0.00308177
         0.5041     0.00307869
         0.5089     0.00307564
         0.5137     0.00307262
         0.5185     0.00306963
         0.5233     0.00306667
         0.5281     0.00306374
         0.5329     0.00306084
         0.5377     0.00305797
         0.5425     0.00305512
         0.5473      0.0030523
         0.5521     0.00304951
         0.5569     0.00304674
         0.5617       0.003044
         0.5665     0.00304129
         0.5713      0.0030386
         0.5761     0.00303593
         0.5809     0.00303329
         0.5857     0.00303067
         0.5905     0.00302807
         0.5953      0.0030255
         0.6001     0.00302295
         0.6049     0.00302042
         0.6097     0.00301791
         0.6145     0.00301543
         0.6193     0.00301296
         0.6241     0.00301052
         0.6289     0.00300809
         0.6337     0.00300569
         0.6385      0.0030033
         0.6433     0.00300094
         0.6481     0.00299859
         0.6529     0.00299626
         0.6577     0.00299395
         0.6625     0.00299166
         0.6673     0.00298938
         0.6721     0.00298713
         0.6769     0.00298489
         0.6817     0.00298266
         0.6865     0.00298046
         0.6913     0.00297827
         0.6961      0.0029761
         0.7009     0.00297394
         0.7057      0.0029718
         0.7105     0.00296967
         0.7153     0.00296756
         0.7201     0.00296547
         0.7249     0.00296339
         0.7297     0.00296132
         0.7345     0.00295927
         0.7393     0.00295723
         0.7441     0.00295521
         0.7489      0.0029532
         0.7537     0.00295121
         0.7585     0.00294922
         0.7633     0.00294726
         0.7681      0.0029453
         0.7729     0.00294336
         0.7777     0.00294143
         0.7825     0.00293952
         0.7873     0.00293761
         0.7921     0.00293572
         0.7969     0.00293384
         0.8017     0.00293197
         0.8065     0.00293012
         0.8113     0.00292828
         0.8161     0.00292644
         0.8209     0.00292462
         0.8257     0.00292282
         0.8305     0.00292102
         0.8353     0.00291923
         0.8401     0.00291746
         0.8449     0.00291569
         0.8497     0.00291394
         0.8545     0.00291219
         0.8593     0.00291046
         0.8641     0.00290874
         0.8689     0.00290702
         0.8737     0.00290532
         0.8785     0.00290363
         0.8833     0.00290195
         0.8881     0.00290027
         0.8929     0.00289861
         0.8977     0.00289696
         0.9025     0.00289531
         0.9073     0.00289368
         0.9121     0.00289205
         0.9169     0.00289043
         0.9217     0.00288882
         0.9265     0.00288723
         0.9313     0.00288563
         0.9361     0.00288405
         0.9409     0.00288248
         0.9457     0.00288092
         0.9505     0.00287936
         0.9553     0.00287781
         0.9601     0.00287627
         0.9649     0.00287474
         0.9697     0.00287322
         0.9745      0.0028717
         0.9793      0.0028702
         0.9841      0.0028687
         0.9889      0.0028672
         0.9937     0.00286572
         0.9985     0.00286424
         1.0033     0.00286277
         1.0081     0.00286131
         1.0129     0.00285986
         1.0177     0.00285841
         1.0225     0.00285697
         1.0273     0.00285554
         1.0321     0.00285412
         1.0369      0.0028527
         1.0417     0.00285129
         1.0465     0.00284988
         1.0513     0.00284848
         1.0561     0.00284709
         1.0609     0.00284571
         1.0657     0.00284433
         1.0705     0.00284296
         1.0753     0.00284159
         1.0801     0.00284024
         1.0849     0.00283889
         1.0897     0.00283754
         1.0945      0.0028362
         1.0993     0.00283487
         1.1041     0.00283354
         1.1089     0.00283222
         1.1137     0.00283091
         1.1185      0.0028296
         1.1233     0.00282829
         1.1281       0.002827
         1.1329      0.0028264
         1.1377     0.00282511
         1.1425     0.00282383
         1.1473     0.00282256
         1.1521     0.00282129
         1.1569     0.00282003
         1.1617     0.00281877
         1.1665     0.00281752
         1.1713     0.00281627
         1.1761     0.00281503
         1.1809      0.0028138
         1.1857     0.00281257
         1.1905     0.00281134
         1.1953     0.00281012
         1.2001     0.00280891
