           IM.1            DS1            DS2            DS3            DS4          E(DS)
           0.01     3.7798e-10    2.38238e-14    4.91284e-23     2.0851e-29    3.78004e-10
       0.025101     9.2233e-06    7.72277e-09    1.23995e-15    7.84065e-21    9.23102e-06
       0.040202    0.000478519    1.59916e-06     2.9081e-12    8.71327e-17    0.000480118
       0.055303     0.00430661    3.82775e-05    4.17794e-10    4.13433e-14     0.00434489
       0.070404      0.0173754    0.000329017    1.54999e-08    4.21776e-12      0.0177045
      0.0855051      0.0448042     0.00156085    2.54015e-07    1.68076e-10      0.0463653
       0.100606      0.0871394     0.00497812    2.31734e-06    3.32794e-09      0.0921198
       0.115707       0.134659      0.0102054    8.00444e-06    1.61636e-08       0.144873
       0.130808       0.188517      0.0181881    2.24552e-05    6.11601e-08       0.206727
       0.145909       0.245819      0.0292222    5.38514e-05    1.91554e-07       0.275096
        0.16101       0.304083      0.0433992    0.000114368    5.17511e-07       0.347597
       0.176111       0.361478      0.0606214    0.000220511    1.24256e-06       0.422321
       0.191212       0.416638      0.0806377    0.000393053    2.70822e-06       0.497672
       0.206313       0.507046       0.127571     0.00119204    1.37454e-05       0.635823
       0.221414       0.618597       0.218568     0.00537836    0.000142067       0.842686
       0.236515       0.693348       0.308884      0.0157725    0.000803803        1.01881
       0.251616       0.742477       0.388391      0.0343948      0.0029405         1.1682
       0.266717       0.774731       0.453956      0.0610307     0.00783665        1.29755
       0.281818       0.796049       0.506289      0.0936662       0.016576        1.41258
       0.296919       0.810124       0.547483       0.129663      0.0295888        1.51686
        0.31202       0.838733       0.594519       0.160261      0.0406506        1.63416
       0.327121       0.865747       0.638785       0.189497      0.0514421        1.74547
       0.342222        0.88613       0.677362       0.218633      0.0630597        1.84518
       0.357323       0.905058        0.71117       0.247377      0.0753657        1.93897
       0.372424       0.919417       0.740803       0.275559      0.0882365        2.02402
       0.387525       0.931274       0.766874       0.303026       0.101574        2.10275
       0.402626       0.940069       0.787269       0.326482       0.113527        2.16735
       0.417727       0.942967       0.793984       0.334145       0.117384        2.18848
       0.432828       0.945695       0.800474       0.341746       0.121261        2.20918
       0.447929       0.948283       0.806726       0.349286       0.125155        2.22945
        0.46303       0.950741       0.812792       0.356763       0.129066        2.24936
       0.478131       0.953075       0.818657       0.364178       0.132993         2.2689
       0.493232       0.955292       0.824329       0.371529       0.136934        2.28808
       0.508333       0.954719       0.824132       0.374554       0.139873        2.29328
       0.523434       0.951887       0.819298        0.37411       0.141973        2.28727
       0.538535       0.948963       0.814508        0.37366       0.144023        2.28115
       0.553636       0.945977        0.80973       0.373238       0.146063        2.27501
       0.568737       0.942925       0.804984       0.372825       0.148088        2.26882
       0.583838        0.93981       0.800272       0.372421       0.150086        2.26259
       0.598939       0.936619       0.795598       0.372025       0.152057         2.2563
        0.61404       0.934737       0.791667       0.367559       0.149566        2.24353
       0.629141         0.9329       0.787709       0.362752       0.146741         2.2301
       0.644242       0.931003       0.783664       0.357911       0.143918         2.2165
       0.659343       0.929045       0.779529       0.353035       0.141096        2.20271
       0.674444       0.927022       0.775302       0.348124       0.138278        2.18873
       0.689545       0.924933       0.770981       0.343179       0.135462        2.17455
       0.704646       0.922563       0.766862       0.340031       0.134255        2.16371
       0.719747       0.918728       0.763415       0.340982       0.136649        2.15977
       0.734848       0.916772        0.76001       0.341916       0.139023        2.15772
       0.749949        0.91385        0.75665       0.342833       0.141378        2.15471
       0.765051       0.910913       0.753333       0.343734       0.143713        2.15169
       0.780152       0.907963        0.75006       0.344619       0.146045        2.14869
       0.795253       0.905003       0.746831       0.345488       0.148337        2.14566
       0.810354       0.912099       0.758761       0.356184       0.153825        2.18087
       0.825455       0.922903       0.776891       0.371302       0.160712        2.23181
       0.840556        0.93269       0.794178        0.38634       0.167523        2.28073
       0.855657       0.941548       0.810652       0.401325       0.174271         2.3278
       0.870758       0.949511       0.826328       0.416282        0.18097        2.37309
       0.885859       0.956652       0.841236       0.431234       0.187635        2.41676
        0.90096       0.962563       0.854211       0.444635       0.193378        2.45479
       0.916061        1.00267       0.849591       0.434832       0.185807         2.4729
       0.931162       0.959634       0.844697       0.424764       0.178245        2.40734
       0.946263       0.958001       0.839507       0.414426       0.170667         2.3826
       0.961364        0.95624       0.834011       0.403816       0.163083        2.35715
       0.976465       0.954343       0.828162        0.39293       0.155513        2.33095
       0.991566       0.952287       0.821946       0.381768       0.147946        2.30395
        1.00667       0.954449       0.824702       0.378551       0.143371        2.30107
        1.02177       0.961625       0.839066       0.385798       0.142416        2.32891
        1.03687        0.96812       0.853199       0.393315        0.14135        2.35598
        1.05197       0.973904       0.867028       0.401132       0.140182        2.38225
        1.06707       0.978983       0.880473       0.409284       0.138927        2.40767
        1.08217       0.983368       0.893395       0.417803         0.1376        2.43217
        1.09727       0.987075       0.905754       0.426724        0.13622        2.45577
        1.11237       0.987532       0.906494       0.422403        0.13181        2.44824
        1.12747       0.987342        0.90467        0.41498       0.126755        2.43375
        1.14258       0.987138       0.902753       0.407415        0.12174        2.41905
        1.15768       0.986918       0.900736       0.399708        0.11677        2.40413
        1.17278       0.986682       0.898614       0.391858       0.111849          2.389
        1.18788       0.986429       0.896382       0.383866       0.106983        2.37366
        1.20298       0.986894        0.89764       0.381547       0.104514        2.37059
        1.21808       0.989923       0.911739        0.40288        0.11168        2.41622
        1.23318       0.992246       0.924336       0.424304       0.119027        2.45991
        1.24828       0.994101       0.935526       0.445801       0.126567          2.502
        1.26338       0.995688       0.945377        0.46735       0.134316        2.54273
        1.27848       0.996541       0.953784       0.488928        0.14229        2.58154
        1.29359       0.997494       0.961459       0.510506       0.150506        2.61996
        1.30869       0.997765       0.964063       0.515413       0.150134        2.62738
        1.32379       0.997819       0.963906       0.507834       0.143327        2.61289
        1.33889       0.998334       0.964177       0.500007       0.136586         2.5991
        1.35399       0.998427       0.963967       0.491922       0.129922        2.58424
        1.36909       0.998524       0.963706       0.483578       0.123347        2.56916
        1.38419       0.998628       0.963391       0.474973       0.116877        2.55387
        1.39929       0.998858       0.963133       0.466107       0.110518        2.53862
        1.41439       0.998699       0.964852       0.476211       0.112824        2.55259
        1.42949       0.998955       0.970308       0.487339       0.115638        2.57224
         1.4446       0.999157       0.973516       0.497368       0.118549        2.58859
         1.4597       0.999316       0.976425       0.508499       0.121565         2.6058
         1.4748       0.999501       0.979115       0.521229       0.124688        2.62453
         1.4899         0.9996       0.981475       0.532595       0.127933         2.6416
          1.505        0.99964       0.982911       0.540229       0.130173        2.65295
         1.5201        0.99964       0.982911       0.540229       0.130173        2.65295
         1.5352        0.99964       0.982911       0.540229       0.130173        2.65295
         1.5503        0.99964       0.982911       0.540229       0.130173        2.65295
         1.5654        0.99964       0.982911       0.540229       0.130173        2.65295
        1.58051        0.99964       0.982911       0.540229       0.130173        2.65295
        1.59561        0.99964       0.982911       0.540229       0.130173        2.65295
        1.61071        0.99964       0.982911       0.540229       0.130173        2.65295
        1.62581        0.99964       0.982911       0.540229       0.130173        2.65295
        1.64091        0.99964       0.982911       0.540229       0.130173        2.65295
        1.65601        0.99964       0.982911       0.540229       0.130173        2.65295
        1.67111        0.99964       0.982911       0.540229       0.130173        2.65295
        1.68621        0.99964       0.982911       0.540229       0.130173        2.65295
        1.70131        0.99964       0.982911       0.540229       0.130173        2.65295
        1.71641        0.99964       0.982911       0.540229       0.130173        2.65295
        1.73152        0.99964       0.982911       0.540229       0.130173        2.65295
        1.74662        0.99964       0.982911       0.540229       0.130173        2.65295
        1.76172        0.99964       0.982911       0.540229       0.130173        2.65295
        1.77682        0.99964       0.982911       0.540229       0.130173        2.65295
        1.79192        0.99964       0.982911       0.540229       0.130173        2.65295
        1.80702        0.99964       0.982911       0.540229       0.130173        2.65295
        1.82212        0.99964       0.982911       0.540229       0.130173        2.65295
        1.83722        0.99964       0.982911       0.540229       0.130173        2.65295
        1.85232        0.99964       0.982911       0.540229       0.130173        2.65295
        1.86742        0.99964       0.982911       0.540229       0.130173        2.65295
        1.88253        0.99964       0.982911       0.540229       0.130173        2.65295
        1.89763        0.99964       0.982911       0.540229       0.130173        2.65295
        1.91273        0.99964       0.982911       0.540229       0.130173        2.65295
        1.92783        0.99964       0.982911       0.540229       0.130173        2.65295
        1.94293        0.99964       0.982911       0.540229       0.130173        2.65295
        1.95803        0.99964       0.982911       0.540229       0.130173        2.65295
        1.97313        0.99964       0.982911       0.540229       0.130173        2.65295
        1.98823        0.99964       0.982911       0.540229       0.130173        2.65295
        2.00333        0.99964       0.982911       0.540229       0.130173        2.65295
        2.01843        0.99964       0.982911       0.540229       0.130173        2.65295
        2.03354        0.99964       0.982911       0.540229       0.130173        2.65295
        2.04864        0.99964       0.982911       0.540229       0.130173        2.65295
        2.06374        0.99964       0.982911       0.540229       0.130173        2.65295
        2.07884        0.99964       0.982911       0.540229       0.130173        2.65295
        2.09394        0.99964       0.982911       0.540229       0.130173        2.65295
        2.10904        0.99964       0.982911       0.540229       0.130173        2.65295
        2.12414        0.99964       0.982911       0.540229       0.130173        2.65295
        2.13924        0.99964       0.982911       0.540229       0.130173        2.65295
        2.15434        0.99964       0.982911       0.540229       0.130173        2.65295
        2.16944        0.99964       0.982911       0.540229       0.130173        2.65295
        2.18455        0.99964       0.982911       0.540229       0.130173        2.65295
        2.19965        0.99964       0.982911       0.540229       0.130173        2.65295
        2.21475        0.99964       0.982911       0.540229       0.130173        2.65295
        2.22985        0.99964       0.982911       0.540229       0.130173        2.65295
        2.24495        0.99964       0.982911       0.540229       0.130173        2.65295
        2.26005        0.99964       0.982911       0.540229       0.130173        2.65295
        2.27515        0.99964       0.982911       0.540229       0.130173        2.65295
        2.29025        0.99964       0.982911       0.540229       0.130173        2.65295
        2.30535        0.99964       0.982911       0.540229       0.130173        2.65295
        2.32045        0.99964       0.982911       0.540229       0.130173        2.65295
        2.33556        0.99964       0.982911       0.540229       0.130173        2.65295
        2.35066        0.99964       0.982911       0.540229       0.130173        2.65295
        2.36576        0.99964       0.982911       0.540229       0.130173        2.65295
        2.38086        0.99964       0.982911       0.540229       0.130173        2.65295
        2.39596        0.99964       0.982911       0.540229       0.130173        2.65295
        2.41106        0.99964       0.982911       0.540229       0.130173        2.65295
        2.42616        0.99964       0.982911       0.540229       0.130173        2.65295
        2.44126        0.99964       0.982911       0.540229       0.130173        2.65295
        2.45636        0.99964       0.982911       0.540229       0.130173        2.65295
        2.47146        0.99964       0.982911       0.540229       0.130173        2.65295
        2.48657        0.99964       0.982911       0.540229       0.130173        2.65295
        2.50167        0.99964       0.982911       0.540229       0.130173        2.65295
        2.51677        0.99964       0.982911       0.540229       0.130173        2.65295
        2.53187        0.99964       0.982911       0.540229       0.130173        2.65295
        2.54697        0.99964       0.982911       0.540229       0.130173        2.65295
        2.56207        0.99964       0.982911       0.540229       0.130173        2.65295
        2.57717        0.99964       0.982911       0.540229       0.130173        2.65295
        2.59227        0.99964       0.982911       0.540229       0.130173        2.65295
        2.60737        0.99964       0.982911       0.540229       0.130173        2.65295
        2.62247        0.99964       0.982911       0.540229       0.130173        2.65295
        2.63758        0.99964       0.982911       0.540229       0.130173        2.65295
        2.65268        0.99964       0.982911       0.540229       0.130173        2.65295
        2.66778        0.99964       0.982911       0.540229       0.130173        2.65295
        2.68288        0.99964       0.982911       0.540229       0.130173        2.65295
        2.69798        0.99964       0.982911       0.540229       0.130173        2.65295
        2.71308        0.99964       0.982911       0.540229       0.130173        2.65295
        2.72818        0.99964       0.982911       0.540229       0.130173        2.65295
        2.74328        0.99964       0.982911       0.540229       0.130173        2.65295
        2.75838        0.99964       0.982911       0.540229       0.130173        2.65295
        2.77348        0.99964       0.982911       0.540229       0.130173        2.65295
        2.78859        0.99964       0.982911       0.540229       0.130173        2.65295
        2.80369        0.99964       0.982911       0.540229       0.130173        2.65295
        2.81879        0.99964       0.982911       0.540229       0.130173        2.65295
        2.83389        0.99964       0.982911       0.540229       0.130173        2.65295
        2.84899        0.99964       0.982911       0.540229       0.130173        2.65295
        2.86409        0.99964       0.982911       0.540229       0.130173        2.65295
        2.87919        0.99964       0.982911       0.540229       0.130173        2.65295
        2.89429        0.99964       0.982911       0.540229       0.130173        2.65295
        2.90939        0.99964       0.982911       0.540229       0.130173        2.65295
        2.92449        0.99964       0.982911       0.540229       0.130173        2.65295
         2.9396        0.99964       0.982911       0.540229       0.130173        2.65295
         2.9547        0.99964       0.982911       0.540229       0.130173        2.65295
         2.9698        0.99964       0.982911       0.540229       0.130173        2.65295
         2.9849        0.99964       0.982911       0.540229       0.130173        2.65295
            3.0        0.99964       0.982911       0.540229       0.130173        2.65295
