              t           Rate
         0.0001       0.287937
         0.0049       0.195823
         0.0097       0.179734
         0.0145       0.170485
         0.0193       0.163976
         0.0241       0.158977
         0.0289       0.154941
         0.0337       0.151599
         0.0385       0.148693
         0.0433       0.146148
         0.0481       0.143887
         0.0529       0.141855
         0.0577       0.140011
         0.0625       0.138324
         0.0673        0.13677
         0.0721       0.135303
         0.0769       0.133964
         0.0817       0.132712
         0.0865       0.131536
         0.0913       0.130429
         0.0961       0.129382
         0.1009        0.12839
         0.1057       0.127448
         0.1105       0.126551
         0.1153       0.125695
         0.1201       0.124876
         0.1249       0.124092
         0.1297        0.12333
         0.1345       0.122609
         0.1393       0.121914
         0.1441       0.121245
         0.1489       0.120599
         0.1537       0.119976
         0.1585       0.119373
         0.1633        0.11879
         0.1681       0.118225
         0.1729       0.117677
         0.1777       0.117145
         0.1825       0.116629
         0.1873       0.116127
         0.1921       0.115639
         0.1969       0.115092
         0.2017        0.11463
         0.2065       0.114179
         0.2113        0.11374
         0.2161       0.113311
         0.2209       0.112892
         0.2257       0.112484
         0.2305       0.112084
         0.2353       0.111694
         0.2401       0.111312
         0.2449       0.110938
         0.2497       0.110572
         0.2545       0.110214
         0.2593       0.109863
         0.2641       0.109519
         0.2689       0.109182
         0.2737       0.108851
         0.2785       0.108527
         0.2833       0.108209
         0.2881       0.107896
         0.2929       0.107589
         0.2977       0.107288
         0.3025       0.106991
         0.3073         0.1067
         0.3121       0.106414
         0.3169       0.106133
         0.3217       0.105856
         0.3265       0.105583
         0.3313       0.105315
         0.3361       0.105052
         0.3409       0.104792
         0.3457       0.104536
         0.3505       0.104284
         0.3553       0.104036
         0.3601       0.103791
         0.3649        0.10355
         0.3697       0.103313
         0.3745       0.103079
         0.3793       0.102848
         0.3841        0.10262
         0.3889       0.102395
         0.3937       0.102174
         0.3985       0.101955
         0.4033       0.101739
         0.4081       0.101526
         0.4129       0.101316
         0.4177       0.101108
         0.4225       0.100903
         0.4273         0.1007
         0.4321         0.1005
         0.4369       0.100303
         0.4417       0.100107
         0.4465      0.0999143
         0.4513      0.0997236
         0.4561      0.0995351
         0.4609      0.0993488
         0.4657      0.0991645
         0.4705      0.0989824
         0.4753      0.0988023
         0.4801      0.0986241
         0.4849       0.098448
         0.4897      0.0982737
         0.4945      0.0981012
         0.4993      0.0979306
         0.5041      0.0977618
         0.5089      0.0975948
         0.5137      0.0974295
         0.5185      0.0972658
         0.5233      0.0971038
         0.5281      0.0969435
         0.5329      0.0967847
         0.5377      0.0966275
         0.5425      0.0964718
         0.5473      0.0963177
         0.5521       0.096165
         0.5569      0.0960137
         0.5617      0.0958639
         0.5665      0.0957155
         0.5713      0.0955685
         0.5761      0.0954228
         0.5809      0.0952784
         0.5857      0.0951354
         0.5905      0.0949936
         0.5953      0.0948531
         0.6001      0.0947139
         0.6049      0.0945758
         0.6097       0.094439
         0.6145      0.0943033
         0.6193      0.0941688
         0.6241      0.0940355
         0.6289      0.0939032
         0.6337      0.0937721
         0.6385      0.0936421
         0.6433      0.0935131
         0.6481      0.0933852
         0.6529      0.0932583
         0.6577      0.0931325
         0.6625      0.0930076
         0.6673      0.0928838
         0.6721      0.0927609
         0.6769       0.092639
         0.6817       0.092518
         0.6865       0.092398
         0.6913      0.0922789
         0.6961      0.0921607
         0.7009      0.0920434
         0.7057       0.091927
         0.7105      0.0918114
         0.7153      0.0916967
         0.7201      0.0915829
         0.7249      0.0914698
         0.7297      0.0913576
         0.7345      0.0912463
         0.7393      0.0911357
         0.7441      0.0910259
         0.7489      0.0909169
         0.7537      0.0908086
         0.7585      0.0907011
         0.7633      0.0905944
         0.7681      0.0904884
         0.7729      0.0903831
         0.7777      0.0902785
         0.7825      0.0901747
         0.7873      0.0900715
         0.7921      0.0899691
         0.7969      0.0898673
         0.8017      0.0897662
         0.8065      0.0896658
         0.8113       0.089566
         0.8161      0.0894669
         0.8209      0.0893684
         0.8257      0.0892705
         0.8305      0.0891733
         0.8353      0.0890767
         0.8401      0.0889807
         0.8449      0.0888853
         0.8497      0.0887905
         0.8545      0.0886963
         0.8593      0.0886027
         0.8641      0.0885096
         0.8689      0.0884131
         0.8737      0.0883212
         0.8785      0.0882299
         0.8833      0.0881391
         0.8881      0.0880488
         0.8929      0.0879591
         0.8977      0.0878699
         0.9025      0.0877813
         0.9073      0.0876932
         0.9121      0.0876055
         0.9169      0.0875595
         0.9217      0.0874726
         0.9265      0.0873863
         0.9313      0.0873005
         0.9361      0.0872151
         0.9409      0.0871303
         0.9457      0.0870459
         0.9505       0.086962
         0.9553      0.0868785
         0.9601      0.0867955
         0.9649       0.086713
         0.9697      0.0866309
         0.9745      0.0865493
         0.9793      0.0864682
         0.9841      0.0863874
         0.9889      0.0863071
         0.9937      0.0862272
         0.9985      0.0861478
         1.0033      0.0860688
         1.0081       0.085965
         1.0129      0.0858868
         1.0177      0.0858091
         1.0225      0.0857318
         1.0273      0.0856549
         1.0321      0.0855784
         1.0369      0.0855023
         1.0417      0.0854266
         1.0465      0.0853512
         1.0513      0.0852763
         1.0561      0.0852017
         1.0609      0.0851275
         1.0657      0.0850537
         1.0705      0.0849802
         1.0753      0.0849071
         1.0801      0.0848344
         1.0849       0.084762
         1.0897        0.08469
         1.0945      0.0846183
         1.0993       0.084547
         1.1041       0.084476
         1.1089      0.0844054
         1.1137      0.0843351
         1.1185      0.0842651
         1.1233      0.0841955
         1.1281      0.0841262
         1.1329      0.0840572
         1.1377      0.0839885
         1.1425      0.0839202
         1.1473      0.0838522
         1.1521      0.0837845
         1.1569      0.0837171
         1.1617        0.08365
         1.1665      0.0835832
         1.1713      0.0835168
         1.1761      0.0834506
         1.1809      0.0833847
         1.1857      0.0833191
         1.1905      0.0832539
         1.1953      0.0831889
         1.2001      0.0831242
