           IM.1            DS1            DS2            DS3            DS4          E(DS)
           0.01    6.05885e-16    3.04499e-21    9.56787e-32    3.15045e-39    6.05888e-16
       0.025101    4.17656e-10     2.7937e-14    6.54023e-23    3.05274e-29    4.17684e-10
       0.040202     1.2315e-07    3.30794e-11    8.24445e-19    1.69644e-24    1.23183e-07
       0.055303     3.7228e-06    2.70554e-09    3.84849e-16    2.42473e-21    3.72551e-06
       0.070404    3.87351e-05    6.23854e-08    3.72526e-14    6.04252e-19    3.87974e-05
      0.0855051     0.00021817    6.87676e-07    1.43004e-12    5.38691e-17    0.000218858
       0.100606    0.000803178    4.46253e-06    2.73943e-11    2.17785e-15     0.00080764
       0.115707     0.00125473    8.12053e-06    6.37953e-11    5.86886e-15     0.00126285
       0.130808     0.00187395    1.39742e-05    1.38105e-10    1.45296e-14     0.00188792
       0.145909     0.00269292    2.29244e-05    2.80498e-10    3.34472e-14     0.00271584
        0.16101     0.00374536     3.6096e-05    5.39351e-10    7.22996e-14     0.00378146
       0.176111     0.00506273    5.48336e-05    9.88714e-10      1.479e-13     0.00511757
       0.191212     0.00667683    8.07293e-05    1.73797e-09    2.88263e-13     0.00675757
       0.206313     0.00857318    0.000117662    3.21342e-09    6.26937e-13     0.00869085
       0.221414      0.0107737    0.000172542    6.57993e-09    1.64658e-12      0.0109463
       0.236515      0.0133762    0.000249211     1.3222e-08    4.24489e-12      0.0136254
       0.251616      0.0164116    0.000354567      2.606e-08    1.07244e-11      0.0167662
       0.266717      0.0199196    0.000497041    5.03613e-08    2.65031e-11      0.0204167
       0.281818       0.023915    0.000686332    9.53524e-08    6.39689e-11      0.0246015
       0.296919      0.0284125    0.000934359    1.76777e-07     1.5064e-10      0.0293471
        0.31202      0.0335654     0.00126023    3.22472e-07    3.47259e-10      0.0348259
       0.327121      0.0392977     0.00167711    5.75869e-07    7.79405e-10      0.0409754
       0.342222      0.0455714     0.00220024    1.00493e-06    1.70044e-09      0.0477726
       0.357323       0.052368     0.00283666     1.7149e-06    3.60681e-09      0.0552064
       0.372424      0.0596859     0.00363599    2.86243e-06    7.43675e-09      0.0633247
       0.387525      0.0674798     0.00458534     4.6755e-06    1.48868e-08      0.0720698
       0.402626      0.0753867     0.00566723    7.35818e-06    2.84498e-08      0.0810613
       0.417727      0.0820371     0.00667759    1.05555e-05    4.77608e-08      0.0887253
       0.432828      0.0889148      0.0078322    1.49547e-05    7.88624e-08       0.096762
       0.447929      0.0960038     0.00911677    2.09302e-05    1.28099e-07       0.105142
        0.46303       0.103282      0.0105457    2.89461e-05    2.04747e-07       0.113857
       0.478131       0.110714      0.0121246    3.95626e-05    3.22126e-07       0.122878
       0.493232       0.118347      0.0138592    5.34296e-05    4.99019e-07        0.13226
       0.508333       0.122231      0.0147068    6.02738e-05    5.90593e-07       0.136998
       0.523434       0.123111      0.0147402    5.90672e-05    5.66625e-07       0.137911
       0.538535       0.123996      0.0147731    5.79217e-05    5.43492e-07       0.138827
       0.553636       0.124885      0.0148058    5.68361e-05    5.21174e-07       0.139748
       0.568737       0.125778      0.0148381    5.57816e-05    4.99652e-07       0.140672
       0.583838       0.126676      0.0148702    5.46801e-05    4.78906e-07       0.141601
       0.598939       0.127578       0.014902     5.3595e-05    4.58914e-07       0.142534
        0.61404       0.143246      0.0196965    0.000109975    1.36968e-06       0.163054
       0.629141       0.160403      0.0258614     0.00022282    4.01982e-06       0.186491
       0.644242        0.17748      0.0330516    0.000421828    1.06518e-05       0.210965
       0.659343       0.194343       0.041209    0.000749524    2.56461e-05       0.236327
       0.674444       0.210823      0.0502351      0.0012567    5.65221e-05       0.262372
       0.689545       0.226799      0.0600004     0.00199871     0.00011505       0.288914
       0.704646       0.238096       0.067199     0.00266222    0.000177591       0.308134
       0.719747       0.240025      0.0673267     0.00260017    0.000169057       0.310121
       0.734848       0.241961      0.0674467     0.00253828    0.000160784       0.312107
       0.749949       0.243904      0.0675593     0.00247658    0.000152786       0.314093
       0.765051       0.245854      0.0676412     0.00241447    0.000145036       0.316055
       0.780152       0.247826      0.0677417     0.00235336    0.000137548       0.318059
       0.795253       0.249793      0.0678321     0.00229261    0.000130323       0.320048
       0.810354       0.252125      0.0682194     0.00226212     0.00012602       0.322732
       0.825455       0.254627      0.0687423     0.00224532    0.000122988       0.325738
       0.840556       0.257137      0.0692622     0.00222801    0.000119971       0.328747
       0.855657       0.259654       0.077723     0.00221085    0.000116972       0.339704
       0.870758       0.262178      0.0702937      0.0021926    0.000113992       0.334778
       0.885859        0.26471      0.0708054     0.00217389    0.000111035         0.3378
        0.90096       0.267229      0.0713108     0.00215499    0.000108132       0.340803
       0.916061       0.269447      0.0717594     0.00213897    0.000105683       0.343451
       0.931162       0.271671      0.0722062     0.00212265    0.000103254       0.346103
       0.946263       0.273866      0.0726514     0.00210605    0.000100845       0.348724
       0.961364         0.2761      0.0730949     0.00208917    9.84585e-05       0.351382
       0.976465        0.27834      0.0735368     0.00207203     9.6095e-05       0.354045
       0.991566       0.280588      0.0739772     0.00205465    9.37561e-05       0.356714
        1.00667       0.286745      0.0776077     0.00231118     0.00011187       0.366776
        1.02177       0.297562      0.0854757      0.0030106    0.000168908       0.386217
        1.03687       0.308026       0.093515      0.0038575    0.000248515       0.405647
        1.05197       0.318115       0.101705     0.00486483    0.000356848       0.425042
        1.06707        0.32783       0.110026     0.00604584    0.000500971       0.444402
        1.08217       0.337171       0.118429     0.00741155     0.00068857         0.4637
        1.09727       0.346145       0.126881      0.0089709    0.000927739       0.482925
        1.11237        0.36711       0.140569      0.0109699     0.00122403       0.519873
        1.12747       0.389787       0.155525      0.0132673     0.00158124        0.56016
        1.14258       0.411391       0.170521      0.0158144     0.00200574       0.599732
        1.15768       0.431939       0.185501      0.0186085      0.0025035       0.638552
        1.17278       0.451456       0.200394      0.0216438     0.00307963       0.676573
        1.18788       0.469946       0.215146      0.0249164     0.00373891       0.713747
        1.20298       0.483522       0.226335      0.0275726     0.00430116       0.741731
        1.21808         0.4805       0.223692      0.0268929     0.00415112       0.735237
        1.23318       0.477447       0.221042      0.0262226     0.00400467       0.728717
        1.24828       0.474362       0.218385      0.0255599     0.00386177       0.722169
        1.26338       0.471245        0.21572      0.0249058     0.00372237       0.715594
        1.27848       0.468096       0.213049      0.0242604     0.00358644       0.708992
        1.29359       0.464915        0.21037      0.0236238     0.00345396       0.702363
        1.30869       0.471367       0.215153      0.0245795     0.00363576       0.714735
        1.32379       0.484594       0.225389      0.0267735     0.00407172       0.740827
        1.33889        0.49738       0.235539      0.0290527     0.00453843        0.76651
        1.35399       0.509738       0.245596      0.0314136     0.00503637       0.791783
        1.36909       0.521681        0.25555      0.0338535     0.00556593        0.81665
        1.38419       0.533222       0.265393      0.0363697     0.00612743       0.841113
        1.39929       0.544375       0.275121      0.0389592     0.00672116       0.865177
        1.41439       0.533087       0.250433      0.0276559     0.00376172       0.814938
        1.42949       0.518248       0.221911      0.0178645     0.00179759       0.759822
         1.4446       0.500327       0.191519      0.0105094    0.000734438       0.703091
         1.4597       0.478662        0.15998     0.00551933    0.000248391        0.64441
         1.4748       0.452734       0.128436     0.00253709    6.73964e-05       0.583775
         1.4899       0.422013      0.0984523     0.00100641    1.44467e-05       0.521486
          1.505        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
         1.5201        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
         1.5352        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
         1.5503        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
         1.5654        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.58051        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.59561        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.61071        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.62581        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.64091        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.65601        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.67111        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.68621        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.70131        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.71641        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.73152        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.74662        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.76172        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.77682        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.79192        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.80702        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.82212        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.83722        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
        1.85232        0.39878      0.0801413    0.000499577    4.53089e-06       0.479425
