              t           Rate
         0.0001     0.00361219
         0.0049     0.00309426
         0.0097     0.00301689
         0.0145     0.00297168
         0.0193     0.00293951
         0.0241     0.00291448
         0.0289     0.00289394
         0.0337     0.00287652
         0.0385     0.00286137
         0.0433     0.00284796
         0.0481     0.00283593
         0.0529     0.00282501
         0.0577     0.00281501
         0.0625     0.00280578
         0.0673     0.00279722
         0.0721     0.00278922
         0.0769     0.00278173
         0.0817     0.00277467
         0.0865     0.00276799
         0.0913     0.00276216
         0.0961     0.00275614
         0.1009     0.00275039
         0.1057      0.0027449
         0.1105     0.00273965
         0.1153      0.0027346
         0.1201     0.00272976
         0.1249     0.00272509
         0.1297     0.00272059
         0.1345     0.00271587
         0.1393     0.00271169
         0.1441     0.00270764
         0.1489     0.00270371
         0.1537     0.00269991
         0.1585     0.00269622
         0.1633     0.00269263
         0.1681     0.00268914
         0.1729     0.00268575
         0.1777     0.00268244
         0.1825     0.00267922
         0.1873     0.00267607
         0.1921       0.002673
         0.1969     0.00267001
         0.2017     0.00266708
         0.2065     0.00266422
         0.2113     0.00266142
         0.2161     0.00265868
         0.2209     0.00265599
         0.2257     0.00265336
         0.2305     0.00265079
         0.2353     0.00264826
         0.2401     0.00264579
         0.2449     0.00264335
         0.2497     0.00264097
         0.2545     0.00263862
         0.2593     0.00263632
         0.2641     0.00263406
         0.2689     0.00263184
         0.2737     0.00262965
         0.2785     0.00262727
         0.2833     0.00262515
         0.2881     0.00262307
         0.2929     0.00262101
         0.2977     0.00261899
         0.3025       0.002617
         0.3073     0.00261504
         0.3121     0.00261311
         0.3169      0.0026112
         0.3217     0.00257292
         0.3265     0.00260747
         0.3313     0.00260565
         0.3361     0.00260384
         0.3409     0.00260207
         0.3457     0.00260031
         0.3505     0.00259858
         0.3553     0.00259687
         0.3601     0.00259519
         0.3649     0.00259352
         0.3697     0.00259188
         0.3745     0.00259025
         0.3793     0.00258864
         0.3841     0.00258706
         0.3889     0.00258549
         0.3937     0.00258394
         0.3985     0.00258241
         0.4033     0.00258089
         0.4081     0.00257939
         0.4129     0.00257791
         0.4177     0.00257645
         0.4225       0.002575
         0.4273     0.00257426
         0.4321     0.00257285
         0.4369     0.00257144
         0.4417     0.00257005
         0.4465     0.00256867
         0.4513     0.00256731
         0.4561     0.00256596
         0.4609     0.00256463
         0.4657     0.00256331
         0.4705       0.002562
         0.4753      0.0025607
         0.4801     0.00255941
         0.4849     0.00255814
         0.4897     0.00255688
         0.4945     0.00255563
         0.4993     0.00255439
         0.5041     0.00255316
         0.5089     0.00255195
         0.5137     0.00255074
         0.5185     0.00254955
         0.5233     0.00254836
         0.5281     0.00254719
         0.5329     0.00254602
         0.5377     0.00254487
         0.5425     0.00254372
         0.5473     0.00254259
         0.5521     0.00254146
         0.5569     0.00254034
         0.5617     0.00253923
         0.5665     0.00253814
         0.5713     0.00253704
         0.5761     0.00253596
         0.5809     0.00253489
         0.5857     0.00253382
         0.5905     0.00253276
         0.5953     0.00253172
         0.6001     0.00253067
         0.6049     0.00252964
         0.6097     0.00252861
         0.6145     0.00252759
         0.6193     0.00252658
         0.6241     0.00252558
         0.6289     0.00252458
         0.6337     0.00252359
         0.6385     0.00252261
         0.6433     0.00252163
         0.6481     0.00252066
         0.6529      0.0025197
         0.6577     0.00251875
         0.6625      0.0025178
         0.6673     0.00251685
         0.6721     0.00251592
         0.6769     0.00251499
         0.6817     0.00251406
         0.6865     0.00251314
         0.6913     0.00251223
         0.6961     0.00251133
         0.7009     0.00251042
         0.7057     0.00250953
         0.7105     0.00250864
         0.7153     0.00250776
         0.7201     0.00250688
         0.7249     0.00250601
         0.7297     0.00250514
         0.7345     0.00250428
         0.7393     0.00250342
         0.7441     0.00250257
         0.7489     0.00250172
         0.7537     0.00250088
         0.7585     0.00250004
         0.7633     0.00249921
         0.7681     0.00249838
         0.7729     0.00249756
         0.7777     0.00249675
         0.7825     0.00249593
         0.7873     0.00249512
         0.7921     0.00249432
         0.7969     0.00249352
         0.8017     0.00249273
         0.8065     0.00249194
         0.8113     0.00249115
         0.8161     0.00249037
         0.8209     0.00248959
         0.8257     0.00248882
         0.8305     0.00248805
         0.8353     0.00248729
         0.8401     0.00248653
         0.8449     0.00248577
         0.8497     0.00248502
         0.8545     0.00248427
         0.8593     0.00248352
         0.8641     0.00248278
         0.8689     0.00248205
         0.8737     0.00248131
         0.8785     0.00248058
         0.8833     0.00247986
         0.8881     0.00247913
         0.8929     0.00247842
         0.8977      0.0024777
         0.9025     0.00247699
         0.9073     0.00247628
         0.9121     0.00247558
         0.9169     0.00247488
         0.9217     0.00247418
         0.9265     0.00247348
         0.9313     0.00247279
         0.9361      0.0024721
         0.9409     0.00247142
         0.9457     0.00247074
         0.9505     0.00247006
         0.9553     0.00246939
         0.9601     0.00246871
         0.9649     0.00246804
         0.9697     0.00246738
         0.9745     0.00246672
         0.9793     0.00246606
         0.9841      0.0024654
         0.9889     0.00246475
         0.9937      0.0024641
         0.9985     0.00246345
         1.0033      0.0024628
         1.0081     0.00246216
         1.0129     0.00246152
         1.0177     0.00246089
         1.0225     0.00246025
         1.0273     0.00245962
         1.0321     0.00245899
         1.0369     0.00245837
         1.0417     0.00245774
         1.0465     0.00245712
         1.0513     0.00245651
         1.0561     0.00245589
         1.0609     0.00245528
         1.0657     0.00245467
         1.0705     0.00245406
         1.0753     0.00245346
         1.0801     0.00245285
         1.0849     0.00245225
         1.0897     0.00245166
         1.0945     0.00245106
         1.0993     0.00245047
         1.1041     0.00244988
         1.1089     0.00244929
         1.1137      0.0024487
         1.1185     0.00244812
         1.1233     0.00244754
         1.1281     0.00244696
         1.1329     0.00244639
         1.1377     0.00244581
         1.1425     0.00244524
         1.1473     0.00244467
         1.1521      0.0024441
         1.1569     0.00244354
         1.1617     0.00244297
         1.1665     0.00244241
         1.1713     0.00244185
         1.1761      0.0024413
         1.1809     0.00244074
         1.1857     0.00244019
         1.1905     0.00243964
         1.1953     0.00243909
         1.2001     0.00243854
