           IM.1     FRAG.002.mean_x     FRAG.003.mean_x     FRAG.105.mean_x     FRAG.106.mean_x     FRAG.107.mean_x     FRAG.108.mean_x     FRAG.203.mean_x     FRAG.204.mean_x     FRAG.205.mean_x     FRAG.208.mean_x     FRAG.209.mean_x     FRAG.211.mean_x     FRAG.214.mean_x
        2.10904         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.12414         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.13924         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.15434         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.16944         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.18455         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.19965         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.21475         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.22985         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.24495         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.26005         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.27515         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.29025         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.30535         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.32045         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.33556         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.35066         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.36576         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.38086         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.39596         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.41106         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.42616         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.44126         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.45636         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.47146         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.48657         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.50167         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.51677         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.53187         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.54697         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.56207         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.57717         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.59227         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.60737         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.62247         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.63758         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.65268         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.66778         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.68288         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.69798         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.71308         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.72818         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.74328         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.75838         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.77348         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.78859         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.80369         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.81879         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.83389         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.84899         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.86409         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.87919         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.89429         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.90939         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
        2.92449         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
         2.9396         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
         2.9547         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
         2.9698         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
         2.9849         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
            3.0         6.54437e+05         5.33418e+05         9.48851e+05         1.05839e+05             18745.5         2.75933e+05         8.00689e+05         1.11925e+05             28556.4         3.18501e+05         9.96351e+05             1274.08          2.8728e+05
