              t           Rate
         0.0001      0.0351705
         0.0049      0.0251697
         0.0097      0.0236132
         0.0145      0.0227229
         0.0193      0.0220998
         0.0241      0.0216214
         0.0289      0.0212337
         0.0337      0.0209079
         0.0385      0.0206272
         0.0433      0.0203807
         0.0481       0.020161
         0.0529      0.0199628
         0.0577      0.0197825
         0.0625       0.019617
         0.0673      0.0194641
         0.0721      0.0193215
         0.0769      0.0191889
         0.0817      0.0190644
         0.0865      0.0189565
         0.0913      0.0188458
         0.0961       0.018741
         0.1009      0.0186413
         0.1057      0.0185464
         0.1105      0.0184558
         0.1153      0.0183691
         0.1201       0.018286
         0.1249      0.0182062
         0.1297      0.0181295
         0.1345      0.0180556
         0.1393      0.0179843
         0.1441      0.0179155
         0.1489       0.017849
         0.1537      0.0177846
         0.1585      0.0177222
         0.1633      0.0176617
         0.1681       0.017603
         0.1729       0.017546
         0.1777      0.0174905
         0.1825      0.0174304
         0.1873      0.0173779
         0.1921      0.0173855
         0.1969      0.0173343
         0.2017      0.0172282
         0.2065      0.0171807
         0.2113      0.0171343
         0.2161      0.0170889
         0.2209      0.0170445
         0.2257      0.0170011
         0.2305      0.0169586
         0.2353      0.0169179
         0.2401      0.0168772
         0.2449      0.0168372
         0.2497       0.016798
         0.2545      0.0167607
         0.2593       0.016723
         0.2641       0.016686
         0.2689      0.0166496
         0.2737      0.0166139
         0.2785      0.0165788
         0.2833      0.0165443
         0.2881      0.0165104
         0.2929       0.016477
         0.2977      0.0164442
         0.3025      0.0164119
         0.3073      0.0163801
         0.3121      0.0163488
         0.3169       0.016318
         0.3217      0.0162876
         0.3265      0.0162577
         0.3313      0.0162283
         0.3361      0.0161992
         0.3409      0.0161706
         0.3457      0.0161424
         0.3505      0.0161145
         0.3553      0.0160871
         0.3601        0.01606
         0.3649      0.0160332
         0.3697      0.0160068
         0.3745      0.0159808
         0.3793      0.0159551
         0.3841      0.0159297
         0.3889      0.0159046
         0.3937      0.0158796
         0.3985      0.0158552
         0.4033       0.015831
         0.4081      0.0158071
