            EDP         mean_x        sd_ln_x
          0.001       0.661562        3.26389
         0.0015        30.3827        2.61632
          0.002        258.434        2.17546
         0.0025        992.839        1.85058
          0.003        2458.66        1.60164
         0.0035        4665.64        1.40721
          0.004         7459.6        1.25404
         0.0045        10631.5         1.1329
          0.005        13993.0        1.03675
         0.0055        17405.0        0.95994
          0.006        20777.1        0.89789
         0.0065        24055.3        0.84697
          0.007        27210.0       0.804376
         0.0075        30225.7       0.768015
          0.008        33095.1        0.73637
         0.0085        35815.5        0.70837
          0.009        38387.0       0.683271
         0.0095        40811.4        0.66056
           0.01        43092.1       0.639886
         0.0105        45233.8       0.621004
          0.011        47242.3       0.603737
         0.0115        49124.1       0.587952
          0.012        50886.4       0.573543
         0.0125        52537.0       0.560417
          0.013        54083.9       0.548492
         0.0135        55535.0       0.537687
          0.014        56898.3       0.527926
         0.0145        58181.5       0.519131
          0.015        59391.8       0.511229
         0.0155        60536.1       0.504143
          0.016        61620.8       0.497802
         0.0165        62651.8       0.492136
          0.017        63634.5       0.487075
         0.0175        64573.7       0.482557
          0.018        65473.8        0.47852
         0.0185        66338.7       0.474908
          0.019        67171.7       0.471668
         0.0195        67976.0       0.468753
           0.02        68754.1       0.466119
         0.0205        69508.4       0.463726
          0.021        70240.9       0.461539
         0.0215        70953.2       0.459528
          0.022        71646.9       0.457664
         0.0225        72323.2       0.455924
          0.023        72983.2       0.454286
         0.0235        73627.8       0.452732
          0.024        74257.8       0.451246
         0.0245        74873.8       0.449816
          0.025        75476.4        0.44843
         0.0255        76066.0       0.447079
          0.026        76643.0       0.445755
         0.0265        77207.7       0.444452
          0.027        77760.5       0.443165
         0.0275        78301.5       0.441889
          0.028        78831.0       0.440623
         0.0285        79349.2       0.439363
          0.029        79856.1       0.438108
         0.0295        80352.0       0.436857
           0.03        80836.9       0.435609
         0.0305        81311.0       0.434363
          0.031        81774.5       0.433121
         0.0315        82227.3       0.431882
          0.032        82669.7       0.430647
         0.0325        83101.8       0.429416
          0.033        83523.7       0.428191
         0.0335        83935.4       0.426971
