            EDP         mean_x        sd_ln_x
          0.034        84337.2       0.425759
         0.0345        84729.1       0.424554
          0.035        85111.4       0.423358
         0.0355        85484.0       0.422171
          0.036        85847.2       0.420996
         0.0365        86201.1       0.419831
          0.037        86545.8       0.418679
         0.0375        86881.5        0.41754
          0.038        87208.4       0.416414
         0.0385        87526.6       0.415303
          0.039        87836.2       0.414207
         0.0395        88137.5       0.413127
           0.04        88430.6       0.412063
         0.0405        88715.6       0.411016
          0.041        88992.7       0.409985
         0.0415        89262.0       0.408972
          0.042        89523.9       0.407977
         0.0425        89778.3          0.407
          0.043        90025.5       0.406041
         0.0435        90265.6         0.4051
          0.044        90498.9       0.404178
         0.0445        90725.4       0.403274
          0.045        90945.3       0.402389
         0.0455        91158.9       0.401523
          0.046        91366.1       0.400675
         0.0465        91567.3       0.399846
          0.047        91762.5       0.399035
         0.0475        91952.0       0.398243
          0.048        92135.8       0.397469
         0.0485        92314.1       0.396713
          0.049        92487.1       0.395975
         0.0495        92654.9       0.395254
           0.05        92817.7       0.394551
         0.0505        92975.5       0.393866
          0.051        93128.6       0.393197
         0.0515        93277.0       0.392545
          0.052        93420.9        0.39191
         0.0525        93560.4       0.391291
          0.053        93695.6       0.390688
         0.0535        93826.8       0.390101
          0.054        93953.9       0.389529
         0.0545        94077.1       0.388973
          0.055        94196.5       0.388431
         0.0555        94312.2       0.387903
          0.056        94424.4        0.38739
         0.0565        94533.1       0.386891
          0.057        94638.5       0.386406
         0.0575        94740.6       0.385934
          0.058        94839.5       0.385475
         0.0585        94935.4       0.385028
          0.059        95028.3       0.384594
         0.0595        95118.4       0.384173
           0.06        95205.6       0.383763
         0.0605        95290.1       0.383365
          0.061        95372.1       0.382978
         0.0615        95451.4       0.382602
          0.062        95528.4       0.382236
         0.0625        95602.9       0.381881
          0.063        95675.1       0.381537
         0.0635        95745.1       0.381202
          0.064        95812.9       0.380877
         0.0645        95878.5       0.380561
          0.065        95942.2       0.380255
         0.0655        96003.9       0.379957
          0.066        96063.6       0.379668
         0.0665        96121.6       0.379388
          0.067        96177.7       0.379115
         0.0675        96232.1       0.378851
          0.068        96284.7       0.378594
         0.0685        96335.8       0.378345
          0.069        96385.3       0.378103
         0.0695        96433.2       0.377869
           0.07        96479.7       0.377641
         0.0705        96524.8        0.37742
          0.071        96568.4       0.377205
         0.0715        96610.7       0.376997
          0.072        96651.7       0.376795
         0.0725        96691.4       0.376599
          0.073        96729.9       0.376409
         0.0735        96767.3       0.376224
          0.074        96803.4       0.376045
         0.0745        96838.5       0.375871
          0.075        96872.5       0.375702
         0.0755        96905.5       0.375538
          0.076        96937.4       0.375379
         0.0765        96968.4       0.375225
          0.077        96998.4       0.375076
         0.0775        97027.5        0.37493
          0.078        97055.7       0.374789
         0.0785        97083.1       0.374653
          0.079        97109.6        0.37452
         0.0795        97135.3       0.374391
           0.08        97160.3       0.374266
         0.0805        97184.4       0.374145
          0.081        97207.9       0.374027
         0.0815        97230.6       0.373913
          0.082        97252.7       0.373802
         0.0825        97274.1       0.373694
          0.083        97294.8        0.37359
         0.0835        97314.9       0.373489
          0.084        97334.5        0.37339
         0.0845        97353.4       0.373295
          0.085        97371.8       0.373202
         0.0855        97389.6       0.373112
          0.086        97406.9       0.373025
         0.0865        97423.6        0.37294
          0.087        97439.9       0.372858
         0.0875        97455.7       0.372778
          0.088        97471.0       0.372701
         0.0885        97485.8       0.372625
          0.089        97500.3       0.372552
         0.0895        97514.2       0.372481
           0.09        97527.8       0.372413
         0.0905        97541.0       0.372346
          0.091        97553.8       0.372281
         0.0915        97566.2       0.372218
          0.092        97578.2       0.372157
         0.0925        97589.9       0.372097
          0.093        97601.3        0.37204
         0.0935        97612.3       0.371984
          0.094        97623.0       0.371929
         0.0945        97633.4       0.371876
          0.095        97643.5       0.371825
         0.0955        97653.2       0.371775
          0.096        97662.7       0.371727
         0.0965        97672.0        0.37168
          0.097        97680.9       0.371634
         0.0975        97689.6        0.37159
          0.098        97698.1       0.371547
         0.0985        97706.3       0.371505
          0.099        97714.3       0.371464
         0.0995        97722.0       0.371425
            0.1        97729.5       0.371386
