           IM.1            DS1          E(DS)
           0.01    4.00806e-16    4.00806e-16
       0.025101    4.68942e-10    4.68942e-10
       0.040202    2.22306e-07    2.22306e-07
       0.055303    9.76192e-06    9.76192e-06
       0.070404    0.000130621    0.000130621
      0.0855051    0.000844187    0.000844187
       0.100606     0.00328585     0.00328585
       0.115707     0.00652861     0.00652861
       0.130808      0.0114036      0.0114036
       0.145909      0.0181164      0.0181164
        0.16101      0.0267552      0.0267552
       0.176111      0.0373267      0.0373267
       0.191212      0.0497537      0.0497537
       0.206313      0.0679531      0.0679531
       0.221414      0.0949975      0.0949975
       0.236515       0.125151       0.125151
       0.251616       0.157498       0.157498
       0.266717       0.191186       0.191186
       0.281818       0.225484       0.225484
       0.296919       0.259783       0.259783
        0.31202       0.279085       0.279085
       0.327121       0.294881       0.294881
       0.342222       0.311001       0.311001
       0.357323       0.327446       0.327446
       0.372424       0.344217       0.344217
       0.387525        0.36131        0.36131
       0.402626       0.379842       0.379842
       0.417727       0.403455       0.403455
       0.432828       0.426353       0.426353
       0.447929       0.448491       0.448491
        0.46303       0.469839       0.469839
       0.478131       0.490387       0.490387
       0.493232       0.510123       0.510123
       0.508333       0.524922       0.524922
       0.523434       0.536106       0.536106
       0.538535       0.547147       0.547147
       0.553636       0.558038       0.558038
       0.568737       0.568778       0.568778
       0.583838       0.556718       0.556718
       0.598939       0.589799       0.589799
        0.61404       0.599736       0.599736
       0.629141       0.609664       0.609664
       0.644242       0.619595       0.619595
       0.659343       0.629586       0.629586
       0.674444        0.63947        0.63947
       0.689545        0.64933        0.64933
       0.704646       0.656921       0.656921
       0.719747       0.659406       0.659406
       0.734848       0.661618       0.661618
       0.749949       0.663758       0.663758
       0.765051       0.665759       0.665759
       0.780152       0.667628       0.667628
       0.795253        0.66937        0.66937
       0.810354       0.677108       0.677108
       0.825455       0.687747       0.687747
       0.840556       0.698465       0.698465
       0.855657       0.709249       0.709249
       0.870758       0.719759       0.719759
       0.885859       0.730274       0.730274
        0.90096        0.73998        0.73998
       0.916061       0.743107       0.743107
       0.931162       0.746103       0.746103
       0.946263       0.748969       0.748969
       0.961364       0.751716       0.751716
       0.976465       0.754229       0.754229
       0.991566       0.756871       0.756871
        1.00667       0.754438       0.754438
        1.02177       0.745487       0.745487
        1.03687       0.736247       0.736247
        1.05197       0.726735       0.726735
        1.06707        0.71672        0.71672
        1.08217       0.706291       0.706291
        1.09727       0.695432       0.695432
        1.11237       0.582511       0.582511
        1.12747       0.697419       0.697419
        1.14258       0.699402       0.699402
        1.15768       0.701371       0.701371
        1.17278        0.70328        0.70328
        1.18788       0.705047       0.705047
        1.20298       0.708154       0.708154
        1.21808       0.716927       0.716927
        1.23318       0.725504       0.725504
        1.24828       0.733887       0.733887
        1.26338       0.742077       0.742077
        1.27848       0.750075       0.750075
        1.29359       0.757883       0.757883
        1.30869       0.768341       0.768341
        1.32379       0.780485       0.780485
        1.33889       0.791862       0.791862
        1.35399        0.80252        0.80252
        1.36909       0.812501       0.812501
        1.38419       0.821857       0.821857
        1.39929       0.830606       0.830606
        1.41439       0.833178       0.833178
        1.42949       0.835383       0.835383
         1.4446       0.837513       0.837513
         1.4597       0.839569       0.839569
         1.4748       0.841554       0.841554
         1.4899       0.843437       0.843437
          1.505       0.844682       0.844682
         1.5201       0.844682       0.844682
         1.5352       0.844682       0.844682
         1.5503       0.844682       0.844682
         1.5654       0.844682       0.844682
        1.58051       0.844682       0.844682
        1.59561       0.844682       0.844682
        1.61071       0.844682       0.844682
        1.62581       0.844682       0.844682
        1.64091       0.844682       0.844682
        1.65601       0.844682       0.844682
        1.67111       0.844682       0.844682
        1.68621       0.844682       0.844682
        1.70131       0.844682       0.844682
        1.71641       0.844682       0.844682
        1.73152       0.844682       0.844682
        1.74662       0.844682       0.844682
        1.76172       0.844682       0.844682
        1.77682       0.844682       0.844682
        1.79192       0.844682       0.844682
        1.80702       0.844682       0.844682
        1.82212       0.844682       0.844682
        1.83722       0.844682       0.844682
        1.85232       0.844682       0.844682
        1.86742       0.844682       0.844682
        1.88253       0.844682       0.844682
        1.89763       0.844682       0.844682
        1.91273       0.844682       0.844682
        1.92783       0.844682       0.844682
        1.94293       0.844682       0.844682
        1.95803       0.844682       0.844682
        1.97313       0.844682       0.844682
        1.98823       0.844682       0.844682
        2.00333       0.844682       0.844682
        2.01843       0.844682       0.844682
        2.03354       0.844682       0.844682
