              t           Rate
         0.0001        0.12854
         0.0049      0.0824064
         0.0097      0.0755378
         0.0145      0.0716107
         0.0193      0.0689112
         0.0241      0.0668628
         0.0289      0.0652142
         0.0337      0.0638035
         0.0385      0.0626312
         0.0433      0.0616068
         0.0481      0.0606982
         0.0529      0.0598825
         0.0577      0.0591431
         0.0625      0.0584672
         0.0673      0.0578453
         0.0721      0.0572695
         0.0769      0.0567337
         0.0817      0.0562329
         0.0865       0.055763
         0.0913      0.0553204
         0.0961      0.0549024
         0.1009      0.0547693
         0.1057      0.0543862
         0.1105      0.0540214
         0.1153      0.0534303
         0.1201      0.0531036
         0.1249      0.0527909
         0.1297      0.0524908
         0.1345      0.0522026
         0.1393      0.0519253
         0.1441      0.0516582
         0.1489      0.0514005
         0.1537      0.0511517
         0.1585      0.0509111
         0.1633      0.0506782
         0.1681      0.0504171
         0.1729      0.0501981
         0.1777      0.0499857
         0.1825      0.0497795
         0.1873       0.049579
         0.1921      0.0493841
         0.1969      0.0491944
         0.2017      0.0490097
         0.2065      0.0488338
         0.2113      0.0486586
         0.2161      0.0484877
         0.2209      0.0483208
         0.2257      0.0481579
         0.2305      0.0479986
         0.2353       0.047843
         0.2401      0.0476907
         0.2449      0.0475117
         0.2497      0.0473658
         0.2545       0.047223
         0.2593       0.047083
         0.2641      0.0469459
         0.2689      0.0468114
         0.2737      0.0466795
         0.2785      0.0465501
         0.2833      0.0464231
         0.2881      0.0462984
         0.2929      0.0461759
         0.2977      0.0460556
         0.3025      0.0459374
         0.3073      0.0458212
         0.3121       0.045707
         0.3169      0.0455947
         0.3217      0.0454842
         0.3265      0.0453755
         0.3313      0.0452685
         0.3361      0.0451632
         0.3409      0.0450595
         0.3457      0.0449574
         0.3505      0.0448568
         0.3553      0.0447577
         0.3601        0.04466
         0.3649      0.0445638
         0.3697      0.0444689
         0.3745      0.0443753
         0.3793      0.0442831
         0.3841      0.0441921
         0.3889      0.0441023
         0.3937      0.0440138
         0.3985      0.0439264
         0.4033      0.0438401
         0.4081       0.043755
         0.4129      0.0436709
         0.4177      0.0435879
         0.4225      0.0435059
         0.4273      0.0434249
         0.4321      0.0433449
         0.4369      0.0432659
         0.4417      0.0431878
         0.4465      0.0431107
         0.4513      0.0430344
         0.4561       0.042959
         0.4609      0.0428845
         0.4657      0.0428416
         0.4705      0.0427686
         0.4753      0.0426964
         0.4801      0.0426251
         0.4849      0.0425545
         0.4897      0.0424847
         0.4945      0.0424156
         0.4993      0.0423472
         0.5041      0.0422796
         0.5089      0.0422126
         0.5137      0.0421463
         0.5185      0.0420807
         0.5233      0.0420158
         0.5281      0.0419515
         0.5329      0.0418878
         0.5377      0.0418248
         0.5425      0.0417624
         0.5473       0.041702
         0.5521      0.0416408
         0.5569      0.0415801
         0.5617      0.0415073
         0.5665      0.0414477
         0.5713      0.0413887
         0.5761      0.0413302
         0.5809      0.0412722
         0.5857      0.0412148
         0.5905      0.0411578
         0.5953      0.0411014
         0.6001      0.0410455
         0.6049        0.04099
         0.6097       0.040935
         0.6145      0.0408805
         0.6193      0.0408265
         0.6241      0.0407729
         0.6289      0.0407198
         0.6337      0.0406671
