           IM.1            DS1          E(DS)
           0.01    7.54841e-87    7.54841e-87
       0.025101    6.20376e-44    6.20376e-44
       0.040202    2.41891e-26    2.41891e-26
       0.055303    1.05082e-16    1.05082e-16
       0.070404    5.36192e-11    5.36192e-11
      0.0855051    1.65352e-07    1.65352e-07
       0.100606    2.27445e-05    2.27445e-05
       0.115707    0.000103973    0.000103973
       0.130808    0.000371084    0.000371084
       0.145909      0.0010854      0.0010854
        0.16101     0.00269955     0.00269955
       0.176111     0.00587489     0.00587489
       0.191212      0.0114388      0.0114388
       0.206313      0.0240633      0.0240633
       0.221414      0.0514671      0.0514671
       0.236515      0.0893852      0.0893852
       0.251616       0.134259       0.134259
       0.266717       0.182142       0.182142
       0.281818       0.229806       0.229806
       0.296919       0.275146       0.275146
        0.31202        0.30417        0.30417
       0.327121        0.32903        0.32903
       0.342222        0.35323        0.35323
       0.357323       0.376661       0.376661
       0.372424       0.399251       0.399251
       0.387525       0.420951       0.420951
       0.402626       0.441568       0.441568
       0.417727       0.459721       0.459721
       0.432828       0.475934       0.475934
       0.447929       0.490415       0.490415
        0.46303       0.503371       0.503371
       0.478131       0.515058       0.515058
       0.493232        0.52549        0.52549
       0.508333       0.531858       0.531858
       0.523434       0.535527       0.535527
       0.538535       0.539165       0.539165
       0.553636       0.542772       0.542772
       0.568737       0.546348       0.546348
       0.583838       0.549893       0.549893
       0.598939       0.553408       0.553408
        0.61404       0.564665       0.564665
       0.629141        0.57502        0.57502
       0.644242       0.584058       0.584058
       0.659343       0.591968       0.591968
       0.674444       0.598911       0.598911
       0.689545       0.605019       0.605019
       0.704646       0.611745       0.611745
       0.719747       0.621146       0.621146
       0.734848       0.630382       0.630382
       0.749949       0.639436       0.639436
       0.765051       0.648353       0.648353
       0.780152       0.657115       0.657115
       0.795253       0.665727       0.665727
       0.810354       0.692278       0.692278
       0.825455       0.721436       0.721436
       0.840556       0.745233       0.745233
       0.855657       0.764773       0.764773
       0.870758       0.780931       0.780931
       0.885859       0.794399       0.794399
        0.90096       0.804839       0.804839
       0.916061       0.802069       0.802069
       0.931162        0.79872        0.79872
