           IM.1            DS1          E(DS)
           0.01    5.78654e-14    5.78654e-14
       0.025101    3.06501e-09    3.06501e-09
       0.040202    4.30685e-07    4.30685e-07
       0.055303    9.93761e-06    9.93761e-06
       0.070404    9.29088e-05    9.29088e-05
      0.0855051    0.000495509    0.000495509
       0.100606     0.00175825     0.00175825
       0.115707     0.00317251     0.00317251
       0.130808     0.00518243     0.00518243
       0.145909     0.00785569     0.00785569
        0.16101      0.0112365      0.0112365
       0.176111      0.0153492      0.0153492
       0.191212      0.0202002      0.0202002
       0.206313      0.0257832      0.0257832
       0.221414        0.03208        0.03208
       0.236515      0.0390593      0.0390593
       0.251616       0.046685       0.046685
       0.266717      0.0549169      0.0549169
       0.281818        0.06371        0.06371
       0.296919      0.0729907      0.0729907
        0.31202      0.0838066      0.0838066
       0.327121      0.0953718      0.0953718
       0.342222       0.107404       0.107404
       0.357323       0.119839       0.119839
       0.372424       0.132616       0.132616
       0.387525       0.145679       0.145679
       0.402626        0.15876        0.15876
       0.417727       0.171013       0.171013
       0.432828        0.18339        0.18339
       0.447929       0.195858       0.195858
        0.46303        0.20839        0.20839
       0.478131       0.220941       0.220941
       0.493232       0.233521       0.233521
       0.508333        0.24515        0.24515
       0.523434       0.255972       0.255972
       0.538535       0.266734       0.266734
       0.553636       0.277446       0.277446
       0.568737       0.288045       0.288045
       0.583838       0.298547       0.298547
       0.598939       0.308945       0.308945
        0.61404       0.321066       0.321066
       0.629141        0.33324        0.33324
       0.644242       0.345321       0.345321
       0.659343       0.357301       0.357301
       0.674444       0.369173       0.369173
       0.689545       0.380933       0.380933
       0.704646        0.39152        0.39152
       0.719747       0.399662       0.399662
       0.734848       0.407755       0.407755
       0.749949       0.415797       0.415797
       0.765051       0.423784       0.423784
       0.780152       0.431721       0.431721
       0.795253       0.439603       0.439603
       0.810354       0.447487       0.447487
       0.825455       0.455308       0.455308
       0.840556       0.463033       0.463033
       0.855657       0.470665       0.470665
       0.870758       0.478202       0.478202
       0.885859       0.485637       0.485637
        0.90096       0.493307       0.493307
       0.916061       0.505736       0.505736
       0.931162       0.518029       0.518029
       0.946263        0.52992        0.52992
       0.961364       0.541884       0.541884
       0.976465       0.554043       0.554043
       0.991566       0.565749       0.565749
        1.00667       0.569514       0.569514
        1.02177       0.563208       0.563208
        1.03687       0.556656       0.556656
        1.05197       0.549864       0.549864
        1.06707       0.542798       0.542798
        1.08217       0.535464       0.535464
        1.09727       0.527871       0.527871
        1.11237       0.528176       0.528176
        1.12747       0.530257       0.530257
        1.14258       0.532338       0.532338
        1.15768       0.534421       0.534421
        1.17278       0.536504       0.536504
        1.18788       0.538556       0.538556
        1.20298       0.541722       0.541722
        1.21808       0.549238       0.549238
        1.23318       0.556648       0.556648
        1.24828       0.563952       0.563952
        1.26338        0.57115        0.57115
        1.27848       0.578243       0.578243
        1.29359       0.585232       0.585232
        1.30869       0.592125       0.592125
        1.32379       0.598978       0.598978
        1.33889       0.605757       0.605757
        1.35399       0.612284       0.612284
        1.36909       0.618775       0.618775
        1.38419       0.625161       0.625161
        1.39929       0.631442       0.631442
        1.41439       0.629911       0.629911
        1.42949       0.627994       0.627994
         1.4446        0.62607        0.62607
         1.4597        0.62414        0.62414
         1.4748       0.622203       0.622203
         1.4899        0.62026        0.62026
          1.505       0.618929       0.618929
         1.5201       0.618929       0.618929
         1.5352       0.618929       0.618929
         1.5503       0.618929       0.618929
         1.5654       0.618929       0.618929
        1.58051       0.618929       0.618929
        1.59561       0.618929       0.618929
        1.61071       0.618929       0.618929
        1.62581       0.618929       0.618929
        1.64091       0.618929       0.618929
        1.65601       0.618929       0.618929
        1.67111       0.618929       0.618929
        1.68621       0.618929       0.618929
        1.70131       0.618929       0.618929
        1.71641       0.618929       0.618929
        1.73152       0.618929       0.618929
        1.74662       0.618929       0.618929
        1.76172       0.618929       0.618929
        1.77682       0.618929       0.618929
        1.79192       0.618929       0.618929
        1.80702       0.618929       0.618929
        1.82212       0.618929       0.618929
        1.83722       0.618929       0.618929
        1.85232       0.618929       0.618929
        1.86742       0.618929       0.618929
        1.88253       0.618929       0.618929
        1.89763       0.618929       0.618929
        1.91273       0.618929       0.618929
        1.92783       0.618929       0.618929
        1.94293       0.618929       0.618929
        1.95803       0.618929       0.618929
        1.97313       0.618929       0.618929
        1.98823       0.618929       0.618929
        2.00333       0.618929       0.618929
        2.01843       0.618929       0.618929
        2.03354       0.618929       0.618929
        2.04864       0.618929       0.618929
        2.06374       0.618929       0.618929
        2.07884       0.618929       0.618929
        2.09394       0.618929       0.618929
        2.10904       0.618929       0.618929
        2.12414       0.618929       0.618929
        2.13924       0.618929       0.618929
        2.15434       0.618929       0.618929
        2.16944       0.618929       0.618929
        2.18455       0.618929       0.618929
        2.19965       0.618929       0.618929
        2.21475       0.618929       0.618929
        2.22985       0.618929       0.618929
        2.24495       0.618929       0.618929
        2.26005       0.618929       0.618929
