           IM.1         mean_x        sd_ln_x
           0.01      0.0138301      0.0430691
       0.025101       0.034886       0.108108
       0.040202      0.0563871       0.173147
       0.055303      0.0786122       0.238185
       0.070404       0.101856       0.303224
      0.0855051       0.126434       0.368263
       0.100606        0.15255       0.430723
       0.115707        0.17621       0.431501
       0.130808       0.199886       0.432279
       0.145909       0.223578       0.433058
        0.16101       0.247286       0.433836
       0.176111        0.27101       0.434615
       0.191212        0.29475       0.435393
       0.206313       0.330611       0.444519
       0.221414       0.384111       0.465265
       0.236515       0.438784       0.486011
       0.251616       0.494717       0.506757
       0.266717       0.551998       0.527502
       0.281818        0.61072       0.548248
       0.296919       0.670979       0.568994
        0.31202       0.721338       0.569008
       0.327121       0.768666       0.563707
       0.342222       0.815728       0.558407
       0.357323       0.862527       0.553107
       0.372424       0.909069       0.547807
       0.387525       0.955359       0.542507
       0.402626        0.99636       0.535012
       0.417727        1.01325       0.517097
       0.432828        1.03007       0.499181
       0.447929        1.04684       0.481266
        0.46303        1.06357        0.46335
       0.478131         1.0803       0.445435
       0.493232        1.09703       0.427519
       0.508333         1.1113       0.424711
       0.523434         1.1237       0.434171
       0.538535        1.13627       0.443632
       0.553636        1.14904       0.453092
       0.568737        1.16199       0.462553
       0.583838        1.17515       0.472013
       0.598939         1.1885       0.481474
        0.61404        1.21061       0.471452
       0.629141        1.23326        0.45996
       0.644242         1.2558       0.448467
       0.659343        1.27824       0.436974
       0.674444         1.3006       0.425481
       0.689545        1.32287       0.413988
       0.704646        1.34551       0.407871
       0.719747        1.36921       0.413851
       0.734848        1.39306       0.419831
       0.749949        1.41708       0.425812
       0.765051        1.44126       0.431792
       0.780152        1.46561       0.437772
       0.795253        1.49012       0.443752
       0.810354        1.49281        0.42708
       0.825455        1.48633       0.400022
       0.840556        1.48089       0.372964
       0.855657        1.47649       0.345906
       0.870758         1.4731       0.318847
       0.885859        1.47074       0.291789
        0.90096        1.47042       0.268003
       0.916061        1.48627       0.292438
       0.931162        1.50317       0.316874
       0.946263        1.52115       0.341309
       0.961364        1.54024       0.365745
       0.976465        1.56047        0.39018
       0.991566        1.58189       0.414615
        1.00667        1.56716       0.420715
        1.02177        1.50637       0.403617
        1.03687        1.44679       0.386519
        1.05197        1.38834       0.369421
        1.06707        1.33098       0.352323
        1.08217        1.27464       0.335226
        1.09727        1.21927       0.318128
        1.11237         1.2274       0.333318
        1.12747        1.25019       0.355625
        1.14258         1.2739       0.377931
        1.15768        1.29856       0.400238
        1.17278        1.32421       0.422545
        1.18788        1.35089       0.444852
        1.20298        1.37729       0.459943
        1.21808        1.39855       0.445684
        1.23318        1.41977       0.431425
        1.24828        1.44096       0.417166
        1.26338        1.46214       0.402908
        1.27848        1.48333       0.388649
        1.29359        1.50454        0.37439
        1.30869         1.5414       0.372229
        1.32379        1.59005       0.379001
        1.33889        1.63901       0.385773
        1.35399        1.68829       0.392546
        1.36909        1.73789       0.399318
        1.38419        1.78784        0.40609
        1.39929        1.83813       0.412862
        1.41439        1.78646       0.401598
        1.42949        1.73054       0.389449
         1.4446        1.67535       0.377299
         1.4597        1.62088        0.36515
         1.4748        1.56709          0.353
         1.4899        1.51397       0.340851
          1.505        1.47879       0.332724
         1.5201        1.47879       0.332724
         1.5352        1.47879       0.332724
         1.5503        1.47879       0.332724
         1.5654        1.47879       0.332724
        1.58051        1.47879       0.332724
        1.59561        1.47879       0.332724
        1.61071        1.47879       0.332724
        1.62581        1.47879       0.332724
        1.64091        1.47879       0.332724
        1.65601        1.47879       0.332724
        1.67111        1.47879       0.332724
        1.68621        1.47879       0.332724
        1.70131        1.47879       0.332724
        1.71641        1.47879       0.332724
        1.73152        1.47879       0.332724
        1.74662        1.47879       0.332724
        1.76172        1.47879       0.332724
        1.77682        1.47879       0.332724
        1.79192        1.47879       0.332724
        1.80702        1.47879       0.332724
        1.82212        1.47879       0.332724
        1.83722        1.47879       0.332724
        1.85232        1.47879       0.332724
        1.86742        1.47879       0.332724
        1.88253        1.47879       0.332724
        1.89763        1.47879       0.332724
        1.91273        1.47879       0.332724
        1.92783        1.47879       0.332724
        1.94293        1.47879       0.332724
        1.95803        1.47879       0.332724
        1.97313        1.47879       0.332724
        1.98823        1.47879       0.332724
        2.00333        1.47879       0.332724
        2.01843        1.47879       0.332724
        2.03354        1.47879       0.332724
        2.04864        1.47879       0.332724
        2.06374        1.47879       0.332724
        2.07884        1.47879       0.332724
        2.09394        1.47879       0.332724
        2.10904        1.47879       0.332724
        2.12414        1.47879       0.332724
        2.13924        1.47879       0.332724
        2.15434        1.47879       0.332724
        2.16944        1.47879       0.332724
        2.18455        1.47879       0.332724
        2.19965        1.47879       0.332724
        2.21475        1.47879       0.332724
        2.22985        1.47879       0.332724
        2.24495        1.47879       0.332724
        2.26005        1.47879       0.332724
        2.27515        1.47879       0.332724
        2.29025        1.47879       0.332724
        2.30535        1.47879       0.332724
        2.32045        1.47879       0.332724
        2.33556        1.47879       0.332724
        2.35066        1.47879       0.332724
        2.36576        1.47879       0.332724
        2.38086        1.47879       0.332724
        2.39596        1.47879       0.332724
        2.41106        1.47879       0.332724
        2.42616        1.47879       0.332724
        2.44126        1.47879       0.332724
        2.45636        1.47879       0.332724
        2.47146        1.47879       0.332724
        2.48657        1.47879       0.332724
        2.50167        1.47879       0.332724
        2.51677        1.47879       0.332724
