           IM.1         mean_x        sd_ln_x
           0.01      0.0154455      0.0200538
       0.025101      0.0388111      0.0503371
       0.040202      0.0622835      0.0806204
       0.055303      0.0859278       0.110904
       0.070404        0.10981       0.141187
      0.0855051       0.133996        0.17147
       0.100606       0.158077       0.200453
       0.115707       0.170934       0.198321
       0.130808       0.183781        0.19619
       0.145909       0.196619       0.194059
        0.16101       0.209446       0.191928
       0.176111       0.222264       0.189796
       0.191212       0.235073       0.187665
       0.206313       0.248377       0.196148
       0.221414       0.262566       0.219404
       0.236515       0.277036       0.242661
       0.251616       0.291813       0.265917
       0.266717       0.306921       0.289174
       0.281818       0.322386        0.31243
       0.296919       0.338237       0.335687
        0.31202       0.346949       0.334799
       0.327121       0.353755       0.327722
       0.342222       0.360545       0.320645
       0.357323        0.36732       0.313569
       0.372424       0.374081       0.306492
       0.387525       0.380831       0.299415
       0.402626       0.388602       0.294515
       0.417727       0.401309       0.299951
       0.432828       0.414068       0.305387
       0.447929       0.426881       0.310823
        0.46303       0.439749       0.316259
       0.478131       0.452672       0.321695
       0.493232       0.465653        0.32713
       0.508333       0.470571       0.328233
       0.523434        0.46891       0.325815
       0.538535       0.467255       0.323398
       0.553636       0.465605        0.32098
       0.568737        0.46396       0.318563
       0.583838       0.462319       0.316145
       0.598939       0.460684       0.313728
        0.61404       0.462548       0.312159
       0.629141       0.464674       0.310653
       0.644242         0.4668       0.309148
       0.659343       0.468924       0.307642
       0.674444       0.471048       0.306137
       0.689545        0.47317       0.304632
       0.704646       0.474955       0.305175
       0.719747       0.475992        0.31033
       0.734848       0.477043       0.315484
       0.749949       0.478109       0.320639
       0.765051       0.479191       0.325793
       0.780152       0.480287       0.330947
       0.795253       0.481398       0.336102
       0.810354       0.483788       0.333016
       0.825455       0.486764       0.326151
       0.840556       0.489748       0.319287
       0.855657       0.492739       0.312422
       0.870758       0.495738       0.305557
       0.885859       0.498746       0.298693
        0.90096       0.501202       0.291965
       0.916061       0.495409       0.287248
       0.931162       0.489641       0.282531
       0.946263       0.483899       0.277814
       0.961364       0.478182       0.273096
       0.976465        0.47249       0.268379
       0.991566       0.466821       0.263662
        1.00667       0.465528       0.257434
        1.02177       0.469754       0.249292
        1.03687       0.473992        0.24115
        1.05197       0.478244       0.233008
        1.06707       0.482509       0.224867
        1.08217       0.486789       0.216725
        1.09727       0.491084       0.208583
        1.11237       0.492149       0.215187
        1.12747       0.492543       0.225041
        1.14258       0.492984       0.234895
        1.15768       0.493473       0.244749
        1.17278       0.494009       0.254603
        1.18788       0.494593       0.264457
        1.20298       0.495266       0.269644
        1.21808       0.496179       0.255849
        1.23318       0.497174       0.242054
        1.24828       0.498251       0.228259
        1.26338        0.49941       0.214464
        1.27848       0.500654       0.200669
        1.29359       0.501981       0.186874
        1.30869        0.50527       0.181951
        1.32379       0.509966       0.183579
        1.33889       0.514665       0.185206
        1.35399       0.519369       0.186834
        1.36909       0.524077       0.188462
        1.38419       0.528789        0.19009
        1.39929       0.533506       0.191718
        1.41439        0.52878       0.217204
        1.42949       0.523883       0.243863
         1.4446       0.519274       0.270521
         1.4597       0.514943        0.29718
         1.4748       0.510878       0.323838
         1.4899       0.507071       0.350496
          1.505       0.504664       0.368328
         1.5201       0.504664       0.368328
         1.5352       0.504664       0.368328
         1.5503       0.504664       0.368328
         1.5654       0.504664       0.368328
        1.58051       0.504664       0.368328
        1.59561       0.504664       0.368328
        1.61071       0.504664       0.368328
        1.62581       0.504664       0.368328
        1.64091       0.504664       0.368328
        1.65601       0.504664       0.368328
        1.67111       0.504664       0.368328
        1.68621       0.504664       0.368328
        1.70131       0.504664       0.368328
        1.71641       0.504664       0.368328
        1.73152       0.504664       0.368328
        1.74662       0.504664       0.368328
        1.76172       0.504664       0.368328
        1.77682       0.504664       0.368328
        1.79192       0.504664       0.368328
        1.80702       0.504664       0.368328
        1.82212       0.504664       0.368328
        1.83722       0.504664       0.368328
        1.85232       0.504664       0.368328
        1.86742       0.504664       0.368328
        1.88253       0.504664       0.368328
        1.89763       0.504664       0.368328
        1.91273       0.504664       0.368328
        1.92783       0.504664       0.368328
        1.94293       0.504664       0.368328
        1.95803       0.504664       0.368328
        1.97313       0.504664       0.368328
        1.98823       0.504664       0.368328
        2.00333       0.504664       0.368328
        2.01843       0.504664       0.368328
        2.03354       0.504664       0.368328
        2.04864       0.504664       0.368328
        2.06374       0.504664       0.368328
        2.07884       0.504664       0.368328
        2.09394       0.504664       0.368328
        2.10904       0.504664       0.368328
        2.12414       0.504664       0.368328
        2.13924       0.504664       0.368328
        2.15434       0.504664       0.368328
        2.16944       0.504664       0.368328
        2.18455       0.504664       0.368328
