           IM.1         mean_x        sd_ln_x
           0.01    7.29238e-05      0.0200309
       0.025101    0.000183241      0.0502797
       0.040202    0.000294062      0.0805284
       0.055303    0.000405692       0.110777
       0.070404     0.00051844       0.141026
      0.0855051    0.000632622       0.171275
       0.100606    0.000746149        0.20022
       0.115707    0.000803006       0.197998
       0.130808    0.000859816       0.195776
       0.145909    0.000916581       0.193554
        0.16101    0.000973302       0.191332
       0.176111     0.00102998        0.18911
       0.191212     0.00108661       0.186889
       0.206313     0.00113668       0.191986
       0.221414     0.00117801       0.207273
       0.236515     0.00121986        0.22256
       0.251616     0.00126228       0.237847
       0.266717     0.00130528       0.253134
       0.281818      0.0013489       0.268421
       0.296919     0.00139317       0.283708
        0.31202     0.00143992       0.298708
       0.327121     0.00148785       0.313634
       0.342222     0.00153652       0.328559
       0.357323     0.00158598       0.343485
       0.372424     0.00163626       0.358411
       0.387525     0.00168741       0.373337
       0.402626     0.00173725        0.38783
       0.417727      0.0017774       0.400264
       0.432828     0.00181818       0.412698
       0.447929     0.00185962       0.425132
        0.46303     0.00190173       0.437566
       0.478131     0.00194455           0.45
       0.493232     0.00198809       0.462434
       0.508333     0.00201237       0.466133
       0.523434     0.00202056       0.462738
       0.538535     0.00202875       0.459343
       0.553636     0.00203694       0.455947
       0.568737     0.00204511       0.452552
       0.583838     0.00205328       0.449157
       0.598939     0.00206145       0.445762
        0.61404     0.00214156       0.485543
       0.629141     0.00223362       0.528586
       0.644242     0.00233303       0.571629
       0.659343     0.00244043       0.614672
       0.674444     0.00255656       0.657715
       0.689545     0.00268222       0.700758
       0.704646     0.00277911       0.728365
       0.719747     0.00279157       0.721244
       0.734848     0.00280397       0.714123
       0.749949     0.00281631       0.707002
       0.765051      0.0028286        0.69988
       0.780152     0.00284085       0.692759
       0.795253     0.00285304       0.685638
       0.810354     0.00286852       0.680037
       0.825455     0.00288544       0.675133
       0.840556     0.00290228        0.67023
       0.855657     0.00291906       0.665326
       0.870758     0.00293577       0.660423
       0.885859      0.0029524       0.655519
        0.90096     0.00296884        0.65066
       0.916061     0.00298325       0.646456
       0.931162     0.00299761       0.642253
       0.946263     0.00301192       0.638049
       0.961364     0.00302619       0.633846
       0.976465     0.00304041       0.629642
       0.991566     0.00305459       0.625439
        1.00667     0.00310443       0.634108
        1.02177     0.00320248       0.659062
        1.03687     0.00330496       0.684016
        1.05197     0.00341211        0.70897
        1.06707      0.0035242       0.733925
        1.08217      0.0036415       0.758879
