           IM.1            DS1            DS2            DS3            DS4          E(DS)
           0.01     7.9424e-16     3.1956e-18    1.14677e-23    1.57985e-21    7.97438e-16
       0.025101    1.02885e-08    3.47185e-11    3.83451e-16    1.60162e-15    1.03233e-08
       0.040202    6.75202e-06    3.45086e-08    1.05506e-12    1.00776e-12    6.78653e-06
       0.055303     0.00025333    2.18352e-06    1.70986e-10    6.81778e-11    0.000255514
       0.070404     0.00250088    3.69456e-05     7.0183e-09    1.58221e-09     0.00253783
      0.0855051       0.011581    0.000286981    1.25572e-07    1.94299e-08      0.0118681
       0.100606       0.033207     0.00131446    1.23549e-06    1.51235e-07      0.0345228
       0.115707       0.062134     0.00318102     4.3676e-06    4.92867e-07      0.0653199
       0.130808       0.100816     0.00649608    1.25383e-05    1.33831e-06       0.107326
       0.145909       0.147521       0.011701    3.07584e-05    3.16284e-06       0.159256
        0.16101       0.200002      0.0189702    6.67586e-05    6.70429e-06       0.219046
       0.176111       0.255863      0.0290501    0.000131405    1.30261e-05       0.285057
       0.191212       0.312933      0.0415134    0.000238896    2.35024e-05       0.354709
       0.206313       0.413555      0.0742612    0.000738138    7.42023e-05       0.488628
       0.221414       0.546108       0.147934     0.00344453    0.000388085       0.697875
       0.236515       0.638151       0.230923      0.0105564     0.00140746       0.881037
       0.251616       0.699567       0.310528      0.0241066     0.00387606        1.03808
       0.266717       0.740298       0.380352      0.0446807     0.00864427        1.17397
       0.281818       0.767559       0.438695      0.0713156      0.0164022        1.29397
       0.296919       0.785778       0.486152       0.102159      0.0274457        1.40153
        0.31202       0.808244       0.525364       0.126095      0.0366203        1.49632
       0.327121       0.828788         0.5601       0.148312      0.0455984         1.5828
       0.342222       0.845751       0.590949       0.170761      0.0553498        1.66281
       0.357323        0.85986       0.618324       0.193159      0.0657657        1.73711
       0.372424       0.871648       0.642632       0.215291      0.0767382        1.80631
       0.387525        0.88161       0.664243       0.236976       0.088156        1.87098
       0.402626       0.891635       0.684918        0.25749      0.0991339        1.93318
       0.417727       0.907414       0.710618       0.274738       0.106418        1.99919
       0.432828       0.921412       0.734885       0.291894       0.113671        2.06186
       0.447929       0.933643       0.757791       0.308979       0.120897        2.12131
        0.46303       0.944351       0.779398       0.326015       0.128104        2.17787
       0.478131       0.953644       0.799714       0.343022       0.135301        2.23168
       0.493232       0.961731       0.818819       0.360019       0.142492        2.28306
       0.508333        0.96478       0.827909       0.371955       0.149044        2.31369
       0.523434       0.964397       0.829442       0.379616       0.155097        2.32855
       0.538535       0.963995       0.830856        0.38707       0.161127        2.34305
