           IM.1            DS1            DS2          E(DS)
           0.01    9.91512e-20    4.12943e-26    9.91512e-20
       0.025101    1.86523e-11    3.21336e-16    1.86526e-11
       0.040202    5.58166e-08    8.35039e-12     5.5825e-08
       0.055303    6.10986e-06    4.59302e-09    6.11445e-06
       0.070404    0.000133554    3.63325e-07    0.000133917
      0.0855051     0.00112477    8.65519e-06     0.00113342
       0.100606     0.00500977     8.8057e-05     0.00509783
       0.115707      0.0105482    0.000264096      0.0108123
       0.130808      0.0192772    0.000658112      0.0199353
       0.145909      0.0316479     0.00141846      0.0330664
        0.16101      0.0477888     0.00272895      0.0505177
       0.176111      0.0675361     0.00478806      0.0723241
       0.191212       0.090489     0.00779391      0.0982829
       0.206313       0.117749      0.0118989       0.129648
       0.221414       0.150048      0.0171808       0.167228
       0.236515        0.18484      0.0237294        0.20857
       0.251616       0.221491      0.0315959       0.253087
       0.266717       0.259367      0.0408023        0.30017
       0.281818       0.297985      0.0513454       0.349331
       0.296919       0.336893         0.0632       0.400093
        0.31202       0.367843       0.072932       0.440775
       0.327121       0.396771      0.0824687        0.47924
       0.342222       0.425579      0.0926087       0.518187
       0.357323       0.454159       0.103343       0.557502
       0.372424       0.482397       0.114662       0.597059
       0.387525         0.5102       0.126554       0.636754
       0.402626       0.535969       0.138842       0.674811
       0.417727       0.553643       0.150592       0.704235
       0.432828       0.570642       0.162599       0.733241
       0.447929       0.586931       0.174825       0.761756
        0.46303       0.602531        0.18723       0.789761
       0.478131       0.617436       0.199777       0.817213
       0.493232        0.63095       0.212428       0.843377
       0.508333       0.640219       0.219921       0.860139
       0.523434       0.644491       0.223188       0.867679
       0.538535       0.648723       0.226465       0.875188
       0.553636       0.652916       0.229743        0.88266
       0.568737        0.65707       0.233039       0.890109
       0.583838       0.661184       0.236343       0.897527
       0.598939       0.665259       0.239656       0.904915
        0.61404       0.685865       0.256915        0.94278
       0.629141       0.706606       0.275418       0.982024
       0.644242       0.726216       0.294071        1.02029
       0.659343       0.744728       0.312816        1.05754
       0.674444       0.762294        0.33158        1.09387
       0.689545       0.778693       0.350353        1.12905
       0.704646       0.789717       0.361117        1.15083
       0.719747       0.790445       0.353859         1.1443
       0.734848        0.79104       0.346409        1.13745
       0.749949       0.791488       0.338804        1.13029
       0.765051       0.791675       0.331099        1.12277
       0.780152       0.791725       0.323199        1.11492
       0.795253       0.791749       0.315247          1.107
       0.810354        0.78831       0.313229        1.10154
       0.825455       0.783228       0.314029        1.09726
       0.840556       0.778355       0.314901        1.09326
       0.855657       0.773316       0.315841        1.08916
       0.870758       0.768255        0.31684         1.0851
       0.885859       0.763186       0.317899        1.08109
        0.90096       0.759092       0.319234        1.07833
       0.916061       0.769287       0.324603        1.09389
       0.931162       0.779382       0.330142        1.10952
       0.946263       0.789353       0.335841        1.12519
       0.961364       0.799083       0.341762        1.14084
       0.976465       0.808825       0.347887        1.15671
       0.991566       0.812407       0.354218        1.16663
        1.00667       0.824932       0.360377        1.18531
        1.02177       0.828234       0.366091        1.19433
        1.03687       0.831456       0.371779        1.20324
        1.05197       0.834602       0.377438        1.21204
        1.06707       0.837672       0.383068        1.22074
        1.08217       0.840668       0.388668        1.22934
        1.09727       0.843593       0.394235        1.23783
        1.11237       0.844207       0.398079        1.24229
        1.12747       0.844293       0.401515        1.24581
        1.14258       0.844344       0.404913        1.24926
        1.15768       0.844365       0.408274        1.25264
        1.17278        0.84434       0.411597        1.25594
        1.18788       0.844297        0.41488        1.25918
        1.20298       0.845777       0.417993        1.26377
        1.21808       0.853461       0.420662        1.27412
        1.23318       0.860931       0.423507        1.28444
        1.24828       0.868152       0.426534        1.29469
        1.26338       0.875123       0.429751        1.30487
        1.27848       0.881753       0.433159        1.31491
        1.29359       0.887995       0.436798        1.32479
        1.30869       0.889605       0.436501        1.32611
        1.32379       0.887977       0.433171        1.32115
        1.33889       0.886327       0.429905        1.31623
        1.35399       0.884654       0.426564        1.31122
        1.36909       0.882958       0.423251        1.30621
        1.38419       0.881239       0.419933        1.30117
        1.39929       0.879497       0.416615        1.29611
        1.41439       0.880943       0.417523        1.29847
        1.42949       0.882523       0.418694        1.30122
         1.4446       0.884086       0.419847        1.30393
         1.4597       0.885616       0.421005        1.30662
         1.4748       0.887237       0.422177        1.30941
         1.4899       0.888671       0.423361        1.31203
          1.505       0.889627       0.424161        1.31379
         1.5201       0.889627       0.424161        1.31379
         1.5352       0.889627       0.424161        1.31379
         1.5503       0.889627       0.424161        1.31379
         1.5654       0.889627       0.424161        1.31379
        1.58051       0.889627       0.424161        1.31379
        1.59561       0.889627       0.424161        1.31379
        1.61071       0.889627       0.424161        1.31379
        1.62581       0.889627       0.424161        1.31379
        1.64091       0.889627       0.424161        1.31379
        1.65601       0.889627       0.424161        1.31379
        1.67111       0.889627       0.424161        1.31379
        1.68621       0.889627       0.424161        1.31379
        1.70131       0.889627       0.424161        1.31379
        1.71641       0.889627       0.424161        1.31379
        1.73152       0.889627       0.424161        1.31379
        1.74662       0.889627       0.424161        1.31379
        1.76172       0.889627       0.424161        1.31379
        1.77682       0.889627       0.424161        1.31379
        1.79192       0.889627       0.424161        1.31379
        1.80702       0.889627       0.424161        1.31379
        1.82212       0.889627       0.424161        1.31379
        1.83722       0.889627       0.424161        1.31379
        1.85232       0.889627       0.424161        1.31379
        1.86742       0.889627       0.424161        1.31379
        1.88253       0.889627       0.424161        1.31379
        1.89763       0.889627       0.424161        1.31379
        1.91273       0.889627       0.424161        1.31379
        1.92783       0.889627       0.424161        1.31379
        1.94293       0.889627       0.424161        1.31379
        1.95803       0.889627       0.424161        1.31379
        1.97313       0.889627       0.424161        1.31379
        1.98823       0.889627       0.424161        1.31379
        2.00333       0.889627       0.424161        1.31379
        2.01843       0.889627       0.424161        1.31379
        2.03354       0.889627       0.424161        1.31379
        2.04864       0.889627       0.424161        1.31379
        2.06374       0.889627       0.424161        1.31379
        2.07884       0.889627       0.424161        1.31379
        2.09394       0.889627       0.424161        1.31379
        2.10904       0.889627       0.424161        1.31379
        2.12414       0.889627       0.424161        1.31379
        2.13924       0.889627       0.424161        1.31379
        2.15434       0.889627       0.424161        1.31379
        2.16944       0.889627       0.424161        1.31379
        2.18455       0.889627       0.424161        1.31379
        2.19965       0.889627       0.424161        1.31379
        2.21475       0.889627       0.424161        1.31379
        2.22985       0.889627       0.424161        1.31379
        2.24495       0.889627       0.424161        1.31379
        2.26005       0.889627       0.424161        1.31379
        2.27515       0.889627       0.424161        1.31379
        2.29025       0.889627       0.424161        1.31379
        2.30535       0.889627       0.424161        1.31379
        2.32045       0.889627       0.424161        1.31379
        2.33556       0.889627       0.424161        1.31379
        2.35066       0.889627       0.424161        1.31379
        2.36576       0.889627       0.424161        1.31379
        2.38086       0.889627       0.424161        1.31379
        2.39596       0.889627       0.424161        1.31379
        2.41106       0.889627       0.424161        1.31379
        2.42616       0.889627       0.424161        1.31379
        2.44126       0.889627       0.424161        1.31379
        2.45636       0.889627       0.424161        1.31379
        2.47146       0.889627       0.424161        1.31379
        2.48657       0.889627       0.424161        1.31379
        2.50167       0.889627       0.424161        1.31379
        2.51677       0.889627       0.424161        1.31379
        2.53187       0.889627       0.424161        1.31379
        2.54697       0.889627       0.424161        1.31379
        2.56207       0.889627       0.424161        1.31379
        2.57717       0.889627       0.424161        1.31379
        2.59227       0.889627       0.424161        1.31379
        2.60737       0.889627       0.424161        1.31379
        2.62247       0.889627       0.424161        1.31379
        2.63758       0.889627       0.424161        1.31379
        2.65268       0.889627       0.424161        1.31379
        2.66778       0.889627       0.424161        1.31379
        2.68288       0.889627       0.424161        1.31379
        2.69798       0.889627       0.424161        1.31379
        2.71308       0.889627       0.424161        1.31379
        2.72818       0.889627       0.424161        1.31379
        2.74328       0.889627       0.424161        1.31379
        2.75838       0.889627       0.424161        1.31379
        2.77348       0.889627       0.424161        1.31379
        2.78859       0.889627       0.424161        1.31379
        2.80369       0.889627       0.424161        1.31379
        2.81879       0.889627       0.424161        1.31379
        2.83389       0.889627       0.424161        1.31379
        2.84899       0.889627       0.424161        1.31379
        2.86409       0.889627       0.424161        1.31379
        2.87919       0.889627       0.424161        1.31379
        2.89429       0.889627       0.424161        1.31379
        2.90939       0.889627       0.424161        1.31379
        2.92449       0.889627       0.424161        1.31379
         2.9396       0.889627       0.424161        1.31379
         2.9547       0.889627       0.424161        1.31379
         2.9698       0.889627       0.424161        1.31379
         2.9849       0.889627       0.424161        1.31379
            3.0       0.889627       0.424161        1.31379
