            EDP         mean_x        sd_ln_x
          0.001       0.132312        3.26389
         0.0015        6.07655        2.61632
          0.002        51.6869        2.17546
         0.0025        198.568        1.85058
          0.003        491.732        1.60164
         0.0035        933.128        1.40721
          0.004        1491.92        1.25404
         0.0045         2126.3         1.1329
          0.005         2798.6        1.03675
         0.0055        3481.01        0.95994
          0.006        4155.41        0.89789
         0.0065        4811.06        0.84697
          0.007         5442.0       0.804376
         0.0075        6045.13       0.768015
          0.008        6619.02        0.73637
         0.0085         7163.1        0.70837
          0.009        7677.39       0.683271
         0.0095        8162.27        0.66056
           0.01        8618.42       0.639886
         0.0105        9046.77       0.621004
          0.011        9448.46       0.603737
         0.0115        9824.81       0.587952
          0.012        10177.3       0.573543
         0.0125        10507.4       0.560417
          0.013        10816.8       0.548492
         0.0135        11107.0       0.537687
          0.014        11379.7       0.527926
         0.0145        11636.3       0.519131
          0.015        11878.4       0.511229
         0.0155        12107.2       0.504143
          0.016        12324.2       0.497802
         0.0165        12530.4       0.492136
          0.017        12726.9       0.487075
         0.0175        12914.7       0.482557
          0.018        13094.8        0.47852
         0.0185        13267.7       0.474908
          0.019        13434.3       0.471668
         0.0195        13595.2       0.468753
           0.02        13750.8       0.466119
         0.0205        13901.7       0.463726
          0.021        14048.2       0.461539
         0.0215        14190.6       0.459528
          0.022        14329.4       0.457664
         0.0225        14464.6       0.455924
          0.023        14596.6       0.454286
         0.0235        14725.6       0.452732
          0.024        14851.6       0.451246
         0.0245        14974.8       0.449816
          0.025        15095.3        0.44843
         0.0255        15213.2       0.447079
          0.026        15328.6       0.445755
         0.0265        15441.5       0.444452
          0.027        15552.1       0.443165
         0.0275        15660.3       0.441889
          0.028        15766.2       0.440623
         0.0285        15869.8       0.439363
          0.029        15971.2       0.438108
         0.0295        16070.4       0.436857
           0.03        16167.4       0.435609
         0.0305        16262.2       0.434363
          0.031        16354.9       0.433121
         0.0315        16445.5       0.431882
          0.032        16533.9       0.430647
         0.0325        16620.4       0.429416
          0.033        16704.7       0.428191
         0.0335        16787.1       0.426971
          0.034        16867.4       0.425759
         0.0345        16945.8       0.424554
          0.035        17022.3       0.423358
         0.0355        17096.8       0.422171
          0.036        17169.4       0.420996
         0.0365        17240.2       0.419831
          0.037        17309.2       0.418679
         0.0375        17376.3        0.41754
          0.038        17441.7       0.416414
         0.0385        17505.3       0.415303
          0.039        17567.2       0.414207
         0.0395        17627.5       0.413127
           0.04        17686.1       0.412063
         0.0405        17743.1       0.411016
          0.041        17798.5       0.409985
         0.0415        17852.4       0.408972
          0.042        17904.8       0.407977
         0.0425        17955.7          0.407
          0.043        18005.1       0.406041
         0.0435        18053.1         0.4051
          0.044        18099.8       0.404178
         0.0445        18145.1       0.403274
          0.045        18189.1       0.402389
         0.0455        18231.8       0.401523
          0.046        18273.2       0.400675
         0.0465        18313.5       0.399846
          0.047        18352.5       0.399035
         0.0475        18390.4       0.398243
          0.048        18427.2       0.397469
         0.0485        18462.8       0.396713
          0.049        18497.4       0.395975
         0.0495        18531.0       0.395254
           0.05        18563.5       0.394551
         0.0505        18595.1       0.393866
          0.051        18625.7       0.393197
         0.0515        18655.4       0.392545
          0.052        18684.2        0.39191
         0.0525        18712.1       0.391291
          0.053        18739.1       0.390688
         0.0535        18765.4       0.390101
          0.054        18790.8       0.389529
         0.0545        18815.4       0.388973
          0.055        18839.3       0.388431
         0.0555        18862.4       0.387903
          0.056        18884.9        0.38739
         0.0565        18906.6       0.386891
          0.057        18927.7       0.386406
         0.0575        18948.1       0.385934
          0.058        18967.9       0.385475
         0.0585        18987.1       0.385028
          0.059        19005.7       0.384594
         0.0595        19023.7       0.384173
           0.06        19041.1       0.383763
         0.0605        19058.0       0.383365
          0.061        19074.4       0.382978
         0.0615        19090.3       0.382602
          0.062        19105.7       0.382236
         0.0625        19120.6       0.381881
          0.063        19135.0       0.381537
         0.0635        19149.0       0.381202
          0.064        19162.6       0.380877
         0.0645        19175.7       0.380561
          0.065        19188.4       0.380255
         0.0655        19200.8       0.379957
          0.066        19212.7       0.379668
         0.0665        19224.3       0.379388
          0.067        19235.5       0.379115
         0.0675        19246.4       0.378851
          0.068        19256.9       0.378594
