              t           Rate
         0.0001      0.0842161
         0.0049      0.0282343
         0.0097      0.0225121
         0.0145      0.0195939
         0.0193      0.0177061
         0.0241      0.0163415
         0.0289      0.0152886
         0.0337        0.01444
         0.0385      0.0137425
         0.0433      0.0131437
         0.0481      0.0126237
         0.0529      0.0121692
         0.0577      0.0117642
         0.0625      0.0114024
         0.0673      0.0110754
         0.0721      0.0107776
         0.0769      0.0105099
         0.0817      0.0102586
         0.0865       0.010026
         0.0913     0.00980983
         0.0961      0.0096082
         0.1009     0.00941946
         0.1057     0.00924226
         0.1105     0.00907592
         0.1153     0.00891837
         0.1201     0.00876929
         0.1249     0.00862793
         0.1297     0.00849361
         0.1345     0.00836575
         0.1393     0.00824382
         0.1441     0.00812737
         0.1489     0.00801598
         0.1537     0.00790929
         0.1585     0.00780695
         0.1633     0.00770867
         0.1681     0.00761419
         0.1729     0.00752325
         0.1777     0.00743562
         0.1825     0.00735112
         0.1873     0.00726954
         0.1921     0.00719072
         0.1969      0.0071145
         0.2017     0.00704073
         0.2065     0.00696929
         0.2113     0.00690004
         0.2161     0.00683288
         0.2209      0.0067677
         0.2257      0.0067044
         0.2305     0.00664289
         0.2353     0.00658308
         0.2401     0.00652489
         0.2449     0.00646825
         0.2497     0.00641309
         0.2545     0.00635935
         0.2593     0.00630695
         0.2641     0.00625586
         0.2689       0.006206
         0.2737     0.00615733
         0.2785     0.00610981
         0.2833     0.00606338
         0.2881       0.006018
         0.2929     0.00597364
         0.2977     0.00604608
         0.3025     0.00600231
         0.3073     0.00595947
         0.3121     0.00591755
         0.3169     0.00587649
         0.3217     0.00583628
         0.3265     0.00579688
         0.3313     0.00575826
         0.3361      0.0057204
         0.3409     0.00557821
         0.3457     0.00554285
         0.3505     0.00550816
         0.3553     0.00547475
         0.3601     0.00544133
         0.3649     0.00540851
         0.3697     0.00537627
         0.3745      0.0053446
         0.3793     0.00531049
         0.3841      0.0052799
         0.3889     0.00524984
         0.3937     0.00522027
         0.3985      0.0051912
         0.4033      0.0051626
         0.4081     0.00513446
         0.4129     0.00510677
         0.4177     0.00507951
         0.4225     0.00505268
         0.4273     0.00502627
         0.4321     0.00500026
         0.4369     0.00497464
         0.4417      0.0049494
         0.4465     0.00492454
         0.4513     0.00490004
         0.4561     0.00487589
         0.4609     0.00485209
         0.4657     0.00482863
         0.4705      0.0048055
         0.4753     0.00478269
         0.4801     0.00476019
         0.4849       0.004738
         0.4897     0.00471611
         0.4945     0.00469452
         0.4993     0.00467321
         0.5041     0.00465217
         0.5089     0.00463142
         0.5137     0.00461093
         0.5185      0.0045907
