           IM.1            DS1            DS2          E(DS)
           0.01    2.67331e-66    8.28707e-59    8.28707e-59
       0.025101    1.58613e-28    8.43284e-32    1.58698e-28
       0.040202    1.56899e-14    4.89462e-20      1.569e-14
       0.055303    4.92632e-08    2.62219e-13    4.92635e-08
       0.070404    7.86357e-05    3.44246e-09    7.86391e-05
      0.0855051      0.0035272    1.34932e-06     0.00352855
       0.100606      0.0271598    6.02974e-05      0.0272201
       0.115707      0.0739269    0.000334473      0.0742614
       0.130808       0.149367     0.00125909       0.150626
       0.145909       0.247072     0.00359824        0.25067
        0.16101       0.355744     0.00839275       0.364137
       0.176111       0.464286      0.0167787       0.481065
       0.191212       0.564685       0.029764       0.594449
       0.206313       0.705209      0.0772595       0.782469
       0.221414       0.824524       0.204725        1.02925
       0.236515       0.877753       0.340059        1.21781
       0.251616       0.903243       0.451955         1.3552
       0.266717       0.916084       0.535815         1.4519
       0.281818       0.922561       0.596647        1.51921
       0.296919       0.925417       0.640578        1.56599
        0.31202       0.936349       0.676927        1.61328
       0.327121       0.947281       0.710115         1.6574
       0.342222       0.956064       0.738752        1.69482
       0.357323       0.963133       0.764501        1.72763
       0.372424       0.968943       0.787344        1.75629
       0.387525       0.973906       0.807638        1.78154
       0.402626       0.978172       0.826461        1.80463
       0.417727       0.983337        0.84708        1.83042
       0.432828       0.987486       0.866174        1.85366
       0.447929       0.990772       0.883769        1.87454
        0.46303       0.993332       0.899893        1.89323
       0.478131       0.995278       0.914574        1.90985
       0.493232       0.996713       0.927799        1.92451
       0.508333       0.996865       0.930833         1.9277
       0.523434       0.996112       0.926385         1.9225
       0.538535       0.995251       0.921954         1.9172
       0.553636       0.994308       0.917549        1.91186
       0.568737        0.99324       0.913179        1.90642
       0.583838       0.992064       0.908851        1.90092
       0.598939       0.990783        0.90457        1.89535
        0.61404       0.991688       0.908095        1.89978
       0.629141       0.992688        0.91221         1.9049
       0.644242       0.993611       0.916324        1.90993
       0.659343       0.994458       0.920429        1.91489
       0.674444       0.995209        0.92452        1.91973
       0.689545       0.995915       0.928589         1.9245
       0.704646       0.996055       0.929275        1.92533
       0.719747       0.994943       0.922291        1.91723
       0.734848       0.993672       0.915163        1.90883
       0.749949       0.992176       0.907917        1.90009
       0.765051       0.990471       0.900583        1.89105
       0.780152       0.988552       0.893183        1.88173
       0.795253       0.986417        0.88574        1.87216
       0.810354       0.989609       0.897861        1.88747
       0.825455       0.993956       0.918176        1.91213
       0.840556       0.996849       0.937133        1.93398
       0.855657       0.998572         0.9542        1.95277
       0.870758       0.999418       0.968836        1.96825
       0.885859       0.999877       0.980723         1.9806
        0.90096        1.00003       0.988959        1.98899
       0.916061        1.00001       0.987552        1.98756
       0.931162        0.99999       0.986099        1.98609
       0.946263       0.999972       0.984565        1.98454
       0.961364       0.999954       0.982917        1.98287
       0.976465       0.999886       0.981236        1.98112
       0.991566       0.999868       0.979483        1.97935
        1.00667       0.999757       0.977396        1.97715
        1.02177        0.99971        0.97468        1.97439
        1.03687       0.999547       0.971411        1.97096
        1.05197       0.999478       0.967729        1.96721
        1.06707       0.999396       0.963419        1.96282
        1.08217       0.999398       0.958456        1.95785
        1.09727       0.999263       0.952468        1.95173
        1.11237       0.999275       0.951029         1.9503
        1.12747        0.99932       0.950684           1.95
        1.14258       0.999364       0.950285        1.94965
        1.15768       0.999405       0.949828        1.94923
        1.17278       0.999444       0.949308        1.94875
        1.18788       0.999481        0.94872         1.9482
        1.20298       0.999596       0.952114        1.95171
        1.21808       0.999774       0.968743        1.96852
        1.23318        0.99993       0.980629        1.98056
        1.24828       0.999977       0.988655        1.98863
        1.26338       0.999994       0.993883        1.99388
        1.27848       0.998121       0.996088        1.99421
        1.29359        1.00002        0.99861        1.99863
        1.30869        1.00002       0.998458        1.99848
        1.32379        1.00002       0.996846        1.99686
        1.33889       0.999992       0.994184        1.99418
        1.35399        1.00007       0.990374        1.99045
        1.36909       0.999903       0.984984        1.98489
        1.38419       0.999694       0.977987        1.97768
        1.39929       0.999521       0.969661        1.96918
        1.41439       0.999681       0.976214        1.97589
        1.42949       0.999662       0.982562        1.98222
         1.4446       0.999768       0.987988        1.98776
