           IM.1            DS1            DS2          E(DS)
           0.01    3.04448e-53    5.00664e-66    3.04448e-53
       0.025101    7.69833e-37    8.56315e-46    7.69833e-37
       0.040202     5.4806e-29    6.38352e-36     5.4806e-29
       0.055303    9.66946e-24    3.11985e-29    9.66949e-24
       0.070404     8.4208e-20    3.55289e-24    8.42116e-20
      0.0855051    1.08629e-16    3.48545e-20    1.08664e-16
       0.100606    3.15082e-14    4.82666e-17    3.15564e-14
       0.115707    2.91311e-13    6.88594e-16    2.91999e-13
       0.130808    2.01046e-12    6.95033e-15    2.01741e-12
       0.145909    1.09888e-11     5.3224e-14     1.1042e-11
        0.16101    4.96802e-11    3.25401e-13    5.00056e-11
       0.176111    1.91949e-10    1.65111e-12      1.936e-10
       0.191212     6.4987e-10    7.15862e-12    6.57028e-10
       0.206313    9.27917e-09    2.12994e-10    9.49216e-09
       0.221414    4.95155e-07    3.42132e-08    5.29368e-07
       0.236515    9.89811e-06    1.43343e-06    1.13315e-05
       0.251616    9.27182e-05     2.2082e-05      0.0001148
       0.266717    0.000495403      0.0001658    0.000661202
       0.281818     0.00175681    0.000746558     0.00250337
       0.296919     0.00463691      0.0023342     0.00697111
        0.31202      0.0063594     0.00334217     0.00970157
       0.327121     0.00756586     0.00404528      0.0116111
       0.342222     0.00890303     0.00483842      0.0137415
       0.357323      0.0103732     0.00572517      0.0160984
       0.372424       0.011978     0.00670797       0.018686
       0.387525      0.0137182     0.00779089      0.0215091
       0.402626       0.015952     0.00923151      0.0251835
       0.417727      0.0202997      0.0122466      0.0325462
       0.432828      0.0252468      0.0158052      0.0410521
       0.447929      0.0307696      0.0199076      0.0506772
        0.46303      0.0368327      0.0245456      0.0613784
       0.478131      0.0433899       0.029696       0.073086
       0.493232      0.0503958      0.0353281       0.085724
       0.508333       0.054283      0.0385053      0.0927883
       0.523434      0.0554064      0.0394308      0.0948373
       0.538535      0.0565379      0.0403658      0.0969038
       0.553636      0.0576773      0.0413101      0.0989874
       0.568737      0.0588243      0.0422636       0.101088
       0.583838      0.0599789       0.043226       0.103205
       0.598939      0.0611408      0.0441972       0.105338
        0.61404      0.0613668      0.0444207       0.105787
       0.629141      0.0615205      0.0445862       0.106107
       0.644242      0.0616729      0.0447507       0.106424
       0.659343      0.0618239      0.0449141       0.106738
       0.674444      0.0619735      0.0498693       0.111843
       0.689545      0.0621218      0.0452377       0.107359
       0.704646       0.063989      0.0468073       0.110796
       0.719747      0.0698319      0.0516748       0.121507
       0.734848      0.0758295      0.0567456       0.132575
       0.749949      0.0819593      0.0619608        0.14392
       0.765051      0.0882025       0.067303       0.155506
       0.780152      0.0945412      0.0728003       0.167342
       0.795253       0.100958       0.078415       0.179373
       0.810354       0.113667      0.0888088       0.202476
       0.825455        0.12907       0.101207       0.230278
       0.840556        0.14428       0.113479        0.25776
       0.855657        0.15932       0.125604       0.284923
       0.870758       0.174221       0.137599        0.31182
       0.885859       0.189024        0.14949       0.338514
        0.90096        0.20185       0.159527       0.361377
       0.916061       0.186322       0.146204       0.332526
       0.931162       0.170745       0.132758       0.303502
       0.946263       0.155178       0.119468       0.274646
       0.961364       0.139689       0.106402       0.246091
       0.976465       0.124357      0.0936331       0.217991
       0.991566       0.109277      0.0812805       0.190558
        1.00667       0.095856      0.0701242        0.16598
        1.02177      0.0844232      0.0604759       0.144899
        1.03687      0.0733753      0.0513529       0.124728
        1.05197       0.062824       0.042844       0.105668
        1.06707      0.0528808      0.0350328      0.0879136
        1.08217      0.0436472      0.0279956      0.0716428
        1.09727      0.0352268      0.0217849      0.0570117
        1.11237       0.038841      0.0241899      0.0630309
        1.12747      0.0454142      0.0287428       0.074157
        1.14258      0.0524214      0.0336793      0.0861007
        1.15768      0.0598315        0.03898      0.0988116
        1.17278      0.0676131      0.0446323       0.112245
        1.18788      0.0757359       0.050616       0.126352
        1.20298      0.0829486       0.056116       0.139065
        1.21808      0.0852781      0.0584804       0.143759
        1.23318      0.0875499      0.0608055       0.148355
        1.24828      0.0897568      0.0630872       0.152844
        1.26338      0.0918968       0.065322       0.157219
        1.27848      0.0939631      0.0675067        0.16147
        1.29359       0.095966      0.0696386       0.165605
        1.30869       0.103671      0.0747647       0.178436
        1.32379       0.114714      0.0809263       0.195641
        1.33889        0.12486      0.0856555       0.210515
        1.35399       0.134442      0.0891003       0.223542
        1.36909        0.14396      0.0914645       0.235425
        1.38419       0.154179       0.093146       0.247325
        1.39929        0.16634      0.0948561       0.261196
        1.41439       0.170331      0.0962291        0.26656
        1.42949       0.174001      0.0976224       0.271623
         1.4446       0.177786      0.0990837        0.27687
         1.4597       0.181726       0.100622       0.282348
         1.4748        0.18583       0.102253       0.288084
         1.4899       0.190114       0.103978       0.294093
          1.505       0.193086       0.105195       0.298281
         1.5201       0.193086       0.105195       0.298281
         1.5352       0.193086       0.105195       0.298281
         1.5503       0.193086       0.105195       0.298281
         1.5654       0.193086       0.105195       0.298281
        1.58051       0.193086       0.105195       0.298281
        1.59561       0.193086       0.105195       0.298281
        1.61071       0.193086       0.105195       0.298281
        1.62581       0.193086       0.105195       0.298281
        1.64091       0.193086       0.105195       0.298281
        1.65601       0.193086       0.105195       0.298281
        1.67111       0.193086       0.105195       0.298281
        1.68621       0.193086       0.105195       0.298281
        1.70131       0.193086       0.105195       0.298281
        1.71641       0.193086       0.105195       0.298281
        1.73152       0.193086       0.105195       0.298281
        1.74662       0.193086       0.105195       0.298281
        1.76172       0.193086       0.105195       0.298281
        1.77682       0.193086       0.105195       0.298281
        1.79192       0.193086       0.105195       0.298281
        1.80702       0.193086       0.105195       0.298281
        1.82212       0.193086       0.105195       0.298281
        1.83722       0.193086       0.105195       0.298281
        1.85232       0.193086       0.105195       0.298281
        1.86742       0.193086       0.105195       0.298281
        1.88253       0.193086       0.105195       0.298281
        1.89763       0.193086       0.105195       0.298281
        1.91273       0.193086       0.105195       0.298281
        1.92783       0.193086       0.105195       0.298281
        1.94293       0.193086       0.105195       0.298281
        1.95803       0.193086       0.105195       0.298281
        1.97313       0.193086       0.105195       0.298281
        1.98823       0.193086       0.105195       0.298281
        2.00333       0.193086       0.105195       0.298281
        2.01843       0.193086       0.105195       0.298281
        2.03354       0.193086       0.105195       0.298281
        2.04864       0.193086       0.105195       0.298281
        2.06374       0.193086       0.105195       0.298281
        2.07884       0.193086       0.105195       0.298281
        2.09394       0.193086       0.105195       0.298281
        2.10904       0.193086       0.105195       0.298281
        2.12414       0.193086       0.105195       0.298281
        2.13924       0.193086       0.105195       0.298281
        2.15434       0.193086       0.105195       0.298281
        2.16944       0.193086       0.105195       0.298281
        2.18455       0.193086       0.105195       0.298281
        2.19965       0.193086       0.105195       0.298281
        2.21475       0.193086       0.105195       0.298281
        2.22985       0.193086       0.105195       0.298281
        2.24495       0.193086       0.105195       0.298281
        2.26005       0.193086       0.105195       0.298281
        2.27515       0.193086       0.105195       0.298281
        2.29025       0.193086       0.105195       0.298281
        2.30535       0.193086       0.105195       0.298281
        2.32045       0.193086       0.105195       0.298281
        2.33556       0.193086       0.105195       0.298281
        2.35066       0.193086       0.105195       0.298281
        2.36576       0.193086       0.105195       0.298281
        2.38086       0.193086       0.105195       0.298281
        2.39596       0.193086       0.105195       0.298281
        2.41106       0.193086       0.105195       0.298281
        2.42616       0.193086       0.105195       0.298281
        2.44126       0.193086       0.105195       0.298281
        2.45636       0.193086       0.105195       0.298281
        2.47146       0.193086       0.105195       0.298281
        2.48657       0.193086       0.105195       0.298281
        2.50167       0.193086       0.105195       0.298281
        2.51677       0.193086       0.105195       0.298281
        2.53187       0.193086       0.105195       0.298281
        2.54697       0.193086       0.105195       0.298281
        2.56207       0.193086       0.105195       0.298281
        2.57717       0.193086       0.105195       0.298281
        2.59227       0.193086       0.105195       0.298281
        2.60737       0.193086       0.105195       0.298281
        2.62247       0.193086       0.105195       0.298281
        2.63758       0.193086       0.105195       0.298281
        2.65268       0.193086       0.105195       0.298281
        2.66778       0.193086       0.105195       0.298281
        2.68288       0.193086       0.105195       0.298281
        2.69798       0.193086       0.105195       0.298281
        2.71308       0.193086       0.105195       0.298281
        2.72818       0.193086       0.105195       0.298281
        2.74328       0.193086       0.105195       0.298281
        2.75838       0.193086       0.105195       0.298281
        2.77348       0.193086       0.105195       0.298281
        2.78859       0.193086       0.105195       0.298281
        2.80369       0.193086       0.105195       0.298281
        2.81879       0.193086       0.105195       0.298281
        2.83389       0.193086       0.105195       0.298281
        2.84899       0.193086       0.105195       0.298281
        2.86409       0.193086       0.105195       0.298281
        2.87919       0.193086       0.105195       0.298281
        2.89429       0.193086       0.105195       0.298281
        2.90939       0.193086       0.105195       0.298281
        2.92449       0.193086       0.105195       0.298281
         2.9396       0.193086       0.105195       0.298281
         2.9547       0.193086       0.105195       0.298281
         2.9698       0.193086       0.105195       0.298281
         2.9849       0.193086       0.105195       0.298281
            3.0       0.193086       0.105195       0.298281
