           IM.1            DS1            DS2            DS3            DS4          E(DS)
           0.01    2.36487e-26    4.37681e-28    1.23858e-33    2.50038e-29    2.41113e-26
       0.025101    1.15697e-16    4.97452e-19    1.69717e-24    3.27402e-22    1.16194e-16
       0.040202    1.79957e-12    5.75807e-15    3.15047e-20    7.44908e-19    1.80533e-12
       0.055303    6.55635e-10    2.12743e-12    1.96559e-17    1.21035e-16    6.57762e-10
       0.070404    4.00313e-08    1.51903e-10     2.4272e-15    5.59906e-15    4.01832e-08
      0.0855051     8.5594e-07    4.11702e-09    1.15587e-13    1.24812e-13    8.60057e-07
       0.100606    8.63815e-06    5.47742e-08      2.678e-12    1.61138e-12    8.69293e-06
       0.115707    1.72549e-05    1.17249e-07    6.48506e-12    3.48059e-12    1.73722e-05
       0.130808    3.21913e-05    2.34154e-07    1.45438e-11    7.04212e-12    3.24254e-05
       0.145909     5.6688e-05    4.40423e-07    3.05401e-11    1.34854e-11    5.71284e-05
        0.16101    9.49697e-05    7.86759e-07    6.05818e-11    2.45918e-11    9.57566e-05
       0.176111    0.000152388    1.34379e-06    1.14352e-10     4.2986e-11    0.000153732
       0.191212    0.000235477    2.20672e-06    2.06634e-10    7.23872e-11    0.000237684
       0.206313    0.000362154    3.69321e-06     3.9841e-10    1.26466e-10    0.000365848
       0.221414     0.00056401    6.49629e-06    8.67598e-10    2.39784e-10    0.000570508
       0.236515    0.000856566    1.11756e-05    1.85473e-09    4.50499e-10    0.000867743
       0.251616      0.0012695    1.88039e-05    3.88853e-09    8.37273e-10     0.00128831
       0.266717     0.00183796    3.09147e-05    7.98789e-09    1.53946e-09     0.00186888
       0.281818     0.00259912     4.9715e-05    1.60616e-08    2.79699e-09     0.00264885
       0.296919     0.00359634    7.81763e-05     3.1592e-08    5.03127e-09     0.00367456
        0.31202      0.0048991    0.000120944    6.10696e-08    8.94051e-09     0.00502011
       0.327121     0.00648988    0.000183211    1.15393e-07    1.57148e-08     0.00667322
       0.342222     0.00857028    0.000271539    2.12767e-07    2.72009e-08     0.00884206
       0.357323      0.0110195    0.000394168    3.83073e-07    4.63784e-08      0.0114141
       0.372424       0.013926    0.000560655     6.7356e-07    7.78768e-08      0.0144874
       0.387525       0.017317    0.000782334     1.1572e-06     1.2878e-07      0.0181006
