            EDP         mean_x        sd_ln_x
           0.05     0.00557071        4.09961
          0.075       0.180493        3.65083
            0.1        1.63053        3.33581
          0.125        7.72702        3.09383
           0.15        24.9894        2.89794
          0.175        62.9867        2.73379
            0.2        133.461        2.59282
          0.225         249.12        2.46953
           0.25        422.465        2.36017
          0.275        664.854        2.26207
            0.3        985.856        2.17325
          0.325         1392.9        2.09222
           0.35        1891.14        2.01782
          0.375        2483.52        1.94913
            0.4        3170.92        1.88541
          0.425         3952.4        1.82605
           0.45        4825.49        1.77055
          0.475        5786.42        1.71851
            0.5        6830.42        1.66955
          0.525        7951.96        1.62338
           0.55        9144.98        1.57974
          0.575        10403.1         1.5384
            0.6        11719.6        1.49917
          0.625        13087.9        1.46188
           0.65        14501.5        1.42637
          0.675        15953.9        1.39251
            0.7        17438.8        1.36018
          0.725        18950.4        1.32927
           0.75        20483.1        1.29968
          0.775        22031.4        1.27134
            0.8        23590.6        1.24416
          0.825        25155.9        1.21807
           0.85        26723.2          1.193
          0.875        28288.6         1.1689
            0.9        29848.6         1.1457
          0.925        31399.9        1.12338
           0.95        32939.6        1.10186
          0.975        34465.2        1.08112
            1.0        35974.3        1.06112
          1.025        37465.0        1.04181
           1.05        38935.4        1.02317
          1.075        40383.9        1.00516
            1.1        41809.3       0.987754
          1.125        43210.3       0.970927
           1.15        44585.9       0.954651
          1.175        45935.5       0.938902
            1.2        47258.3        0.92366
          1.225        48553.9       0.908901
           1.25        49821.8       0.894608
          1.275        51061.8       0.880761
            1.3        52273.7       0.867342
          1.325        53457.5       0.854336
           1.35        54613.1       0.841726
          1.375        55740.7       0.829498
            1.4        56840.3       0.817637
          1.425        57912.3        0.80613
           1.45        58956.9       0.794965
          1.475        59974.3        0.78413
            1.5        60965.0       0.773612
          1.525        61929.3       0.763402
           1.55        62867.6       0.753489
          1.575        63780.4       0.743862
            1.6        64668.1       0.734512
          1.625        65531.2       0.725431
           1.65        66370.2       0.716609
          1.675        67185.5       0.708038
            1.7        67977.8       0.699711
          1.725        68747.5       0.691619
           1.75        69495.1       0.683755
          1.775        70221.1       0.676112
            1.8        70926.1       0.668684
          1.825        71610.6       0.661463
           1.85        72275.1       0.654444
          1.875        72920.1       0.647621
            1.9        73546.1       0.640987
          1.925        74153.6       0.634537
           1.95        74743.2       0.628266
          1.975        75315.3       0.622168
            2.0        75870.4       0.616238
          2.025        76408.9       0.610472
           2.05        76931.4       0.604865
          2.075        77438.3       0.599412
            2.1        77930.0       0.594109
          2.125        78407.0       0.588951
           2.15        78869.7       0.583935
          2.175        79318.5       0.579056
            2.2        79753.8        0.57431
          2.225        80176.0       0.569694
           2.25        80585.6       0.565205
          2.275        80982.8       0.560838
            2.3        81368.2        0.55659
          2.325        81741.9       0.552458
           2.35        82104.4       0.548438
          2.375        82456.0       0.544528
            2.4        82797.1       0.540725
          2.425        83127.9       0.537025
           2.45        83448.8       0.533426
          2.475        83760.1       0.529924
            2.5        84062.0       0.526518
          2.525        84354.9       0.523204
           2.55        84639.1       0.519981
          2.575        84914.8       0.516844
            2.6        85182.2       0.513793
          2.625        85441.7       0.510825
           2.65        85693.4       0.507937
          2.675        85937.7       0.505128
            2.7        86174.7       0.502394
          2.725        86404.6       0.499735
           2.75        86627.8       0.497147
          2.775        86844.3        0.49463
            2.8        87054.5       0.492181
          2.825        87258.4       0.489798
           2.85        87456.4       0.487479
          2.875        87648.5       0.485223
            2.9        87835.0       0.483028
          2.925        88016.0       0.480892
