            EDP         mean_x        sd_ln_x
          0.032    2.12465e-12        6.20835
      0.0320025    2.12943e-12        6.20817
      0.0320051    2.13421e-12        6.20799
      0.0320076    2.13901e-12        6.20781
      0.0320101    2.14381e-12        6.20763
      0.0320126    2.14863e-12        6.20745
      0.0320152    2.15346e-12        6.20727
      0.0320177    2.15829e-12        6.20709
      0.0320202    2.16314e-12        6.20691
      0.0320227      2.168e-12        6.20673
      0.0320253    2.17286e-12        6.20655
      0.0320278    2.17774e-12        6.20637
      0.0320303    2.18263e-12        6.20619
      0.0320328    2.18753e-12        6.20601
      0.0320354    2.19244e-12        6.20582
      0.0320379    2.19736e-12        6.20564
      0.0320404    2.20229e-12        6.20546
      0.0320429    2.20723e-12        6.20528
      0.0320455    2.21218e-12         6.2051
       0.032048    2.21714e-12        6.20492
      0.0320505    2.22212e-12        6.20474
       0.032053     2.2271e-12        6.20456
      0.0320556    2.23209e-12        6.20438
      0.0320581     2.2371e-12         6.2042
      0.0320606    2.24211e-12        6.20402
      0.0320631    2.24714e-12        6.20384
      0.0320657    2.25217e-12        6.20366
      0.0320682    2.25722e-12        6.20348
      0.0320707    2.26228e-12         6.2033
      0.0320732    2.26735e-12        6.20312
      0.0320758    2.27243e-12        6.20294
      0.0320783    2.27752e-12        6.20276
      0.0320808    2.28262e-12        6.20258
      0.0320833    2.28773e-12         6.2024
      0.0320859    2.29285e-12        6.20222
      0.0320884    2.29799e-12        6.20204
      0.0320909    2.30313e-12        6.20185
      0.0320934    2.30829e-12        6.20167
       0.032096    2.31346e-12        6.20149
      0.0320985    2.31863e-12        6.20131
       0.032101    2.32382e-12        6.20113
      0.0321035    2.32902e-12        6.20095
      0.0321061    2.33423e-12        6.20077
      0.0321086    2.33946e-12        6.20059
      0.0321111    2.34469e-12        6.20041
      0.0321136    2.34993e-12        6.20023
      0.0321162    2.35519e-12        6.20005
      0.0321187    2.36045e-12        6.19987
      0.0321212    2.36573e-12        6.19969
      0.0321237    2.37102e-12        6.19951
      0.0321263    2.37632e-12        6.19933
      0.0321288    2.38163e-12        6.19915
      0.0321313    2.38696e-12        6.19897
      0.0321338    2.39229e-12        6.19879
      0.0321364    2.39764e-12        6.19861
      0.0321389    2.40299e-12        6.19843
      0.0321414    2.40836e-12        6.19825
      0.0321439    2.41374e-12        6.19807
      0.0321465    2.41913e-12        6.19789
       0.032149    2.42453e-12        6.19771
      0.0321515    2.42995e-12        6.19753
       0.032154    2.43537e-12        6.19735
      0.0321566    2.44081e-12        6.19717
      0.0321591    2.44626e-12        6.19699
      0.0321616    2.45172e-12        6.19681
      0.0321641    2.45719e-12        6.19663
      0.0321667    2.46267e-12        6.19645
      0.0321692    2.46817e-12        6.19627
      0.0321717    2.47368e-12        6.19609
      0.0321742    2.47919e-12        6.19591
      0.0321768    2.48472e-12        6.19573
      0.0321793    2.49027e-12        6.19555
      0.0321818    2.49582e-12        6.19537
      0.0321843    2.50138e-12        6.19519
      0.0321869    2.50696e-12        6.19501
      0.0321894    2.51255e-12        6.19483
      0.0321919    2.51815e-12        6.19465
      0.0321944    2.52376e-12        6.19448
       0.032197    2.52939e-12         6.1943
      0.0321995    2.53503e-12        6.19412
       0.032202    2.54067e-12        6.19394
      0.0322045    2.54633e-12        6.19376
      0.0322071    2.55201e-12        6.19358
      0.0322096    2.55769e-12         6.1934
      0.0322121    2.56339e-12        6.19322
      0.0322146     2.5691e-12        6.19304
      0.0322172    2.57482e-12        6.19286
      0.0322197    2.58055e-12        6.19268
      0.0322222    2.58629e-12         6.1925
      0.0322247    2.59205e-12        6.19232
      0.0322273    2.59782e-12        6.19214
      0.0322298     2.6036e-12        6.19196
      0.0322323    2.60939e-12        6.19178
      0.0322348     2.6152e-12         6.1916
      0.0322374    2.62102e-12        6.19142
      0.0322399    2.62685e-12        6.19124
      0.0322424    2.63269e-12        6.19106
      0.0322449    2.63855e-12        6.19088
      0.0322475    2.64441e-12         6.1907
        0.03225    2.65029e-12        6.19053
      0.0322525    2.65619e-12        6.19035
      0.0322551    2.66209e-12        6.19017
      0.0322576    2.66801e-12        6.18999
      0.0322601    2.67394e-12        6.18981
      0.0322626    2.67988e-12        6.18963
      0.0322652    2.68584e-12        6.18945
      0.0322677     2.6918e-12        6.18927
      0.0322702    2.69778e-12        6.18909
      0.0322727    2.70378e-12        6.18891
      0.0322753    2.70978e-12        6.18873
      0.0322778     2.7158e-12        6.18855
      0.0322803    2.72183e-12        6.18837
      0.0322828    2.72788e-12        6.18819
      0.0322854    2.73393e-12        6.18802
      0.0322879       2.74e-12        6.18784
      0.0322904    2.74608e-12        6.18766
      0.0322929    2.75218e-12        6.18748
      0.0322955    2.75828e-12         6.1873
       0.032298    2.76441e-12        6.18712
      0.0323005    2.77054e-12        6.18694
       0.032303    2.77669e-12        6.18676
      0.0323056    2.78284e-12        6.18658
      0.0323081    2.78902e-12         6.1864
      0.0323106     2.7952e-12        6.18622
      0.0323131     2.8014e-12        6.18605
      0.0323157    2.80761e-12        6.18587
      0.0323182    2.81384e-12        6.18569
      0.0323207    2.82007e-12        6.18551
      0.0323232    2.82633e-12        6.18533
      0.0323258    2.83259e-12        6.18515
      0.0323283    2.83887e-12        6.18497
      0.0323308    2.84516e-12        6.18479
      0.0323333    2.85146e-12        6.18461
      0.0323359    2.85778e-12        6.18443
      0.0323384    2.86411e-12        6.18426
      0.0323409    2.87045e-12        6.18408
      0.0323434    2.87681e-12         6.1839
       0.032346    2.88318e-12        6.18372
      0.0323485    2.88956e-12        6.18354
       0.032351    2.89596e-12        6.18336
      0.0323535    2.90237e-12        6.18318
      0.0323561    2.90879e-12          6.183
      0.0323586    2.91523e-12        6.18283
      0.0323611    2.92168e-12        6.18265
      0.0323636    2.92815e-12        6.18247
      0.0323662    2.93463e-12        6.18229
      0.0323687    2.94112e-12        6.18211
      0.0323712    2.94762e-12        6.18193
      0.0323737    2.95414e-12        6.18175
      0.0323763    2.96068e-12        6.18157
      0.0323788    2.96722e-12         6.1814
      0.0323813    2.97378e-12        6.18122
      0.0323838    2.98036e-12        6.18104
      0.0323864    2.98695e-12        6.18086
      0.0323889    2.99355e-12        6.18068
      0.0323914    3.00017e-12         6.1805
      0.0323939     3.0068e-12        6.18032
      0.0323965    3.01344e-12        6.18015
       0.032399     3.0201e-12        6.17997
      0.0324015    3.02677e-12        6.17979
       0.032404    3.03345e-12        6.17961
      0.0324066    3.04015e-12        6.17943
      0.0324091    3.04687e-12        6.17925
      0.0324116     3.0536e-12        6.17907
      0.0324141    3.06034e-12         6.1789
      0.0324167    3.06709e-12        6.17872
      0.0324192    3.07386e-12        6.17854
      0.0324217    3.08065e-12        6.17836
      0.0324242    3.08745e-12        6.17818
      0.0324268    3.09426e-12          6.178
      0.0324293    3.10109e-12        6.17783
      0.0324318    3.10793e-12        6.17765
      0.0324343    3.11479e-12        6.17747
      0.0324369    3.12166e-12        6.17729
      0.0324394    3.12854e-12        6.17711
      0.0324419    3.13544e-12        6.17693
      0.0324444    3.14236e-12        6.17676
       0.032447    3.14928e-12        6.17658
      0.0324495    3.15623e-12         6.1764
       0.032452    3.16318e-12        6.17622
      0.0324545    3.17016e-12        6.17604
      0.0324571    3.17714e-12        6.17586
      0.0324596    3.18414e-12        6.17569
      0.0324621    3.19116e-12        6.17551
      0.0324646    3.19819e-12        6.17533
      0.0324672    3.20524e-12        6.17515
      0.0324697     3.2123e-12        6.17497
      0.0324722    3.21937e-12        6.17479
      0.0324747    3.22646e-12        6.17462
      0.0324773    3.23356e-12        6.17444
      0.0324798    3.24068e-12        6.17426
      0.0324823    3.24782e-12        6.17408
      0.0324848    3.25497e-12         6.1739
      0.0324874    3.26213e-12        6.17373
      0.0324899    3.26931e-12        6.17355
      0.0324924    3.27651e-12        6.17337
      0.0324949    3.28371e-12        6.17319
      0.0324975    3.29094e-12        6.17301
         0.0325    3.29818e-12        6.17284
