           IM.1         mean_x        sd_ln_x
           0.01    3.23135e-10        5.80991
       0.025101    4.09668e-05        4.60364
       0.040202      0.0255316        3.70606
       0.055303        1.13432        3.10989
       0.070404        12.9467        2.67794
      0.0855051         67.789        2.34864
       0.100606        214.544        2.09753
       0.115707        386.264        1.95977
       0.130808         623.22        1.84327
       0.145909        924.629        1.74473
        0.16101        1285.79        1.66144
       0.176111        1697.92        1.59164
       0.191212        2152.93        1.53327
       0.206313        2927.38        1.47538
       0.221414        4267.71        1.44412
       0.236515        5976.43        1.42779
       0.251616        8136.36          1.401
       0.266717        10666.1        1.36473
       0.281818        13408.0        1.32624
       0.296919        16217.5        1.28989
        0.31202        17755.6        1.26714
       0.327121        18963.9        1.24837
       0.342222        20163.1        1.23061
       0.357323        21351.0        1.21393
       0.372424        22534.3         1.1977
       0.387525        23694.1        1.18242
       0.402626        24861.5        1.16845
       0.417727        26101.5        1.15748
       0.432828        27311.1        1.14685
       0.447929        28478.8         1.1369
        0.46303        29604.1        1.12757
       0.478131        30685.8        1.11885
       0.493232        31726.6        1.11062
       0.508333        32261.3        1.10649
       0.523434        32408.8        1.10537
       0.538535        32555.4        1.10426
       0.553636        32701.1        1.10315
       0.568737        32845.9        1.10206
       0.583838        32989.7        1.10098
       0.598939        33132.7         1.0999
        0.61404        33086.1        1.10072
       0.629141        33025.3        1.10167
       0.644242        33273.3        1.09414
       0.659343        33214.6        1.09504
       0.674444        33155.9        1.09593
       0.689545        33097.2        1.09683
       0.704646        33332.6        1.09502
       0.719747        33899.9        1.09575
       0.734848        34754.2        1.08824
       0.749949        35583.3        1.08104
       0.765051        36383.8        1.07425
       0.780152        37158.4        1.06778
       0.795253        37907.7        1.06161
       0.810354        40484.1        1.03582
       0.825455        43711.4        1.00435
       0.840556        46734.4       0.976261
       0.855657        49577.7       0.950956
       0.870758        52265.4       0.927919
       0.885859        54814.2       0.906814
        0.90096        56984.9       0.889322
       0.916061        55320.4       0.901222
       0.931162        53542.0       0.914246
       0.946263        51639.3       0.928521
       0.961364        49601.1        0.94423
       0.976465        47415.8       0.961577
       0.991566        45068.4       0.980867
        1.00667        43157.0       0.996106
        1.02177        41914.3        1.00456
